Species_reconciled with updates and additions,growth form,seed size categorical: <10mm,seed size categorical: >10mm,leaf type,leaves lobed,leaf longevity,wood density species,wood density genus,wood density family,Height (m),leaf length minimum (mm),leaf length maximum (mm),leaf width minimum (mm),leaf width maximum (mm),seed length minimum (mm),seed length maximum (mm),seed width minimum (mm),seed width maximum (mm),seed breadth (mm)
Cephalaralia cephalobotrys,vine,1,0,compound,no,evergreen,,,,,30,150,15,70,4,7,1.5,2.5,
Motherwellia haplosciadea,vine,1,0,simple,no,evergreen,,,,,30,140,10,60,6,6,3,4,2
Schefflera elliptica,vine,1,0,compound,no,evergreen,,,,,40,150,25,80,3,3,2,3,1.3
Aristolochia acuminata,vine,1,1,simple,no,evergreen,,,,,35,130,33,150,4,5,5,6,2.5
Aristolochia chalmersii,vine,1,1,simple,yes,evergreen,,,,,40,110,10,25,4,5,3,4,2.5
Aristolochia pubera_pubera,vine,1,1,simple,yes,evergreen,,,,,25,115,20,75,4,4,3,4,1.3
Aristolochia pubera_aromatica,vine,1,1,simple,yes,evergreen,,,,,25,100,20,65,3,4,3,4,1.5
Aristolochia indica,vine,1,1,simple,no,evergreen,,,,,60,110,30,55,7,8,2,3,1
Aristolochia nauseifolia,vine,1,1,simple,no,evergreen,,,,,90,320,45,135,7,10,10,12,3
Pararistolochia australopithecurus,vine,1,1,simple,no,evergreen,,,,,110,400,40,140,8,9,6,7,1
Pararistolochia deltantha,vine,1,1,simple,no,evergreen,,,,,65,310,20,135,5,7,4,5,1
Pararistolochia laheyana,vine,1,1,simple,no,evergreen,,,,,40,150,12,30,3,4,3,4,2
Pararistolochia linearifolia,vine,1,1,simple,no,evergreen,,,,,170,195,10,20,5,5,4,4,2
Pararistolochia peninsulensis,vine,1,0,simple,no,evergreen,,,,,105,200,30,80,6,8,5,7,
Pararistolochia praevenosa,vine,1,0,simple,no,evergreen,,,,,70,250,25,85,3,4,2,3,
Pararistolochia sparusifolia,vine,1,0,simple,no,evergreen,,,,,80,180,25,60,7,8,5,6,
Eustrephus latifolius,vine,1,0,simple,no,evergreen,,,,,25,130,3,40,5,6,2,3,
Austrobaileya scandens,vine,0,1,simple,no,evergreen,,,,,40,200,20,90,16,22,12,18,6
Berberidopsis beckleri,vine,1,1,simple,no,evergreen,,,,,30,60,17,30,1,2,1,1,
Streptothamnus moorei,vine,1,1,simple,no,evergreen,,,,,60,120,35,65,1,2,1,2,
Neosepicaea jucunda,vine,0,1,compound,no,evergreen,,,,,50,230,25,85,8,10,6,8,2
Neosepicaea viticoides,vine,0,1,compound,no,evergreen,,,,,50,250,20,80,6,8,4,6,2
Pandorea baileyana,vine,0,1,compound,no,evergreen,,,,,55,140,20,55,7,8,4,5,2
Pandorea Ipswich,vine,0,1,compound,no,evergreen,,,,,20,140,10,80,10,10,6,8,2
Pandorea jasminoides,vine,0,1,compound,no,evergreen,,,,,45,60,15,30,10,10,7,9,2
Pandorea nervosa,vine,1,1,compound,no,evergreen,,,,,45,110,10,50,8,10,6,7,2
Pandorea pandorana,vine,0,1,compound,no,evergreen,,,,,20,140,5,65,10,10,6,8,2
Tecomanthe hillii,vine,0,1,compound,no,evergreen,,,,,25,80,12,35,8,10,5,6,2
Tecomanthe Roaring-Meg,vine,0,0,compound,no,evergreen,,,,,40,110,15,35,8,10,5,6,2
Tournefortia sarmentosa,vine,1,0,simple,no,evergreen,,,,,55,190,20,80,1,1,1,1,
Capparis lanceolaris,vine,1,0,simple,no,evergreen,,,,,45,145,18,50,6,12,5,7,3
Capparis lasiantha,vine,1,0,simple,no,evergreen,,,,,20,95,7,30,4,6,3,4,3
Capparis lucida,vine,0,1,simple,no,evergreen,,,,,30,100,20,50,6,8,5,6,3
Capparis ornans,vine,1,1,simple,no,evergreen,,,,,60,140,20,70,9,12,7,9,3
Capparis quiniflora,vine,1,0,simple,no,evergreen,,,,,35,120,10,75,5,6,3,5,3
Capparis sarmentosa,vine,1,1,simple,no,evergreen,,,,,5,20,4,15,4,5,3,4,3
Capparis sepiaria,vine,1,0,simple,no,evergreen,,,,,15,100,5,40,5,5,5,5,3
Capparis Iron-Range,vine,1,1,simple,no,evergreen,,,,,60,125,25,55,9,10,6,8,3
Capparis velutina,vine,0,1,simple,no,evergreen,,,,,50,110,20,50,5,6,4,5,3
Cardiopteris moluccana,vine,0,1,simple,no,evergreen,,,,,60,240,50,220,8,10,2,4,
Celastrus australis,vine,1,0,simple,no,evergreen,,,,,30,90,10,40,3,4,3,4,
Celastrus subspicatus,vine,1,0,simple,no,evergreen,,,,,50,140,20,70,4,6,2,3,
Hippocratea barbata,vine,0,1,simple,no,evergreen,,,,,40,140,15,55,5,8,3,4,
Salacia chinensis,vine,1,1,simple,no,evergreen,,,,,40,190,20,80,10,18,10,18,
Salacia disepala,vine,0,1,simple,no,evergreen,,,,,60,200,25,80,20,28,12,14,9
Salacia erythrocarpa,vine,1,1,simple,no,evergreen,,,,,50,100,20,40,7,15,7,10,6
Combretum trifoliatum,vine,0,1,simple,no,evergreen,,,,,70,160,35,75,15,20,7,11,6
Connarus conchocarpus,vine,0,1,compound,no,evergreen,,,,,40,260,18,90,14,16,12,14,4
Rourea brachyandra,vine,1,1,compound,no,evergreen,,,,,35,130,20,65,8,8,5,5,
Bonamia dietrichiana,vine,1,0,simple,no,evergreen,,,,,8,35,5,20,5,6,4,5,3
Calystegia marginata,vine,1,0,simple,yes,evergreen,,,,,30,70,10,35,3,4,3,4,
Erycibe coccinea,vine,0,1,simple,no,evergreen,,,,,30,165,20,70,14,16,10,12,
Ipomoea abrupta,vine,0,0,simple,no,evergreen,,,,,55,140,45,110,5,6,4,5,
Ipomoea aculeata-mollissima,vine,1,1,simple,no,evergreen,,,,,60,150,40,100,6,10,4,5,
Ipomoea eriocarpa,vine,1,0,simple,no,evergreen,,,,,25,100,6,30,3,5,3,4,
Ipomoea gracilis,vine,1,0,simple,no,evergreen,,,,,30,110,11,45,5,7,3,4,
Ipomoea littoralis,vine,1,0,simple,yes,evergreen,,,,,40,100,35,75,4,4,3,4,
Ipomoea macrantha,vine,1,1,simple,yes,evergreen,,,,,50,140,60,130,8,10,6,8,
Ipomoea mauritiana,vine,1,0,simple,yes,evergreen,,,,,60,180,80,200,6,8,3,4,
Ipomoea muelleri,vine,0,0,simple,no,evergreen,,,,,45,70,50,80,,,,,
Ipomoea nil,vine,1,0,simple,yes,evergreen,,,,,18,130,20,130,4,8,3,5,
Ipomoea obscura,vine,1,0,simple,no,evergreen,,,,,20,70,18,80,4,6,3,4,3
Ipomoea pes-caprae-brasiliensis,vine,1,1,simple,no,evergreen,,,,,30,115,30,110,6,12,5,7,
Ipomoea plebeia,vine,1,0,simple,no,evergreen,,,,,30,80,10,50,4,5,3,4,
Ipomoea saintronanensis,vine,1,1,simple,no,evergreen,,,,,40,220,40,210,8,10,3,4,
Ipomoea Merluna,vine,0,0,simple,no,evergreen,,,,,70,165,80,120,,,,,
Ipomoea velutina,vine,1,0,simple,no,evergreen,,,,,50,180,40,120,7,7,4,5,
Jacquemontia paniculata,vine,1,0,simple,no,evergreen,,,,,22,85,5,60,2,3,2,2,
Lepistemon urceolatus,vine,1,0,simple,no,evergreen,,,,,70,170,60,135,3,5,2,3,
Merremia gemella,vine,1,0,simple,yes,evergreen,,,,,25,65,10,40,3,3,2,3,
Merremia hederacea,vine,1,0,simple,no,evergreen,,,,,20,65,14,35,3,5,3,4,
Merremia peltata,vine,1,1,simple,no,evergreen,,,,,70,250,65,200,7,7,6,6,5
Merremia umbellata-orientalis,vine,1,0,simple,no,evergreen,,,,,65,105,27,55,4,5,3,4,
Operculina riedeliana,vine,1,0,simple,yes,evergreen,,,,,55,150,65,130,7,7,5,5,
Stictocardia tiliifolia,vine,1,0,simple,no,evergreen,,,,,50,170,50,170,7,7,5,5,
Xenostegia tridentata,vine,1,0,simple,yes,evergreen,,,,,10,75,2,16,4,4,3,4,
Cucumis Little-Annan-River,vine,1,1,simple,yes,evergreen,,,,,15,25,18,25,5,7,2,3,
Diplocyclos palmatus,vine,1,0,simple,no,evergreen,,,,,35,140,40,170,5,8,4,5,3
Luffa cylindrica,vine,1,1,simple,yes,evergreen,,,,,60,250,60,260,7,12,6,8,2.5
Momordica cochinchinensis,vine,0,1,simple,yes,evergreen,,,,,70,200,80,200,15,28,10,14,3
Muellerargia timorensis,vine,1,0,simple,yes,evergreen,,,,,25,105,30,110,8,10,3,4,3
Mukia maderaspatana,vine,1,0,simple,yes,evergreen,,,,,20,110,10,110,4,7,3,4,3
Neoalsomitra capricornica,vine,1,0,simple,yes,evergreen,,,,,20,70,25,90,4,6,2,3,
Neoalsomitra clavigera,vine,0,1,compound,no,evergreen,,,,,45,125,18,70,7,11,4,5,
Nothoalsomitra suberosa,vine,0,1,compound,no,evergreen,,,,,30,110,10,40,11,13,5,6,3
Sicyos australis,vine,0,0,simple,yes,evergreen,,,,,30,120,40,120,5,7,3,4,
Trichosanthes cucumerina,vine,0,1,simple,yes,evergreen,,,,,50,190,40,150,8,12,4,5,
Trichosanthes holtzei,vine,1,1,simple,yes,evergreen,,,,,40,140,40,110,5,10,5,9,
Trichosanthes ovigera,vine,1,0,simple,yes,evergreen,,,,,50,160,45,135,6,9,6,8,
Trichosanthes pentaphylla,vine,0,1,compound,yes,evergreen,,,,,40,150,20,70,9,17,7,8,
Trichosanthes Mt-Lewis,vine,0,1,simple,no,evergreen,,,,,70,150,60,160,13,18,6,7,3
Trichosanthes subvelutina,vine,0,1,simple,yes,evergreen,,,,,40,150,40,150,9,12,5,6,3
Neoachmandra cunninghamii,vine,1,0,simple,yes,evergreen,,,,,25,130,22,120,4,5,3,3,2
Dichapetalum papuanum,vine,1,1,simple,no,evergreen,,,,,50,180,20,70,10,12,6,8,
Dichapetalum timorense,vine,1,0,simple,no,evergreen,,,,,45,170,20,70,12,15,8,9,
Hibbertia dentata,vine,1,0,simple,no,evergreen,,,,,40,70,12,30,3,4,3,4,
Hibbertia scandens,vine,1,0,simple,no,evergreen,,,,,30,110,10,30,3,4,3,4,
Tetracera daemeliana,vine,1,0,simple,no,evergreen,,,,,80,155,35,80,3,4,2,2,
Tetracera nordtiana,vine,1,0,simple,no,evergreen,,,,,50,100,30,60,2,2,2,2,
Dioscorea bulbifera-bulbifera,vine,0,1,simple,no,evergreen,,,,,50,300,28,300,3,3,3,3,1
Dioscorea transversa,vine,0,1,simple,no,deciduous,,,,,40,140,20,120,3,3,3,3,1
Elaeagnus triflora,vine,1,1,simple,no,evergreen,,,,,30,150,10,60,8,18,4,6,
Agapetes meiniana,vine,1,0,simple,no,evergreen,,,,,30,115,15,40,1,1,1,1,
Croton caudatus,vine,1,1,simple,no,deciduous,,,,,12,190,5,125,8,10,4,5,
Mallotus repandus,vine,1,0,simple,no,evergreen,,,,,22,120,15,90,5,7,4,5,
Omphalea papuana,vine,0,1,simple,no,evergreen,,,,,70,250,45,170,20,30,15,27,
Omphalea queenslandiae,vine,0,1,simple,no,evergreen,,,,,60,170,25,120,35,40,28,30,
Phyllanthus novae-hollandiae,vine,1,0,simple,no,deciduous,,,,,14,35,7,20,3,4,2,3,
Tragia finalis,vine,1,0,simple,no,evergreen,,,,,15,120,5,60,4,5,4,5,
Tragia novae-hollandiae,vine,1,0,simple,no,evergreen,,,,,30,90,12,35,2,3,2,3,
Abrus precatorius,vine,1,0,compound,no,deciduous,,,,,5,25,3,8,5,9,4,6,
Acacia albizioides,vine,1,1,compound,no,evergreen,,,,,6,13,2,3,9,10,4,5,3
Acacia pennata-kerrii,vine,1,1,compound,no,evergreen,,,,,3,5,0.5,1,5,11,3,4,2
Austrosteenisia blackii,vine,1,0,compound,no,evergreen,,,,,14,118,7,60,5,8,4,5,3
Austrosteenisia glabristyla,vine,0,0,compound,no,evergreen,,,,,20,100,5,30,6,8,5,6,3
Austrosteenisia mollitricha,vine,1,0,compound,no,evergreen,,,,,36,143,13,70,5,6,3,5,3
Austrosteenisia stipularis,vine,1,0,compound,no,evergreen,,,,,10,70,4,25,5,6,4,5,3
Caesalpinia bonduc,vine,0,1,compound,no,evergreen,,,,,10,75,5,40,15,29,15,29,
Caesalpinia crista,vine,0,1,compound,no,evergreen,,,,,15,100,10,40,15,25,15,20,2
Caesalpinia erythrocarpa,vine,0,1,compound,no,evergreen,,,,,8,25,6,16,8,15,8,12,5
Caesalpinia hymenocarpa,vine,0,1,compound,no,evergreen,,,,,8,25,5,15,5,10,5,10,5
Caesalpinia major,vine,0,1,compound,no,evergreen,,,,,30,50,20,30,15,25,15,25,5
Caesalpinia nitens,vine,0,1,compound,no,evergreen,,,,,7,27,5,17,,,,,
Caesalpinia robusta,vine,0,1,compound,no,evergreen,,,,,30,70,15,25,20,25,10,15,6
Caesalpinia scortechinii,vine,0,1,compound,no,evergreen,,,,,15,25,7,15,20,25,15,20,6
Caesalpinia subtropica,vine,0,1,compound,no,evergreen,,,,,6,20,5,6,10,12,10,10,3
Caesalpinia traceyi,vine,0,1,compound,no,evergreen,,,,,6,20,3,10,13,15,10,12,2.5
Callerya australis,vine,0,1,compound,no,evergreen,,,,,30,60,12,26,12,15,12,15,5
Callerya pilipes,vine,0,1,compound,no,evergreen,,,,,30,110,20,50,20,22,22,24,12
Callerya Barratt-Creek,vine,0,1,compound,no,evergreen,,,,,35,60,18,33,20,22,20,25,12
Callerya Beatrice-Creek,vine,0,1,compound,no,evergreen,,,,,70,150,25,60,45,60,35,50,
Callerya megasperma,vine,0,1,compound,no,evergreen,,,,,40,240,30,120,16,18,14,16,
Canavalia cathartica,vine,0,1,compound,no,evergreen,,,,,40,240,30,120,16,18,10,12,6
Canavalia papuana,vine,0,1,compound,no,evergreen,,,,,40,180,20,132,12,16,10,12,
Canavalia rosea,vine,1,1,compound,no,evergreen,,,,,25,120,15,100,13,20,10,12,3
Dalbergia candenatensis,vine,1,1,compound,no,evergreen,,,,,7,52,6,34,18,23,8,12,4
Dalbergia densa-australis,vine,1,0,compound,no,evergreen,,,,,15,50,5,25,7,8,6,7,3
Dalbergia densa-densa,vine,0,1,compound,no,evergreen,,,,,15,45,8,18,14,17,7,8,3
Derris koolgibberah,vine,1,0,compound,no,evergreen,,,,,60,130,40,80,8,10,5,6,4
Derris Claudie-River,vine,0,1,compound,no,evergreen,,,,,50,130,30,75,10,15,8,12,4
Derris Daintree,vine,1,0,compound,no,evergreen,,,,,65,135,15,40,8,8,8,8,
Derris involuta,vine,0,1,compound,no,evergreen,,,,,25,70,15,35,8,10,8,10,3
Derris Wenlock-River,vine,0,1,compound,no,evergreen,,,,,35,75,25,35,,,,,
Derris trifoliata,vine,0,1,compound,no,evergreen,,,,,40,130,18,80,12,25,15,18,6
Dioclea hexandra,vine,0,1,compound,no,evergreen,,,,,65,140,40,115,25,30,25,30,10
Entada phaseoloides,vine,0,1,compound,no,evergreen,,,,,45,100,18,63,40,60,40,60,4
Entada rheedii,vine,0,1,compound,no,evergreen,,,,,14,80,10,38,40,50,40,50,8
Galactia Laura,vine,1,1,compound,no,evergreen,,,,,25,65,12,20,3,5,3,4,
Galactia muelleri,vine,1,1,compound,no,evergreen,,,,,22,45,6,18,3,5,3,5,
Galactia tenuiflora,vine,1,1,compound,no,evergreen,,,,,20,75,3,25,2,5,2,3,
Glycine cyrtoloba,vine,1,1,compound,no,evergreen,,,,,12,25,4,8,4,5,2,3,
Glycine spp,vine,1,1,compound,no,evergreen,,,,,30,50,10,18,3,4,3,4,2
Hardenbergia violacea,vine,1,0,simple,no,evergreen,,,,,30,100,10,50,4,5,3,4,2
Kennedia rubicunda,vine,1,0,compound,no,evergreen,,,,,30,160,15,80,5,5,2,3,
Bauhinia binata,vine,1,1,compound,no,evergreen,,,,,15,45,10,45,8,11,6,8,4
Macrotyloma uniflorum,vine,1,0,compound,no,evergreen,,,,,10,48,7,38,3,8,3,4,
Mucuna diabolica-kenneallyi,vine,0,1,compound,no,evergreen,,,,,110,160,100,140,22,23,15,17,
Mucuna gigantea,vine,0,1,compound,no,evergreen,,,,,67,155,33,80,15,35,13,17,8
Palmeria foremanii,vine,1,0,simple,no,evergreen,,,,,30,120,15,50,4,5,3,4,
Palmeria hypotephra,vine,1,0,simple,no,evergreen,,,,,40,145,15,65,4,5,4,4,
Palmeria scandens,vine,1,0,simple,no,evergreen,,,,,20,190,20,90,5,5,4,5,
Phylacium bracteosum,vine,1,0,compound,no,evergreen,,,,,20,100,10,45,5,5,3,4,
Rhynchosia acuminatissima,vine,1,0,compound,no,evergreen,,,,,30,150,20,120,5,8,3,4,
Rhynchosia minima,vine,1,0,compound,no,evergreen,,,,,42,60,28,40,1.5,2,1.5,2,
Strongylodon lucidus,vine,0,1,compound,no,evergreen,,,,,40,135,25,80,15,22,15,17,
Vandasina retusa,vine,1,0,compound,yes,evergreen,,,,,30,140,30,125,7,8,4,4,3
Vigna lanceolata,vine,1,0,compound,yes,evergreen,,,,,15,95,10,35,4,5,2,3,
Vigna marina,vine,1,0,compound,no,evergreen,,,,,25,95,20,73,4,7,2,3,
Vigna Station-Creek,vine,1,0,compound,no,evergreen,,,,,25,90,6,30,4,5,2,3,
Flagellaria indica,vine,1,0,simple,no,evergreen,,,,,60,400,5,26,4,6,4,6,
Fieldia australis,vine,0,1,simple,no,evergreen,,,,,30,70,10,23,3,4,3,4,
Scaevola enantophylla,vine,1,0,simple,no,evergreen,,,,,40,150,20,60,6,7,3,4,
Faradaya splendida,vine,0,1,simple,no,evergreen,,,,,90,390,45,145,40,45,25,28,
Glossocarya calcicola,vine,1,0,simple,no,evergreen,,,,,20,70,10,55,3,4,1,2,
Glossocarya hemiderma,vine,1,0,simple,no,evergreen,,,,,20,140,15,80,6,7,1,2,
Petraeovitex multiflora,vine,1,0,compound,no,evergreen,,,,,40,100,30,50,1,2,1,2,
Premna limbata,vine,1,0,simple,no,evergreen,,,,,15,160,15,110,3,4,2,3,
Hugonia jenkinsii,vine,1,1,simple,no,evergreen,,,,,40,175,20,53,7,11,5,6,4
Strychnos minor,vine,0,1,simple,no,evergreen,,,,,60,220,20,80,14,17,12,13,3
Rhyssopterys timorensis,vine,1,0,simple,no,evergreen,,,,,50,110,40,95,5,7,3,4,
Tristellateia australasiae,vine,1,0,simple,no,evergreen,,,,,40,120,30,70,5,6,3,4,
Medinilla balls-headleyi,vine,1,0,simple,no,evergreen,,,,,70,140,40,70,1,1,1,1,
Carronia multisepala,vine,1,1,simple,no,evergreen,,,,,60,250,15,65,8,10,5,6,4
Carronia pedicellata,vine,0,1,simple,no,evergreen,,,,,65,250,30,110,10,12,6,7,4.5
Carronia protensa,vine,1,1,simple,no,evergreen,,,,,60,370,40,385,13,18,8,10,5
Cissampelos pareira-hirsuta,vine,1,0,simple,no,evergreen,,,,,45,120,45,120,4,5,3,4,
Echinostephia aculeata,vine,1,0,simple,no,evergreen,,,,,20,80,15,60,3,4,3,3,
Hypserpa decumbens,vine,1,0,simple,no,evergreen,,,,,30,185,10,115,4,6,4,4,
Hypserpa laurina,vine,1,1,simple,no,evergreen,,,,,55,200,20,75,8,10,5,6,
Hypserpa polyandra,vine,1,1,simple,no,evergreen,,,,,40,140,40,75,6,7,4,5,
Hypserpa smilacifolia,vine,1,0,simple,no,evergreen,,,,,60,150,25,95,7,8,5,6,
Legnephora moorei,vine,1,1,simple,no,evergreen,,,,,50,260,50,260,8,9,8,9,6
Tinospora esiangkara,vine,1,0,simple,yes,evergreen,,,,,35,73,23,30,4,5,4,4,
Parapachygone longifolia,vine,0,1,simple,no,evergreen,,,,,100,300,35,170,20,35,15,20,12
Pachygone ovata,vine,1,0,simple,no,evergreen,,,,,40,180,25,120,4,6,4,6,4
Pleogyne australis,vine,1,0,simple,no,evergreen,,,,,40,130,20,75,5,7,4,5,4
Pycnarrhena novoguineensis,vine,0,1,simple,no,evergreen,,,,,140,280,45,105,9,17,8,10,5
Pycnarrhena ozantha,vine,0,1,simple,no,evergreen,,,,,70,270,30,85,17,28,15,20,15
Sarcopetalum harveyanum,vine,1,0,simple,no,evergreen,,,,,40,220,20,200,4,6,4,6,4
Stephania bancroftii,vine,1,0,simple,no,evergreen,,,,,25,130,30,140,5,7,4,6,4
Stephania japonica-discolor,vine,1,0,simple,no,evergreen,,,,,40,180,40,140,3,6,3,5,3
Stephania japonica-japonica,vine,1,0,simple,no,evergreen,,,,,40,180,40,140,3,6,3,5,3
Stephania japonica-timorensis,vine,1,0,simple,yes,evergreen,,,,,40,180,40,140,3,6,3,5,3
Stephania tuberosa,vine,1,0,simple,no,evergreen,,,,,55,170,60,170,6,7,3,4,3
Tiliacora australiana,vine,0,0,simple,no,evergreen,,,,,50,115,20,65,6,7,3,4,
Tinospora angusta,vine,1,0,simple,yes,evergreen,,,,,60,105,3,45,3,6,3,5,3
Tinospora smilacina,vine,1,0,simple,yes,deciduous,,,,,25,200,20,150,5,6,4,5,4
Tinospora tinosporoides,vine,1,1,simple,yes,evergreen,,,,,80,150,25,60,4,10,3,8,
Ficus pantoniana,vine,1,0,simple,no,evergreen,,,,,70,130,15,70,1,1,1,1,
Maclura cochinchinensis,vine,1,0,simple,no,evergreen,,,,,20,95,15,40,4,5,4,4,2
Trophis scandens-scandens,vine,1,0,simple,no,evergreen,,,,,25,140,15,65,6,8,5,6,
Nepenthes mirabilis,vine,1,1,simple,no,evergreen,,,,,100,400,20,80,5,12,1,1,
Pisonia aculeata,vine,1,1,simple,no,evergreen,,,,,20,120,10,70,4,12,1,2,
Olax imbricata,vine,0,1,simple,no,evergreen,,,,,85,110,35,50,18,18,18,18,
Jasminum elongatum,vine,1,1,simple,no,evergreen,,,,,50,120,20,50,5,9,3,5,
Jasminum aemulum-brassii,vine,1,1,simple,no,evergreen,,,,,30,80,19,30,9,12,5,8,
Jasminum dallachii,vine,1,0,compound,no,evergreen,,,,,20,45,15,30,5,9,4,5,
Jasminum didymum-didymum,vine,1,1,compound,no,evergreen,,,,,20,100,15,65,5,9,5,9,
Jasminum didymum-racemosum,vine,1,0,compound,no,evergreen,,,,,10,65,10,30,4,6,4,5,
Jasminum kajewskii,vine,0,0,simple,no,evergreen,,,,,45,120,25,70,10,12,7,9,
Jasminum longipetalum,vine,1,0,simple,no,evergreen,,,,,50,100,30,55,7,8,6,7,
Jasminum simplicifolium-australiense,vine,1,0,simple,no,evergreen,,,,,30,90,15,45,6,6,6,6,
Cansjera leptostachya,vine,1,1,simple,no,evergreen,,,,,35,90,15,40,7,7,6,8,
Opilia amentacea,vine,0,1,simple,no,evergreen,,,,,50,160,20,50,18,21,10,17,
Quintinia fawkneri,vine,1,0,simple,no,evergreen,,,,,25,50,12,15,0.5,0.5,0.5,0.5,
Adenia heterophylla-australis,vine,0,1,simple,no,evergreen,,,,,40,110,40,100,6,7,5,6,3
Adenia heterophylla-heterophylla,vine,0,1,simple,no,evergreen,,,,,40,250,20,190,4,10,4,8,3
Passiflora aurantia-aurantia,vine,0,1,simple,yes,evergreen,,,,,20,100,25,140,2,3,1,2,
Passiflora herbertiana,vine,0,1,simple,yes,evergreen,,,,,60,120,45,115,2,3,2,3,
Passiflora cinnabarina,vine,0,1,simple,yes,evergreen,,,,,60,100,65,110,2,3,2,3,
Passiflora kuranda,vine,0,1,simple,no,evergreen,,,,,70,180,30,75,5,8,4,7,3
Passiflora aurantioides,vine,0,1,simple,no,evergreen,,,,,120,180,50,100,5,10,3,8,3
Petermannia cirrosa,vine,1,1,simple,no,evergreen,,,,,35,100,12,23,5,7,3,4,
Geitonoplesium cymosum,vine,1,0,simple,no,evergreen,,,,,20,130,2,35,5,5,2,3,
Piper caninum,vine,1,0,simple,no,evergreen,,,,,90,200,35,90,3,6,3,4,
Piper interruptum,vine,1,0,simple,no,evergreen,,,,,80,200,35,110,2,3,2,3,
Piper macropiper,vine,1,0,simple,no,evergreen,,,,,70,200,40,100,2,2,1,1,
Piper mestonii,vine,1,0,simple,no,evergreen,,,,,90,280,40,200,2,2,1,1,
Piper hederaceum-hederaceum,vine,1,0,simple,no,evergreen,,,,,30,155,24,135,5,7,4,5,
Piper fungiforme,vine,1,0,simple,no,evergreen,,,,,40,130,15,50,2,2,1,1,
Piper hederaceum-longiorispicum,vine,1,0,simple,no,evergreen,,,,,70,105,35,75,3,4,3,3,
Piper umbellatum,vine,1,0,simple,no,evergreen,,,,,160,320,170,380,1,1,1,1,
Billardiera macrantha,vine,1,1,simple,no,evergreen,,,,,20,55,6,10,1,2,1,1,
Comespermum volubile,vine,1,1,simple,no,evergreen,,,,,10,50,4,8,2,3,1,2,
Muehlenbeckia adpressa,vine,1,0,simple,no,evergreen,,,,,15,60,12,40,2,3,2,3,
Muehlenbeckia gracillima,vine,1,0,simple,yes,evergreen,,,,,20,120,10,40,2,3,2,3,
Muehlenbeckia rhyticarya,vine,1,0,simple,no,evergreen,,,,,10,120,10,120,2,3,2,3,
Muehlenbeckia zippelii,vine,1,0,simple,no,evergreen,,,,,45,120,30,70,2,3,2,3,
Embelia australiana,vine,1,0,simple,no,evergreen,,,,,26,110,12,60,5,8,5,9,
Embelia caulialata,vine,1,0,simple,no,evergreen,,,,,40,130,20,45,2,3,2,3,
Embelia curvinervia,vine,1,0,simple,no,evergreen,,,,,30,127,30,73,3,3,3,3,
Embelia grayi,vine,1,0,simple,no,evergreen,,,,,40,120,25,70,4,4,3,4,
Maesa dependens-dependens,vine,1,0,simple,no,evergreen,,,,,40,210,20,70,1,2,1,2,
Maesa dependens-pubescens,vine,1,0,simple,no,evergreen,,,,,40,120,20,80,1,2,1,2,
Clematis aristata,vine,1,0,compound,no,evergreen,,,,,20,80,10,50,4,5,3,4,2
Clematis decipiens,vine,1,0,compound,yes,evergreen,,,,,10,50,2,5,4,5,3,4,2
Clematis fawcettii,vine,1,0,compound,yes,evergreen,,,,,5,25,3,10,4,5,1,2,1
Clematis glycinoides,vine,1,0,compound,no,evergreen,,,,,20,80,10,50,4,5,2,3,2
Clematis leptophylla,vine,1,0,compound,yes,evergreen,,,,,3,15,1,3,2,3,2,3,2
Clematis pickeringii,vine,1,0,simple,no,evergreen,,,,,20,125,10,70,3,3,1,1,
Colubrina asiatica,vine,1,0,simple,no,evergreen,,,,,30,100,25,70,5,6,4,5,
Gouania australiana,vine,1,0,simple,no,evergreen,,,,,40,120,25,100,1,1,1,1,
Gouania exilis,vine,1,0,simple,no,evergreen,,,,,30,90,15,60,2,4,1,1,
Rhamnella vitiensis,vine,1,0,simple,no,evergreen,,,,,35,115,12,55,7,8,3,4,
Sageretia hamosa,vine,1,0,simple,no,evergreen,,,,,55,180,18,65,6,8,3,4,
Ventilago ecorollata,vine,1,0,simple,no,evergreen,,,,,20,80,8,30,4,5,3,4,
Ventilago pubiflora,vine,1,0,simple,no,evergreen,,,,,35,110,15,60,3,5,3,4,
Ventilago viminalis,vine,1,0,simple,no,evergreen,,,,,25,130,5,12,3,4,3,4,
Rubus moluccanus-moluccanus,vine,1,0,simple,yes,evergreen,,,,,40,170,35,140,2,2,1,1,
Rubus moluccanus-trilobus,vine,1,0,simple,yes,evergreen,,,,,45,110,40,100,1,1,1,1,
Rubus moorei,vine,1,1,compound,no,evergreen,,,,,20,100,7,28,1,1,1,1,
Rubus nebulosus,vine,1,0,compound,no,evergreen,,,,,40,115,12,30,1,1,1,1,
Rubus parvifolius,vine,1,1,compound,no,evergreen,,,,,10,40,5,21,1,1,1,1,
Rubus probus,vine,1,0,simple,no,evergreen,,,,,35,95,18,48,1,2,1,1,
Rubus queenslandicus,vine,1,0,compound,no,evergreen,,,,,25,90,11,48,1,2,1,1,
Rubus rosifolius,vine,1,1,compound,no,evergreen,,,,,30,80,8,15,1,1,1,1,
Caelospermum paniculatum,vine,1,0,simple,no,evergreen,,,,,35,170,20,105,6,7,3,4,
