Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data
Petrophile sessilis,5480,P,,,,Proteaceae,D,S,Sr,Resprouting at 1 of 3 sites (105),basal,canopy,gravity,,3mm nut (1); 201-224 sd/g (93),,no dormancy,,,,"yes, related to rainfall",seedlings present at 13 yo site,,Dec-Jan,Dec-Jan,,,,,,,present & fruiting at 22-30 yo sites,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,-,W H,,,,,,,1,1,,,,,,,8I,Va-1a; I&V-105,1; 93b; 105,CT,1,3,,,30,,>30,3,1,4,3,3,2
Petrorhagia nanteuilii,7584,,*,,,Caryophyllaceae,D,H,S,,,,,,,,,,,,,,,,,,1,,,,,annual,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8BB,,,E,5,5,,,,,,5,4,4,2,5,4
Petrorhagia velutina,1976,,*,,,Caryophyllaceae,D,H,S,,,,,,,,,,,,,T,,,,,1,,,,,annual,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8C,VIII-38d,38,E,5,5,,,,,,5,1,2,2,5,4
Phebalium glandulosum subsp. eglandulosum,9419,E1,,c,,Rutaceae,D,S,S,,,persistent soil,explosive capsule,,,,,,,,yes,,,spring,Sep-Nov,,5,,,,,,,,,"5 (69), >7 (107)",15,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,H OF,,,,,,,1,1,,,,,,,,II-69; II-100; VIII-107; II-134,69; 107,G,1,4,5,9,,,15,1,4,1,4,2,3
Phebalium glandulosum subsp. glandulosum,9252,,,,,Rutaceae,D,S,S,,,,explosive capsule,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,-,-,-,-,-,1,-,1,-,1,1,-,-,Q V SA,H SF Mallee,,,,,,,1,1,,,,,1,1,8CE,,,G,1,4,,,,,,2,4,4,4,5,4
Phebalium obcordatum,5820,,,,,Rutaceae,D,S,S,,,,explosive capsule,,,,,,,,,,,late winter-early spring,Aug-Sep,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,-,1,-,-,V,W,,,,,,,1,,,,,,1,,8CE,,,G,1,4,,,,,,2,4,4,4,5,4
Phebalium squamulosum,5826,P,,,subsp. unspecified,Rutaceae,D,S,S/R,Minor basal shoots (77),basal,persistent soil,a-ant / explosive capsule,,,,,,,,,I,,spring,Sep-Nov,,5?,,,,,20-40 (9) / 70? (58) / 30-47 (80),,,,,,1,1,1,1,1,1,1,1,-,1,1,-,-,Q V,H DSF,,,,,,,1,1,,,,,1,1,5S 2K,Vb-58; II-77,9; 55; 58; 77; 80,GI,1,1,5,,20,70,80,3,1,2,1,1,2
Phebalium squamulosum subsp. Alpinum,13577,P,,n,Not in PlantNET,Rutaceae,D,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,1,,,,,,,,,G,1,4,,,,,,2,4,4,4,5,4
Phebalium squamulosum subsp. squamulosum,8374,P,,n,,Rutaceae,D,S,S,,,soil,,,,,,,,,,,,,,,5,,,,,,,,,,,1,1,1,1,1,1,1,-,-,-,-,-,-,Q V,"OF H W, chiefly sclerophyll forest",,,,1,,1,1,1,,,,,,,,II-134,,G,1,4,5,,,,,2,4,4,4,5,4
Phebalium squamulosum subsp. verrucosum,8432,P,,,,Rutaceae,D,S,S,,,,explosive capsule,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,-,W RF (dry),1,,,,,,1,,,,,,,,,VIII-74,,G,1,4,,,,,,2,4,4,4,5,4
Phebalium stenophyllum,5827,,,,,Rutaceae,D,S,R,,,,explosive capsule,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,-,-,-,-,1,1,1,-,-,-,-,-,-,V,H,,,,,,,,1,,,,,,,9C 9E,,,V,4,4,,,,,,1,4,4,4,5,4
Phebalium sylvestre ms,n/a,,,n,Not in PlantNET,Rutaceae,D,S,S,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1,,,,,,,,,,,,,,II-134,,G,1,4,,,,,,2,4,4,4,5,4
Phebalium woombye,5830,,,n,,Rutaceae,D,S,S,,,soil,,,,,,,,,,,,winter-spring,Jun-Nov,,5,,,,,,,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,Q,DSF H,,,,,,1,1,1,,,,,,,,II-135,,G,1,4,5,,,,,2,4,4,4,5,4
Pheladenia deformis,13340,P,,,Cyanicula deformis,Orchidaceae,M,H,Sr,,a-tuber,,,,,,,,,,,,,Jun-Oct,Jun-Oct,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,-,1,-,-,V T SA WA,H Mallee,,,,,,,,,,,,,,1,9BA 8CH,VIII-78,,C,1,4,,,,,,2,4,4,4,5,4
Pherosphaera fitzgeraldii,12430,E1,,,Microstrobos fitzgeraldii,Podocarpaceae,C,S,S,,,canopy?,wind? / water?,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,8BM,,1,C,1,4,,,,,,2,4,4,4,5,4
Philotheca buxifolia,10577,P,,c,Eriostemon buxifolius NB subsp. unspecified,Rutaceae,D,S,Sr,,basal,persistent soil,explosive capsule,,,,,,,,,I,,winter-spring,Jun-Nov,,4-5 for first flowering 5-6 for 50% of population flowering (BE) / 3 (9),,,,,20-40 (9) / absent or rare in 10 yo heath (46),,,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,-,H,,,,,,,,1,,,,,,,8BE 5S 9I 2K,II-46; II-91,9; 46; BE; 126,GI,1,1,3,6,10,40,50,3,1,1,2,1,2
Philotheca buxifolia subsp. obovata,10579,P,,n,,Rutaceae,D,S,R,,basal,,a-ant / explosive capsule,,,,,,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,,OF,,,,,,1,1,,,,,,,,,,126,V,4,4,,,,,,1,4,4,4,5,4
Philotheca difformis subsp. difformis,10583,P,,,Eriostemon difformis subsp. difformis,Rutaceae,D,S,S,,,,explosive capsule,,,,,,,,,,,sporadically throughout year,all year,,,,,,,,,,,,,-,-,-,-,-,-,1,1,-,1,1,1,1,Q V,Mallee W DSF,,,,,,,1,,,,,,1,1,8CN 8CE,,,G,1,4,,,,,,2,4,4,4,5,4
Philotheca epilosa,12004,P,,n,,Rutaceae,D,S,S,,,soil,,,,,,,,,,,,mainly from spring-autumn,Sep-May,,7,,,,,,,,,,,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,H sclerophyll forest,,,,,,,1,1,,,,,,,,II-134,,GI,1,1,7,,,,,2,2,4,4,5,4
Philotheca epilosa,12004,P,,,Philotheca myoporoides subsp. epilosa,Rutaceae,D,S,S,,,persistent soil,explosive capsule,,,,,,,,,,,spring & autumn,"Sep-Nov, Mar-May",,3,,,,,,,,,,,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,OF H,,,,,,,1,1,,,,,,,,VIII-69; II-100,69,G,1,4,3,,,,,2,4,1,4,5,4
Philotheca hispidula,10586,P,,c,Eriostemon hispidulus,Rutaceae,D,S,S/R,,basal,persistent soil,explosive capsule,,,,,,,,,I,,"spring, Aug-Oct",Aug-Oct,,3,,,,,25-May,,,,,,-,1,-,-,1,-,-,-,-,-,-,-,-,-,DSF,,,,,,,1,,,,,,,,,II-4; II-49; V-126,9,VGI,1,1,3,,5,25,35,1,1,1,2,1,2
Philotheca myoporoides subsp. myoporoides,10593,P,,,Eriostemon myoporoides subsp. myoporoides,Rutaceae,D,S,S,May be killed by high intensity fire (R35),,persistent soil,explosive capsule,,,,,,,,,I,,spring & autumn,"Sep-Nov, Mar-May",,,short,,,,,,,,,,1,1,1,-,1,1,-,1,-,-,-,-,-,Q V,H DSF,,,,,,,1,1,,,,,,,,II-105; IX&II-R35,R35,GI,2,1,2,,,,,3,1,2,4,5,4
Philotheca obovalis,10594,P,,c,Eriostemon obovalis,Rutaceae,D,S,S/R,,basal,persistent soil,explosive capsule,,,,,,,,,I,,"spring, Sep-Mar",Sep-Mar,,3,,,,,25-May,,,,,,-,1,-,-,1,1,-,-,-,-,-,-,-,-,H DSF,,,,,,,1,1,,,,,,,,II-4; V,9; 126,VGI,1,1,3,,5,25,35,1,1,1,2,1,2
Philotheca salsolifolia subsp. salsolifolia,10596,P,,,,Rutaceae,D,S,Rs,Variable (39),basal,persistent soil,a-ant / explosive capsule,,,,,,,,,I,,"Sep-Dec, Aug-Feb","Sep-Dec, Aug-Feb",,5,,,,,"20-40 (9), common & flowering at 25 yo site (105)",,,,,,1,1,1,-,1,1,1,1,-,1,-,-,-,-,H F W,,,,,,,1,1,,,,,1,1,9I 9BN 8BE 2K,IXb-4; Vb-8; VIII&IX-39; II-91,9; 55; 105; BE,VGI,2,1,5,,20,40,50,3,1,1,2,1,2
Philotheca salsolifolia subsp. salsolifolia,10596,P,,nR,,Rutaceae,D,S,S,,,,,,,,,,,,,,,Sep-Dec,Sep-Dec,,3-Feb,,,,,,,,,,,1,1,1,-,1,1,1,1,-,1,-,-,-,,H W DSF,,,,1,,1,1,1,,,,,,,,,,GI,1,1,3,,,,,1,2,1,4,5,4
Philotheca scabra subsp. scabra,10599,P,,,Eriostemon scaber subsp. scaber,Rutaceae,D,S,S/R,,basal,persistent soil,explosive capsule,,,,,,,,,,,spring,Sep-Nov,,,,,,,,,,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,-,H DSF,,,,,,,1,1,,,,,,,5S,II-105,,G,1,1,,,,,,3,4,4,4,5,4
Philotheca virgata,10601,P,,,Eriostemon virgatus,Rutaceae,D,S,S,Post-fire abundance increase (M),,persistent soil,explosive capsule,,,,,,,,590/ha,I,,summer,Dec-Feb,,,,,,,,,,,,,-,-,1,-,-,-,-,-,-,-,-,-,-,V T,H,,,,,,,,1,,,,,,,8CE 2M,II-38s; II-R35; VIII-R41,R35; M,GI,1,1,,,,,,1,1,4,4,5,4
Phragmites australis,5113,,,c,,Poaceae,M,H,R,,,,,wide,,,,,,,,,,spring,Sep-Nov,,,2-Jan,,,,indefinite,,,,,,1,-,-,1,-,-,1,-,-,1,-,-,-,Q V T SA WA NT,,,,,,,,,,,1,1,1,,,9KE 9PL,IX-2; V-38b; IX-39,9; 138,VD,4,4,,,I,,100,1,4,4,2,1,2
Phyllangium sulcatum,11136,,,,Mitrasacme paradoxa,Loganiaceae,D,H,S,,,,,,,,,,,,,T,,spring-early summer,Sep-Dec,,1,,,,,,,,,,,-,-,-,-,-,-,-,-,1,-,1,-,-,V T SA WA,,,,,,,,,,,,,,,1,,VIII-38d,38,GT,1,3,1,,,,,2,1,1,4,5,4
Phyllanthus gunnii,2746,,,c,Phyllanthus gasstroemii,Euphorbiaceae,D,S,R,,basal buds,,explosive capsule,,,,,,,,,I,,spring or summer,Sep-Feb,,2-Jan,,,,,8-Mar,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,Q,grassy W OF RF (dry),1,,,1,,1,,,,,,,1,,9BB,IX-39; V-134,1,VI,2,1,1,2,3,8,,1,1,1,4,1,4
Phyllanthus hirtellus,8216,,,c,,Euphorbiaceae,D,S,Rs,"Mortality 27-49% (57), No resprouting at 4 months post-fire site, resprouting at 1 y post-fire site (105)",basal,persistent (6) / transient (49),explosive capsule,,2mm seed (1); 482-504 sd/g (93),,,,,,yes,I,,spring-summer,Sep-Feb,,,1,,,,,,,,,,1,1,-,1,1,1,1,1,-,-,-,-,-,Q V,H DSF,,,,,,,1,1,,,,,1,1,9WO 9E 9BW 5BB 9I 5K,IXb-6; IV-38a; III-38c; IX-39; IXd-49; V-52; V-105; II-134,1; 6; 9; 57; 93b; 105,UCI,2,1,1,,,,,3,1,1,4,5,4
Phyllanthus lacunarius,2748,,,,,Euphorbiaceae,D,H,R,,,,,,1.5-2mm seed,,,,,,,,,most of year,all year,,,,,,,annual,,,,,,-,-,-,-,-,-,1,1,-,1,1,1,1,V NT SA,RIverGum BlackBox,,,,,,,,,,,,,1,,9PL,,1,A,5,5,,,,,,5,4,4,2,5,4
Phyllanthus lacunellus,6822,,,,,Euphorbiaceae,D,H,S,,,,,,1769 sd/g,,,,,,,,,most of year,all year,,,,,,,annual,,,,,,-,-,-,-,-,-,-,-,-,1,-,1,1,V SA,,,,,,,,,,,,,,,,8CN,,93b,A,5,5,,,,,,5,4,4,2,5,4
Phyllanthus oblanceolatus,10987,,,,Phyllanthus australis,Euphorbiaceae,D,H,S,,,,,,,,,,,,,,,Jan-Dec,Jan-Dec,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1,1,-,SA NT,,,,,,,,,,,,,,,1,8CH,VIII-78,,G,1,4,,,,,,2,4,4,4,5,4
Phyllanthus similis,6676,,,,,Euphorbiaceae,D,S,R,,rhizome,persistent soil,explosive capsule,,,,,,,,,,,summer,Dec-Feb,,<1,,,,,indefinite,3-Jan,,,,,1,1,1,1,-,-,1,1,-,-,-,-,-,Q,OF RF,1,,,,,,1,,,,1,,,,9BB,IXb-1; IX-95a,1,VG,4,4,1,,I,,100,1,4,2,2,1,1
Phyllanthus subcrenulatus,2750,,,n,,Phyllanthaceae,D,S,R,,basal buds,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,1,-,-,1,1,-,1,-,-,-,Q,W dry RF,1,,1,1,,,,,,,,,,,,V-134,,VI,2,1,,,,,,2,2,4,4,5,4
Phyllanthus virgatus,6751,,,c,,Euphorbiaceae,D,H,R,,,persistent soil,,wide,1.5mm seed,12%,,,,,,I,,spring-summer,Sep-Feb,,,<1,,,,,,,,,,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,grassy-W OF,,,,1,,1,,,,,,,1,,9RS 9BB?,IX-63; IXb-95a; V-134,1; 9; 54; 93b; 95a,UDI,2,3,1,,,,,1,1,2,4,5,4
Phyllostachys aurea,5114,,*,n,,Poaceae,M,H,R,,rhizome,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,exotic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,E,5,5,,,,,,5,5,5,5,5,5
Phyllota humifusa,2957,V,,,,Fabaceae: Faboideae,D,S,R,,,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,late spring and summer,Nov-Feb,,,,,,,indefinite,,,,,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,W DSF,,,,,,,1,,,,,,,,9BF,,1,VSI,2,1,,,I,,130,1,2,4,2,1,2
Phyllota phylicoides,2958,,,c,,Fabaceae: Faboideae,D,S,S/R,Variable (39),root suckers,persistent soil,a-ant,,385 sd/g,100%,hard seed coat,heat >80,,,,I,,spring,Sep-Nov,,,,,,,present & fruiting at 30 yo site,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,1,Q,W H,,,,,,,1,1,,,,,,,2F 2S 8B 8I 4BW 9A,IXb-5; IVb-6; II-8; VIII&IX-39; IXb-49; IX-100; II-105; V-134,6; 9; 55; 93b; 105; A,SI,2,1,,,30,,>60,3,1,4,3,3,2
Phyllota squarrosa,2959,,,,,Fabaceae: Faboideae,D,S,R,,basal & root suckers,persistent soil,a-ant?,,,,hard seed coat,a-heat,,,,I,,summer,Dec-Feb,,,,,,,indefinite,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,-,H W,,,,,,,1,1,,,,,,,5BF 4BF,IXb-4,1; 9; 55,VSI,2,1,,,I,,130,1,1,4,2,1,2
Physalis peruviana,6058,,*,,,Solanaceae,D,S,S/R,Resprouting at some sites (105),,,,,,,,,,,high,,,summer,Dec-Feb,,,,,,,short,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,II&V-105,1; 105,E,5,5,,,,,,5,4,4,3,4,4
Phytolacca octandra,4658,,*,,,Phytolaccaceae,D,H,S,,,,,,,,,,,,high,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8I 8MO,,105,E,5,5,,,,,,5,4,4,4,5,4
Picris angustifolia subsp. merxmuelleri,11235,,,n,,Asteraceae,D,H,S,,,transient,,,,,,,,,,,,Oct-Apr,Oct-Apr,,,,,,,,,,,,,-,-,-,-,1,1,-,-,-,-,-,-,-,V T,G W,,,,,,,,,1,,,,,,,,,A,5,5,,,,,,5,4,4,4,5,4
Picris squarrosa,10183,,,,,Asteraceae,D,H,S,,,,,,,,,,,,,,,summer,Dec-Feb,,,,,,,biennial,,,,,,-,-,-,-,-,-,-,1,-,-,-,-,1,V SA WA,,,,,,,,,,,,,,,,8CN,,,A,5,5,,,,,,5,4,4,2,5,4
Pilea microphylla,6233,,*,,,Urticaceae,D,H,S,,,persistent soil,,,,,,,,,,,,,,,1,,,,,1,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,Q,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2F,,,E,5,5,,,,,,5,4,4,4,5,4
Pimelea alpina,6170,,,,,Thymelaeaceae,D,S,S/R,Resprouter and seeder in subalpine treeless plain (120),basal,,,,,,,,,,,I,,,,,2,1,,,,50?,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,V,W H tussock-G,,,,1,1,,,1,1,,,,,,,V-58; VIII&IX-120,9; 58,VI,2,1,2,,50,,>50,1,1,1,3,3,2
Pimelea axiflora,6171,,,,subsp. unspecified,Thymelaeaceae,D,S,S,Post-fire abundance increase (M),,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1,-,-,1,-,-,-,-,-,-,-,V T,OF WSF,,1,,,,,1,,,,,,,,8M,,M,G,1,4,,,,,,2,4,4,4,5,4
Pimelea biflora,6172,,,,,Thymelaeaceae,D,S,R,,basal,,,,,,,,,,,T,,,,,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,V,alpine-G subalpine-G subalpine-F,,,,1,,,,,1,,,,,,,V-77,77,VT,3,3,,,,,,1,1,4,4,5,4
Pimelea bracteata,6174,,,n,,Thymelaeaceae,D,S,S/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,,H,,,,,,,,,1,,,,,,,,,V,4,4,,,,,,2,4,4,4,5,4
Pimelea curviflora,6176,,,,var. unspecified,Thymelaeaceae,D,S,Rs,,,,,,,,,,,,,,,,,,,<1,,,,long,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V T SA WA,OF,,,,1,,,1,,,,,,1,,8M,IX-11; IX-40; IX-79,11; 40; 54; 79,U,4,4,1,,L,,60,3,4,2,2,4,2
Pimelea curviflora var. divergens,6774,,,c,,Thymelaceae,D,S,R,,basal buds,,,,,,,,,,>1 seedling per adult,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-,1,1,-,-,Q V,,,,,1,,,,,,,,,,,,IX-100; V-134,100,V,4,4,,,,,,1,4,4,4,5,4
Pimelea flava subsp. dichotoma,7181,,,,,Thymelaeaceae,D,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,-,1,-,-,V SA,Mallee,,,,,,,,,,,,,,1,,VIII-78,,G,1,4,,,,,,2,4,4,4,5,4
Pimelea glauca,7642,,,,,Thymelaeaceae,D,S,R,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V T SA,F G,,,,,1,1,,,,,,,1,,,IX-11,11; 54,U,4,4,1,,,,,1,4,1,4,5,4
Pimelea humilis,6179,,,,,Thymelaeaceae,D,S,S/R,,,,,,543 sd/g,,,,,,no / yes,,,,,,1,<1,,,,absent in older sites (20-25y),,1,,,,-,-,1,-,1,1,-,-,-,-,-,-,-,V T SA,DOF H,,,,,,,1,1,,,,,,,8WO 8VE 8W 9MO 9E 8WA,V-38b&c; XI-40; IX-83,10; 40; 48; 93b; 97; VE,GT,1,3,1,,,25,35,2,2,1,3,3,2
Pimelea latifolia subsp. hirsuta,6475,,,,,Thymelaeaceae,D,S,S,,,persistent soil,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-,1,1,-,-,-,-,-,-,-,-,F,,,,,,,1,,,,,,,,,II-49,,G,1,4,,,,,,1,4,4,4,5,4
Pimelea ligustrina subsp. ciliata,7182,,,,,Thymelaeaceae,D,S,R,,basal,,,,,,,,,,,T,,,,,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,V T,OF W H,,,,1,,,,1,1,,,,,,,V-77,77,VT,3,3,,,,,,1,1,4,4,5,4
Pimelea ligustrina subsp. hypericina,7643,,,n,,Thymelaeaceae,D,S,S,,,soil,,,,,,,,,,,,,,,5,,,,,,,,,,,1,1,-,1,1,-,-,-,-,-,-,-,-,,WSF RF,1,1,,,,,,,,,,,,,,II-134,,VT,3,3,5,,,,,2,2,4,4,5,4
Pimelea linifolia,6182,,,,subsp. unspecified,Thymelaeaceae,D,S,S/R,"Variable fire response (6), Mortlaity 100% (57); Post-fire abundance decrease (57)",,persistent soil,a-ant,,,,,,,,high,I,,,,,"2 (10, 48, P) / 4 (9, BE)",,1.5,,,"10-12 (P) / absent or rare in 10 yo sites (46), 5-25 (9)",c.20,,,,,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V T SA,,,,,1,,,1,1,,,,,,,2F 9HO 9I 8WO 5S 8W 8BE 8P 2BW 9BW 2K 8BN 8PU 9KP 8WA,II-2; II-4; II-46; II-49; IXb-6; Vb-8; IX-38c; VIII-57; IX-67; V-77,6; 9; 10; 38; 46; 48; 54; 55; 57; 77; BE; P,GI,1,1,2,4,10,12,32,3,1,1,1,1,1
Pimelea linifolia subsp. caesia,7679,,,n,,Thymelaeaceae,D,S,S,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,-,-,-,-,V,OF H,,,,,,,,,1,,,,,,,,,GI,1,1,,,,,,2,2,4,4,5,4
Pimelea linifolia subsp. collina,6635,,,c,,Thymelaeaceae,D,S,S,,,persistent soil,,,,,,,,,high,I,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-,1,-,-,Q,H F,,,,,,,1,1,,,,,1,1,,II-3; II-5; II-100; II-105; II-134,9; 105,GI,1,1,,,,,,1,1,4,4,5,4
Pimelea linifolia subsp. linifolia,6814,,,c,,Thymelaeaceae,D,S,S/R,"Variable (39), 9CH (Vegetative response at 33% of sites; 78), Mortality >85% (105); V (134)",,persistent soil,,,,2-5%,,"smoke, sensitive to high temperatures (90oC lethal)",,,high,I,,"Jul-Jan, anytime ",Jul-Jan,,,,,,,present & flowering at 20-22 yo sites,50?,,,,,1,1,-,1,1,-,1,1,-,1,1,-,-,Q V T SA,OF,,,,1,,1,1,1,,,,,,,8KE 9CH,II-3; VIII&IX-39; II-49; VIII&IX-78; IX-100; II-105; V-134,9; 88; 93b; 105,GI,1,1,,,22,,>32,3,1,4,3,3,4
Pimelea microcephala,6183,,,n,,Thymelaeaceae,D,S,S,100% mortality in semi arid conditions (133),,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,1,1,-,1,1,1,1,Q V NT SA WA,OF mallee,,,,,1,1,1,,,,,,1,,,VIII-133,,GI,1,1,,,,,,2,2,4,4,5,4
Pimelea neo-anglica,6184,,,n,,Thymelaeaceae,D,S,R,,basal buds,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,1,-,-,1,1,1,1,1,-,-,Q,W OF,,,1,1,,1,1,,,,,,,,,V-134,,VI,2,1,,,,,,2,2,4,4,5,4
Pimelea pauciflora,6186,,,,,Thymelaeaceae,D,S,S,,,persistent soil,,,,,,,,,yes,I,,,,,,,,,,,,,,,,-,-,-,1,-,1,-,-,-,1,-,-,-,V T,WSF OF W S,,1,,,,,1,1,,,,,1,,,II-R42,R42,GI,1,1,,,,,,1,1,4,4,5,4
Pimelea serpyllifolia subsp. serpyllifolia,7792,E1,,,,Thymelaceae,D,S,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,1,V T SA WA,S W,,,,,,,,,,,,,1,1,,IX-79,,V,4,4,,,,,,1,4,4,4,5,4
Pimelea sp. 'Long Point',n/a,,,n,Not in PlantNET,Thymelaeaceae,D,S,S,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,1,,,,,,,,,,,,,II-134,,GI,1,1,,,,,,2,2,4,4,5,4
Pimelea spicata,6190,E1,,,,Thymelaeaceae,D,S,R,,tap root,,,,,,,,,,yes,,,"Sep-May, anytime; fruiting Nov-May",Sep-May,Nov-May,,0.2-0.3,1.5-2,,,,,,,,,-,1,-,-,-,-,-,-,-,-,-,-,-,-,OW,,,,,,,1,,,,,,,,,V-R30,R30,U,4,4,1,2,,,,1,4,1,4,5,4
Pimelea stricta,6191,,,,,Thymelaeaceae,D,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,1,-,1,1,1,1,1,-,-,V SA,OW Mallee,,,,,,,1,,,,,,1,1,8CH,VIII-78,,G,1,4,,,,,,2,4,4,4,5,4
Pimelea treyvaudii,6193,,,,,Thymelaeaceae,D,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,1,1,-,1,1,-,-,-,-,V,DSF,,,,,,,1,,,,,,,,8CE,,,G,1,4,,,,,,2,4,4,4,5,4
Pimelea trichostachya,6194,,,,,Thymelaeaceae,D,S,S,,,,,,763 sd/g,,,,,,,,,,,,,,,,,annual,,,,,,-,-,-,-,-,-,1,-,-,1,1,1,1,Q V SA WA NT,various,,,,,,,,,,,,,,,8C,,93b,A,5,5,,,,,,5,4,4,2,5,4
Pinus pinaster,4660,,*,,,Pinaceae,Co,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8BM,,,E,5,5,,,,,,5,4,4,4,5,4
Pinus radiata,4661,,*,,,Pinaceae,Co,T,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8BM,,,E,5,5,,,,,,5,4,4,4,5,4
