genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,joined
Phebalium,Phebalium squamulosum subsp. alpinum,"small compact shrub circa 1 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,compact,compact,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. argenteum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. coriaceum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. gracile,small shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. lineare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. ozothamnoides,compact shrub 1-2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,compact,compact,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. parvifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. squamulosum,"small shrub, leaves oblong to elliptic, 15-50 mm long, acute to obtuse, truncate or retuse, chartaceous or subcoriaceous; adaxial surface smooth (rarely scabridulous), -verrucose.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum subsp. verrucosum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson
Phebalium,Phebalium stenophyllum,shrub circa 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum subsp. macrocalyx,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum subsp. angustifolium,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum subsp. eglandulosum,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum subsp. riparium,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum subsp. nitidum,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Pheidochloa,Pheidochloa,"very slender annual caespitose plants, bisexual.",annual,annual,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,NA
Pheidochloa,Pheidochloa gracilis,extremely slender plants 6-50 cm high.,annual,inferred_from_genus,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,Author: C.M.Weiller
Pheladenia,Pheladenia,"terrestrial orchids growing singly, in loose groups or dense clonal tufts.",perennial,inferred_from_family,NA,NA,herb,orchids,terrestrial,terrestrial,NA,NA,tufted dense,tufts dense,herbaceous,NA,NA
Pheladenia,Pheladenia deformis,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,Author: D.L. Jones; Editor: Z.P. Groeneveld; Contributor: NA; Acknowledgements: NA
Philotheca,Philotheca angustifolia subsp. angustifolia,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. January 2018); P.E. Bolton (ed. June 2018)
Philotheca,Philotheca difformis subsp. smithiana,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. January 2018); P.E. Bolton (ed. July 2018)
Philotheca,Philotheca nodiflora subsp. nodiflora,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca gardneri subsp. gardneri,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca buxifolia subsp. obovata,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (January 2018); P.E. Bolton (June 2018); Editor: A.J.G. Wilson, P.G. Kodela, P.E. Bolton"
Philotheca,Philotheca angustifolia subsp. montana,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. January 2018); P.E. Bolton (ed. June 2018)
Philotheca,Philotheca salsolifolia subsp. pedicellata,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca deserti subsp. deserti,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodlea (February 2018); P.E. Bolton (June 2018) - edited for web
Philotheca,Philotheca deserti subsp. brevifolia,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (February 2018); P.E. Bolton (June 2018) - edited for web
Philotheca,Philotheca eremicola,similar to philotheca coateana from which it differs as follows.,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca difformis subsp. difformis,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. January 2018); P.E. Bolton (July 2018); Editor: NA; Acknowledgements: NA
Philotheca,Philotheca buxifolia subsp. buxifolia,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca brucei subsp. cinerea,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca queenslandica,"wiry shrub to 1 m high, glabrous except for flowers, often rhizomatous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,rhizomatous,rhizomatous,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca,"shrubs,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Philotheca,Philotheca acrolopha,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca angustifolia,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. January 2018); P.E. Bolton (ed. June 2018).
Philotheca,Philotheca apiculata,undershrub circa 1 m high.,NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca basistyla,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Philotheca,Philotheca brevifolia,shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Philotheca,Philotheca brucei,"shrub to 2 m high, glabrous and glaucous to closely stellate-tomentose.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca brucei subsp. brucei,"shrubs often with grey,  surface to leaves and branchlets.",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca buxifolia,shrub to 1.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca ciliata,shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (January 2018, September 2020); P.E. Bolton (June 2018) - edited for web"
Philotheca,Philotheca citrina,muchbranched shrub to 1.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (February 2018); P.E. Bolton (June 2018) - edited for web
Philotheca,Philotheca coateana,shrub to 50 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. February 2018, September 2020); P.E. Bolton (June 2018) - edited for web"
Philotheca,Philotheca coccinea,shrub to 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (February 2018); P.E. Bolton (June 2018)
Philotheca,Philotheca conduplicata,"shrub to 2 m high, glabrous except for flowers.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (February 2018); P.E. Bolton (June 2018) - edited for web; Editor: A.J.G. Wilson, P.G. Kodela, P.E. Bolton"
Philotheca,Philotheca cuticularis,rounded shrub to 60 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. February 2018, September 2020); P.E. Bolton (June 2018) - edited for web"
Philotheca,Philotheca cymbiformis,undershrub circa 50 cm high.,NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,NA,NA,NA,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. February 2018, September 2020); P.E. Bolton (June 2018) - edited for web"
Philotheca,Philotheca deserti,erect undershrub 1-2 (-3) m high.,NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,erect,erect,NA,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (February 2018); P.E. Bolton (June 2018) - edited for web
Philotheca,Philotheca difformis,shrub 1-2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (ed. February 2018, September 2020); P.E. Bolton (July 2018) - edited for web"
Philotheca,Philotheca epilosa,"compact shrub to 1 m high, glabrous except for flowers.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,compact,compact,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca ericifolia,shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca falcata,small densely branched shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca fitzgeraldii,compact shrub 30-60 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,compact,compact,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (Jule 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca freyciana,erect glabrous shrub to 40 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca gardneri,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca glabra,shrub to 50 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca glasshousiensis,"shrub to 1 m high, glabrous except for flowers.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca hispidula,shrub circa 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca kalbarriensis,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca langei,shrub circa 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca linearis,small shrub.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca myoporoides,shrub or small tree.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca myoporoides subsp. acuta,shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson
Philotheca,Philotheca myoporoides subsp. brevipedunculata,shrub to 1.8 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G.Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca myoporoides subsp. euroensis,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G.Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca myoporoides subsp. myoporoides,shrub or small tree.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G.Wilson; Contributor: P.E. Bolton (July 2018) -edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca nodiflora,weak shrub to 60 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca nutans,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca obovalis,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Editor: A.J.G. Wilson, P.E. Bolton; Contributor: P.E. Bolton (July 2018) - edited for web"
Philotheca,Philotheca obovatifolia,"subshrub to 1 m high, glabrous except for flowers.",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca pachyphylla,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca papillata,"erect multistemmed shrub to 60 cm high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca pungens,undershrub to 60 cm high.,NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.G. Kodela (January 2018); P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca reichenbachii,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca rhomboidea,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca salsolifolia,shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca scabra,shrub to 0.6 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.E. Bolton"
Philotheca,Philotheca sericea,shrub to 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca sporadica,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web
Philotheca,Philotheca thryptomenoides,shrub circa 50 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca tomentella,"undershrub, minutely tomentose or rarely glabrous.",NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,NA,NA,NA,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca trachyphylla,shrub or small tree 2-7 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (January 2018); P.E. Bolton (July 2018) - edited for web; Editor: A.J.G. Wilson, P.G. Kodela, P.E. Bolton"
Philotheca,Philotheca tubiflora,muchbranched shrub to 0.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (July 2018) - edited for web; P.G. Kodela (ed. September 2020)
Philotheca,Philotheca verrucosa,shrub 0.3-0.6 (-2.5) m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: Paul G. Wilson; Contributor: P.G. Kodela (January 2018); P.E. Bolton (July 2018); Editor: A.J.G. Wilson, P.G. Kodela, P.E. Bolton"
