scientificName,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type,...9,partially_woody
Ranunculus sceleratus subsp. sceleratus,semiaquatic,erect,NA,annual,NA,semiaquatic,NA,NA,NA
Ranunculus sessiliflorus,NA,erect,NA,annual,NA,NA,NA,NA,NA
Ranunculus sessiliflorus var. pilulifer,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus sessiliflorus var. sessiliflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus trichophyllus,aquatic_submerged,NA,NA,perennial,NA,aquatic,NA,NA,NA
Ranunculus trilobus,NA,erect,NA,annual,NA,NA,NA,NA,NA
Ranunculus undosus,NA,stoloniferous,NA,perennial,rhizome stolon,NA,NA,NA,NA
Ranunculus victoriensis,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Ranunculus x ligulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raphanus,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Raphanus maritimus,NA,NA,NA,biennial perennial,NA,NA,NA,NA,NA
Raphanus raphanistrum,NA,NA,NA,annual,NA,NA,NA,NA,NA
Raphanus sativus,NA,NA,NA,annual,NA,NA,NA,NA,NA
Rapistrum,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Rapistrum rugosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reichardia,NA,NA,NA,annual perennial,NA,NA,NA,NA,NA
Reichardia tingitana,NA,NA,NA,annual,NA,NA,NA,NA,NA
Reseda,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reseda alba,NA,erect spreading,NA,annual perennial,NA,NA,NA,NA,NA
Reseda lutea,NA,erect sprawling,NA,perennial,NA,NA,NA,NA,NA
Reseda luteola,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Reseda phyteuma,NA,erect,NA,annual biennial,NA,NA,NA,NA,NA
Resedaceae,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Restionaceae,herb,NA,NA,annual perennial,NA,NA,dioecious monoecious,NA,NA
Rhagodia,shrub,NA,NA,NA,NA,NA,dioecious,NA,NA
Rhagodia candolleana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhagodia candolleana subsp. candolleana,shrub,sprawling,NA,NA,NA,NA,NA,NA,NA
Rhagodia crassifolia,NA,erect,NA,NA,NA,NA,NA,NA,NA
Rhagodia parabolica,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rhagodia spinescens,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rhagodia ulicina,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnaceae,tree climber_liana shrub,NA,NA,perennial,NA,NA,NA,NA,NA
Rhamnus,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnus alaternus,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rhaphiolepis,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rhaphiolepis umbellata,tree shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Rhaponticum,herb,erect,NA,perennial,NA,NA,NA,NA,NA
Rhaponticum australe,herb,NA,NA,NA,NA,NA,NA,NA,NA
Rhaponticum repens,herb,erect,NA,NA,NA,NA,NA,NA,NA
Rhodanthe,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Rhodanthe anthemoides,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rhodanthe corymbiflora,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe floribunda,NA,NA,NA,annual,NA,NA,NA,NA,NA
Rhodanthe laevis,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe moschata,herb,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe polygalifolia,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe pygmaea,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe stricta,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe stuartiana,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhodanthe tietkensii,NA,erect,NA,annual,NA,NA,NA,NA,NA
Rhyncharrhena,climber,twining,NA,NA,NA,NA,NA,NA,NA
Rhyncharrhena linearis,climber,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Rhynchospora brownii,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Rhytidosporum,shrub,prostrate erect,NA,NA,NA,NA,NA,NA,NA
Rhytidosporum inconspicuum,subshrub,prostrate mat_forming,NA,NA,NA,NA,NA,NA,NA
Rhytidosporum procumbens,subshrub,erect procumbent,NA,NA,NA,NA,NA,NA,NA
Ribes,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Ribes uva-crispa,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Richardia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richardia humistrata,herb,prostrate dense mat_forming,NA,perennial,NA,NA,NA,NA,NA
Richea,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Richea continentis,shrub,dense,NA,NA,NA,NA,NA,NA,NA
Richea victoriana,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Ricinocarpos,shrub,NA,NA,NA,NA,NA,monoecious,NA,NA
Ricinocarpos pinifolius,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Ricinus,tree shrub herb,NA,NA,annual perennial,NA,NA,monoecious,NA,NA
Ricinus communis,tree shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Ripogonaceae,subshrub climber,NA,NA,perennial,rhizome,NA,NA,NA,NA
Ripogonum,shrub climber_vine,creeper,NA,NA,rhizome,NA,NA,NA,NA
Ripogonum album,subshrub climber_vine,NA,NA,NA,NA,NA,NA,NA,NA
Robinia,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Robinia pseudoacacia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roepera,subshrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Roepera ammophila,herb,erect spreading,NA,annual,NA,NA,NA,NA,NA
Roepera angustifolia,subshrub,scrambling,NA,perennial,NA,NA,NA,NA,NA
Roepera apiculata,subshrub,erect bushy compact,NA,annual perennial,NA,NA,NA,NA,woody_base
Roepera aurantiaca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roepera aurantiaca subsp. aurantiaca,subshrub,scrambling,NA,perennial,NA,NA,NA,NA,NA
Roepera billardierei,subshrub herb,scrambling,NA,perennial,NA,NA,NA,NA,NA
Roepera compressa,herb,erect,NA,annual,NA,NA,NA,NA,NA
Roepera crenata,herb,procumbent,NA,annual,NA,NA,NA,NA,NA
Roepera eremaea,subshrub,scrambling,NA,annual perennial,NA,NA,NA,NA,NA
Roepera glauca,subshrub herb,erect,NA,annual perennial,NA,NA,NA,NA,NA
Roepera iodocarpa,herb,spreading,NA,annual,NA,NA,NA,NA,NA
Roepera ovata,herb,erect,NA,annual,NA,NA,NA,NA,NA
Roepera sessilifolia,NA,decumbent shrubby,NA,perennial,NA,NA,NA,NA,NA
Roepera similis,herb,erect spreading,NA,annual,NA,NA,NA,NA,NA
Roldana,tree shrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Roldana petasitis,shrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Romulea,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Romulea flava,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea flava var. minor,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea minutiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea rosea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea rosea var. australis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romulea rosea var. reflexa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rorippa,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Rorippa dictyosperma,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rorippa eustylis,NA,decumbent,NA,annual ephemeral,NA,NA,NA,NA,NA
Rorippa gigantea,NA,erect decumbent,NA,annual,NA,NA,NA,NA,NA
Rorippa laciniata,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rorippa palustris,NA,erect,NA,annual biennial,NA,NA,NA,NA,NA
Rorippa sylvestris,herb,prostrate,NA,perennial,NA,NA,NA,NA,NA
Rosa,climber_shrub,trailing,NA,perennial,NA,NA,NA,NA,NA
Rosa canina,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Rosa chinensis,shrub,erect scrambling,NA,NA,NA,NA,NA,NA,NA
Rosa luciae,shrub,procumbent scrambling,NA,NA,NA,NA,NA,NA,NA
Rosa rubiginosa,shrub,scrambling,NA,NA,NA,NA,NA,NA,NA
Rosaceae,tree climber_woody shrub herb,NA,NA,NA,NA,NA,NA,NA,NA
Rostraria,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Rostraria cristata,NA,tufted,NA,annual,NA,NA,NA,NA,NA
Rostraria pumila,NA,tufted erect,NA,annual,NA,NA,NA,NA,NA
Rubiaceae,tree shrub herb climber,NA,NA,annual perennial,NA,NA,dioecious monoecious,NA,NA
Rubus,climber_woody shrub herb,sprawling,NA,biennial perennial,NA,NA,NA,NA,NA
Rubus anglocandicans,shrub,scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus cissburiensis,shrub,trailing,NA,NA,NA,NA,NA,NA,NA
Rubus echinatus,shrub,tufted scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus erythrops,shrub,trailing compact,NA,NA,NA,NA,NA,NA,NA
Rubus idaeus,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Rubus laciniatus,shrub,erect sprawling,NA,NA,NA,NA,NA,NA,NA
Rubus leucostachys,shrub,trailing scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus loganobaccus,shrub,sprawling,NA,NA,NA,NA,NA,NA,NA
Rubus moluccanus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus moluccanus var. trilobus,shrub climber,scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus parvifolius,shrub,scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus phoenicolasius,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Rubus polyanthemus,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Rubus rosifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus rosifolius var. rosifolius,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Rubus rugosus,shrub,scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus ulmifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus ulmifolius var. ulmifolius,shrub,procumbent scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus vestitus,shrub,trailing scrambling,NA,NA,NA,NA,NA,NA,NA
Rubus x novus,shrub,scrambling,NA,NA,NA,NA,NA,NA,NA
Rumex,herb,rosette,NA,annual perennial,NA,NA,NA,NA,NA
Rumex bidens,semiaquatic aquatic,NA,NA,perennial,NA,semiaquatic,NA,NA,NA
Rumex brownii,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rumex conglomeratus,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rumex crispus,NA,erect,NA,NA,NA,NA,NA,NA,NA
Rumex crystallinus,NA,NA,NA,annual,NA,NA,NA,NA,NA
Rumex dumosus,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Rumex obtusifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex obtusifolius subsp. obtusifolius,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rumex pulcher,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex pulcher subsp. pulcher,NA,spreading,NA,perennial,NA,NA,NA,NA,NA
Rumex sagittatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex stenoglottis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex tenax,NA,erect,NA,perennial,NA,NA,NA,NA,NA
Rumohra,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Rumohra adiantiformis,NA,erect,NA,NA,rhizome,NA,NA,NA,NA
Ruppia,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Ruppia maritima,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Ruppia megacarpa,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Ruppia polycarpa,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Ruppia tuberosa,herb,NA,NA,short_lived_perennial annual,NA,NA,NA,NA,NA
Ruppiaceae,aquatic_submerged aquatic_herb,NA,NA,annual perennial,rhizome,aquatic,NA,NA,NA
Ruschia,shrub,erect,NA,perennial,NA,NA,NA,NA,NA
Ruschia geminiflora,shrub,erect decumbent,NA,NA,NA,NA,NA,NA,NA
Rutaceae,tree climber_woody shrub herb,NA,NA,NA,NA,NA,NA,NA,NA
Rutidosis,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Rutidosis helichrysoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutidosis helichrysoides subsp. helichrysoides,herb,erect,NA,NA,NA,NA,NA,NA,woody_base
Rutidosis leptorhynchoides,herb,tufted erect,NA,NA,NA,NA,NA,NA,NA
Rytidosperma,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma aff. caespitosum (South-west swamps),NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma alpicola,NA,tufted compact,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma auriculatum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma australe,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma bipartitum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma caespitosum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma carphoides,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma duttonianum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma erianthum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma fulvum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma geniculatum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma indutum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma laeve,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma lepidopodum,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma longifolium,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma monticola,NA,tufted compact,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma nivicola,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma nudiflorum,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma oreophilum,NA,tufted compact,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma pallidum,NA,stoloniferous erect,NA,NA,rhizome stolon,NA,NA,NA,NA
Rytidosperma penicillatum,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma pilosum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma racemosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rytidosperma racemosum var. racemosum,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Rytidosperma richardsonii,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma robertsoniae,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma semiannulare,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma setaceum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Rytidosperma tenuius,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Sagina,herb,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Sagina apetala,NA,NA,NA,annual,NA,NA,NA,NA,NA
Sagina maritima,NA,NA,NA,annual,NA,NA,NA,NA,NA
Sagina namadgi,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Sagina procumbens,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Sagittaria,herb,erect,NA,perennial,NA,NA,NA,NA,NA
Sagittaria brevirostra,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sagittaria macrophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sagittaria platyphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salicaceae,tree shrub,NA,NA,NA,NA,NA,dioecious monoecious,NA,NA
Salicornia,subshrub herb,NA,NA,perennial,NA,NA,dioecious monoecious,NA,NA
Salicornia blackiana,NA,stoloniferous erect decumbent,NA,perennial,stolon,NA,NA,NA,NA
Salicornia quinqueflora,NA,stoloniferous tufted erect decumbent,NA,perennial,stolon,NA,NA,NA,NA
Salicornia quinqueflora subsp. quinqueflora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salicornia quinqueflora subsp. tasmanica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix,tree shrub,NA,NA,NA,NA,NA,dioecious monoecious,NA,NA
Salix alba,tree,erect spreading,NA,NA,NA,NA,NA,NA,NA
Salix alba var. alba,tree,NA,NA,NA,NA,NA,NA,NA,NA
Salix alba var. vitellina,tree,spreading,NA,NA,NA,NA,NA,NA,NA
Salix babylonica,tree,spreading,NA,NA,NA,NA,NA,NA,NA
Salix cinerea,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Salix cinerea subsp. cinerea,tree shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Salix cinerea subsp. oleifolia,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Salix matsudana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix matsudana 'Tortuosa',tree,NA,NA,NA,NA,NA,NA,NA,NA
Salix nigra,tree shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Salix purpurea,shrub,erect spreading,NA,NA,NA,NA,NA,NA,NA
Salix x fragilis,tree,erect spreading,NA,NA,NA,NA,NA,NA,NA
Salix x fragilis nothovar. fragilis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix x fragilis nothovar. furcata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix x mollissima,shrub,spreading,NA,NA,NA,NA,NA,NA,NA
Salix x pendulina,tree,NA,NA,NA,NA,NA,NA,NA,NA
Salix x reichardtii,tree shrub,erect,NA,NA,NA,NA,NA,NA,NA
Salix x sepulcralis,tree,NA,NA,NA,NA,NA,NA,NA,NA
Salix x sepulcralis nothovar. chrysocoma,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salix x sepulcralis nothovar. sepulcralis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salpichroa,shrub herb,scrambling,NA,perennial,NA,NA,NA,NA,NA
Salpichroa origanifolia,herb,scrambling,NA,NA,rhizome,NA,NA,NA,NA
Salsola,shrub herb,NA,NA,short_lived_perennial annual,NA,NA,NA,NA,NA
Salsola tragus,NA,erect,NA,annual,NA,NA,NA,NA,NA
Salsola tragus subsp. pontica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salsola tragus subsp. tragus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia,shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Salvia africana-lutea,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Salvia apiana,shrub,NA,NA,perennial,NA,NA,NA,NA,NA
Salvia plebeia,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Salvia reflexa,subshrub,NA,NA,annual,NA,NA,NA,NA,NA
Salvia verbenaca,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Salvia verbenaca var. verbenaca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia verbenaca var. vernalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvinia,NA,mat_forming,NA,NA,NA,NA,NA,NA,NA
Salvinia molesta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salviniaceae,semiaquatic fern,NA,NA,perennial,NA,semiaquatic,NA,NA,NA
Sambucus,tree shrub herb,spreading,NA,perennial,NA,NA,NA,NA,NA
Sambucus australasica,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Sambucus gaudichaudiana,subshrub shrub herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Sambucus nigra,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Samolus,NA,prostrate erect,NA,perennial,rhizome,NA,NA,NA,NA
Samolus repens,herb,stoloniferous erect procumbent rosette,NA,NA,rhizome stolon,NA,NA,NA,NA
Samolus valerandi,NA,rosette,NA,annual perennial,NA,NA,NA,NA,NA
Sanguisorba,herb,NA,NA,perennial,rhizome,NA,NA,NA,NA
Sanguisorba minor,herb,erect,NA,NA,NA,NA,NA,NA,NA
Sanguisorba minor subsp. magnolii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanguisorba minor subsp. muricata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sannantha,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Sannantha crenulata,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Sannantha pluriflora,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Santalaceae,tree shrub herb climber,NA,hemi-parasitic,NA,NA,NA,NA,NA,NA
Santalum,tree shrub,NA,NA,NA,NA,NA,NA,NA,NA
Santalum acuminatum,tree shrub,erect,NA,NA,NA,NA,NA,NA,NA
Santalum lanceolatum,tree shrub,erect,NA,NA,NA,NA,NA,NA,NA
Santalum murrayanum,tree shrub,erect spreading,NA,NA,NA,NA,NA,NA,NA
Santalum obtusifolium,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Sapindaceae,tree shrub herb climber,NA,NA,NA,NA,NA,dioecious monoecious polygamous,NA,NA
Saponaria,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Saponaria officinalis,NA,NA,NA,perennial,NA,NA,NA,NA,NA
Sarcochilus,epiphyte,NA,NA,NA,NA,epiphyte,NA,NA,NA
Sarcochilus australis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarcochilus falcatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarcopetalum,climber_liana climber_vine,trailing,NA,NA,NA,NA,NA,NA,NA
Sarcopetalum harveyanum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sarcozona,subshrub,prostrate,NA,perennial,NA,NA,NA,NA,NA
Sarcozona praecox,NA,prostrate shrubby,NA,perennial,NA,NA,NA,NA,NA
Sauropus,shrub herb,NA,NA,NA,NA,NA,dioecious monoecious,NA,NA
Sauropus trachyspermus,herb,NA,NA,annual,NA,NA,monoecious,NA,NA
Saururaceae,herb,NA,NA,perennial,rhizome,NA,NA,NA,NA
Saururus,herb,NA,NA,NA,rhizome,NA,NA,NA,NA
Saururus cernuus,herb,erect,NA,NA,rhizome,NA,NA,NA,NA
Saxifraga,herb,NA,NA,perennial,NA,NA,NA,NA,NA
Saxifraga stolonifera,herb,stoloniferous,NA,perennial,stolon,NA,NA,NA,NA
Saxifragaceae,herb,stoloniferous,NA,annual perennial,rhizome stolon,NA,NA,NA,NA
Saxipoa,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Saxipoa saxicola,NA,tufted erect,NA,perennial,rhizome,NA,NA,NA,NA
Scabiosa,herb,NA,NA,annual biennial perennial,NA,NA,NA,NA,woody_base
Scabiosa atropurpurea,herb,NA,NA,NA,NA,NA,NA,NA,NA
Scaevola,shrub herb,NA,NA,perennial,NA,NA,NA,NA,NA
Scaevola aemula,herb,decumbent,NA,NA,NA,NA,NA,NA,NA
Scaevola albida,herb,prostrate,NA,NA,NA,NA,NA,NA,NA
Scaevola calendulacea,shrub,prostrate,NA,NA,NA,NA,NA,NA,NA
Scaevola depauperata,shrub,erect,NA,NA,NA,NA,NA,NA,NA
Scaevola hookeri,herb,prostrate stoloniferous mat_forming,NA,NA,stolon,NA,NA,NA,NA
Scaevola ramosissima,herb,decumbent,NA,NA,NA,NA,NA,NA,NA
Scaevola spinescens,shrub,NA,NA,NA,NA,NA,NA,NA,NA
Scandix,herb,erect,NA,annual,NA,NA,NA,NA,NA
Scandix pecten-veneris,NA,NA,NA,annual,NA,NA,NA,NA,NA
Schelhammera,herb,prostrate erect,NA,perennial,rhizome,NA,NA,NA,NA
Schelhammera undulata,herb,procumbent,NA,NA,NA,NA,NA,NA,NA
Schenkia,herb,NA,NA,annual biennial,NA,NA,NA,NA,NA
Schenkia australis,NA,erect,NA,annual,NA,NA,NA,NA,NA
Schinus,tree shrub,NA,NA,NA,NA,NA,dioecious,NA,NA
Schinus molle,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schinus molle var. areira,tree,NA,NA,NA,NA,NA,NA,NA,NA
Schismus,NA,NA,NA,annual,NA,NA,NA,NA,NA
Schismus barbatus,NA,tufted erect spreading,NA,annual,NA,NA,NA,NA,NA
Schizacme,subshrub,cushion-forming,NA,perennial,NA,NA,NA,NA,NA
Schizacme montana,herb,mat_forming,NA,NA,NA,NA,NA,NA,NA
Schizaea,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Schizaea bifida,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Schizaea fistulosa,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Schizaeaceae,NA,NA,NA,NA,rhizome,NA,NA,NA,NA
Schizeilema,herb,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schizeilema fragoseum,herb,mat_forming,NA,NA,NA,NA,NA,NA,NA
Schkuhria,herb,NA,NA,annual perennial,NA,NA,NA,NA,NA
Schkuhria pinnata,NA,NA,NA,annual,NA,NA,NA,NA,NA
Schoenoplectiella,NA,tufted,NA,NA,NA,NA,NA,NA,NA
Schoenoplectiella dissachantha,herb,tufted,NA,annual,NA,NA,NA,NA,NA
Schoenoplectiella dissachantha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schoenoplectiella erecta,herb,tufted,NA,annual,NA,NA,NA,NA,NA
Schoenoplectiella lineolata,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenoplectiella mucronata,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenoplectus,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Schoenoplectus pungens,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenoplectus tabernaemontani,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus,NA,tufted,NA,annual perennial,rhizome,NA,NA,NA,NA
Schoenus apogon,NA,tufted,NA,annual perennial,NA,NA,NA,NA,NA
Schoenus breviculmis,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus brevifolius,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus calyptratus,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus carsei,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus deformis,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Schoenus ericetorum,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Schoenus fluitans,aquatic_submerged,tufted,NA,perennial,NA,aquatic,NA,NA,NA
Schoenus imberbis,NA,tufted,NA,perennial,NA,NA,NA,NA,NA
Schoenus laevigatus,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus latelaminatus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schoenus lepidosperma,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus lepidosperma subsp. lepidosperma,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus lepidosperma subsp. pachylepis,NA,tufted,NA,perennial,rhizome,NA,NA,NA,NA
Schoenus maschalinus,NA,mat_forming,NA,perennial,NA,NA,NA,NA,NA
Schoenus melanostachys,NA,NA,NA,perennial,rhizome,NA,NA,NA,NA
