Family,taxa,presowtreat,germmedium,germcond,germnotes,refdesc,germination_percent,seeds_sown,germination_treatment
POACEAE,Triraphis mollis,NA,germination medium: 1% agar,germination conditions: light 8/16; 40/20°C (Therm 8/16); 100 days,NA,"RBG Kew, Wakehurst Place.",60,20,NA
POACEAE,Triraphis mollis,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 30°C; 100 days,NA,"RBG Kew, Wakehurst Place.",90,20,excise_pericarp
POACEAE,Triraphis mollis,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 30°C; 100 days,NA,"RBG Kew, Wakehurst Place.",95,20,excise_pericarp
POACEAE,Trisetum spicatum,NA,germination medium: 1% agar,germination conditions: light 12/12; 15°C; 77 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Urochloa distachya,pre-sowing treatments: surgical (seed coat partially removed with scalpel. chipped covering structure),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",58,12,scarify_nick_seed_coat
POACEAE,Urochloa holosericea subsp. holosericea,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",50,20,scarify_fruit
POACEAE,Urochloa praetervisa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_fruit
POACEAE,Urochloa praetervisa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_fruit
POACEAE,Urochloa praetervisa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_fruit
POACEAE,Urochloa praetervisa,"pre-sowing treatments: 1. mechanical manipulation (fleshy fruit, aril, or elaiosome removed with scalpel); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice with scalpel)",germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_remove_aril excise_pericarp
POACEAE,Urochloa praetervisa,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed with scalpel); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice with scalpel),germination medium: 1% agar,germination conditions: light 8/16; 30°C; 42 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_fruit excise_pericarp
POACEAE,Urochloa praetervisa,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed with scalpel); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice with scalpel),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_fruit excise_pericarp
POACEAE,Walwhalleya proluta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Walwhalleya proluta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_fruit
POACEAE,Walwhalleya proluta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_fruit
POLEMONIACEAE,Collomia linearis,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
POLEMONIACEAE,Collomia linearis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
POLYGALACEAE,Comesperma calymega,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 77 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POLYGALACEAE,Polygala glaucifolia,pre-sowing treatments: surgical (seed coat partially removed with scalpel. approximately half of seed coat removed),germination medium: 1% agar,germination conditions: light 12/12; 35/20°C (Therm 12/12); 13 days,NA,"RBG Kew, Wakehurst Place.",100,10,scarify_nick_seed_coat
POLYGONACEAE,Muehlenbeckia gunnii,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 91 days,NA,"RBG Kew, Wakehurst Place.",58,12,NA
POLYGONACEAE,Muehlenbeckia gunnii,NA,germination medium: 1% agar,germination conditions: light 8/16; 5°C; 105 days,NA,"RBG Kew, Wakehurst Place.",73,15,NA
POLYGONACEAE,Muehlenbeckia gunnii,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 91 days,NA,"RBG Kew, Wakehurst Place.",79,14,NA
POLYGONACEAE,Muehlenbeckia gunnii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 91 days,NA,"RBG Kew, Wakehurst Place.",94,18,NA
POLYGONACEAE,Persicaria decipiens,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 77 days,NA,"RBG Kew, Wakehurst Place.",60,20,NA
POLYGONACEAE,Persicaria lapathifolia,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",54,48,scarify_nick_seed_coat
POLYGONACEAE,Persicaria lapathifolia,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",58,19,scarify_nick_seed_coat
POLYGONACEAE,Persicaria lapathifolia,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,NA,"RBG Kew, Wakehurst Place.",65,20,scarify_nick_seed_coat
POLYGONACEAE,Persicaria lapathifolia,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 25°C; 112 days,NA,"RBG Kew, Wakehurst Place.",72,50,scarify_nick_seed_coat
POLYGONACEAE,Persicaria lapathifolia,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",88,48,scarify_nick_seed_coat
POLYGONACEAE,Polygonum plebeium,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 77 days,NA,"RBG Kew, Wakehurst Place.",50,20,NA
POLYGONACEAE,Polygonum plebeium,NA,germination medium: 1% agar,germination conditions: light 8/16; 5°C; 133 days,NA,"RBG Kew, Wakehurst Place.",55,20,NA
POLYGONACEAE,Polygonum plebeium,NA,germination medium: 1% agar,germination conditions: light 8/16; 5°C; 140 days,NA,"RBG Kew, Wakehurst Place.",55,20,NA
POLYGONACEAE,Polygonum plebeium,NA,germination medium: 1% agar,germination conditions: light 12/12; 30/20°C (Therm 12/12); 126 days,NA,"RBG Kew, Wakehurst Place.",89,53,NA
POLYGONACEAE,Polygonum plebeium,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 133 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POLYGONACEAE,Rumex brownii,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
POLYGONACEAE,Rumex brownii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",89,18,NA
POLYGONACEAE,Rumex dumosus,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",71,17,NA
POLYGONACEAE,Rumex dumosus,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",74,19,NA
POLYGONACEAE,Rumex dumosus,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",89,18,NA
POLYGONACEAE,Rumex tenax,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,12,scarify_fruit
POLYGONACEAE,Rumex tenax,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",55,20,scarify_fruit
POLYGONACEAE,Rumex tenax,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",69,13,scarify_fruit
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 12/12; 31°C,NA,"RBG Kew, Wakehurst Place.",100,100,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",100,15,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",50,20,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",53,19,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 35 days,NA,"RBG Kew, Wakehurst Place.",55,20,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 63 days,NA,"RBG Kew, Wakehurst Place.",75,16,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",75,20,NA
PORTULACACEAE,Portulaca oleracea,pre-sowing treatments: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 84 days,NA,"RBG Kew, Wakehurst Place.",79,19,sterilise_domestos
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",80,10,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 12/12; 33/19°C (Therm 12/12),NA,"RBG Kew, Wakehurst Place.",83,12,NA
PORTULACACEAE,Portulaca oleracea,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_nick_seed_coat
PORTULACACEAE,Portulaca oleracea,pre-sowing treatments: surgical (seed coat partially removed with scalpel),germination medium: 1% agar,germination conditions: light 12/12; 25°C; 63 days,NA,"RBG Kew, Wakehurst Place.",85,52,scarify_nick_seed_coat
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 12/12; 25°C; 14 days,NA,"RBG Kew, Wakehurst Place.",90,51,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 14 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 12/12; 26°C,NA,"RBG Kew, Wakehurst Place.",96,100,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",96,25,NA
PORTULACACEAE,Portulaca oleracea,NA,germination medium: 1% agar,germination conditions: light 12/12; 30/20°C (Therm 12/12); 14 days,NA,"RBG Kew, Wakehurst Place.",98,51,NA
PORTULACACEAE,Portulaca oligosperma,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",56,18,NA
PORTULACACEAE,Portulaca oligosperma,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",75,16,NA
PORTULACACEAE,Portulaca pilosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",71,17,NA
PORTULACACEAE,Portulaca pilosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",78,18,NA
PORTULACACEAE,Portulaca pilosa,NA,germination medium: 1% agar,germination conditions: light 12/12; 26/16°C (Therm 12/12),NA,"RBG Kew, Wakehurst Place.",92,100,NA
POTAMOGETONACEAE,Zannichellia palustris,NA,germination medium: 1% agar,germination conditions: light 12/12; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",83,42,NA
POTAMOGETONACEAE,Zannichellia palustris,NA,germination medium: distilled/deionised water,germination conditions: light 12/12; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",95,42,NA
PRIMULACEAE,Lysimachia ovalis,NA,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
PRIMULACEAE,Lysimachia ovalis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
PRIMULACEAE,Lysimachia vulgaris,NA,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 25/15°C (Therm 8/16); 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
PRIMULACEAE,Lysimachia vulgaris,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 49 days,NA,"RBG Kew, Wakehurst Place.",60,20,NA
PRIMULACEAE,Lysimachia vulgaris,NA,germination medium: 1% agar,germination conditions: light 12/12; 21/11°C (Therm 12/12),NA,"RBG Kew, Wakehurst Place.",87,100,NA
PRIMULACEAE,Maesa dependens,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 105 days,NA,"RBG Kew, Wakehurst Place.",50,14,NA
PRIMULACEAE,Maesa dependens,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 105 days,NA,"RBG Kew, Wakehurst Place.",53,15,NA
PRIMULACEAE,Maesa dependens,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 105 days,NA,"RBG Kew, Wakehurst Place.",79,14,NA
PRIMULACEAE,Samolus valerandi,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,20,NA
PRIMULACEAE,Samolus valerandi,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
