genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,Source
Prunus,Prunus laurocerasus,evergreen shrub or small tree.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden & A. N. Rodd; Taxon concept: Flora of NSW 1 (1990)
Prunus,Prunus lusitanica,evergreen shrub or small tree with dark green leaves.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G.J. Harden & A.N. Rodd; Taxon concept: Flora of NSW 1 (1990)
Prunus,Prunus mahaleb,deciduous tree with young branches tomentose.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G.J. Harden & A.N. Rodd; Taxon concept: Flora of NSW 1 (1990)
Prunus,Prunus persica,small to medium-sized deciduous tree;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G.J. Harden & A.N. Rodd; Taxon concept: Flora of NSW 1 (1990)
Prunus,Prunus serotina,medium-sized to large deciduous tree with glabrous branchlets.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G.J. Harden & A.N. Rodd; Taxon concept: Flora of NSW 1 (1990)
Pseudanthus,Pseudanthus,"small, h shrubs, monoecious.",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,monoecious,monoecious,NA,NA,woody,NA,"Text by T.A. James & G.J. Harden, Flora of New South Wales Vol. 1 (1990), in Euphorbiaceae; revised May 2017; Taxon concept: Australian Plant Census (accessed May 2017)"
Pseudanthus,Pseudanthus orientalis,"rigid shrub with decumbent stems to 30 cm long, glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,monoecious,inferred_from_genus,decumbent,decumbent,woody,NA,Text by T.A. James & G.J. Harden; Taxon concept: Flora of NSW 1 (1990)
Pseudanthus,Pseudanthus orbicularis,"compact shrub to 1.5 m high, divaricately branching.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,monoecious,inferred_from_genus,compact,compact,woody,NA,"Text by Summary by Clare Herscovitch, from Halford & Henderson (2003).; Taxon concept: D.A. Halford & R.J.F. Henderson, Austrobaileya 6(3): 507 (2003)"
Pseudanthus,Pseudanthus pimeleoides,"erect shrub to 60 cm high, muchbranched, glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,monoecious,inferred_from_genus,erect,erect,woody,NA,"Text by T.A. James & G.J. Harden, Flora of New South Wales Vol. 1 (1990); updated by Peter G. Wilson, December 2009.; Taxon concept: D.A. Halford & R.J.F. Henderson, Austrobaileya 6(3) (2003)"
Pseudanthus,Pseudanthus ovalifolius,"straggling to compact shrub, to 30 cm high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,monoecious,inferred_from_genus,compact,compact,woody,NA,"Text by T.A. James & G.J. Harden, Flora of New South Wales Vol. 1 (1990); updated by Peter G. Wilson, December 2009.; Taxon concept: D.A. Halford & R.J.F. Henderson, Austrobaileya 6(3) (2003)"
Pseudanthus,Pseudanthus pauciflorus subsp. pauciflorus,compact shrub to 60 cm high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,monoecious,inferred_from_genus,compact,compact,woody,NA,"Text by Peter G. Wilson, December 2009.; Taxon concept: D.A. Halford & R.J.F. Henderson, Austrobaileya 6(3): 507 (2003)"
Pseudanthus,Pseudanthus divaricatissimus,"decumbent to prostrate shrub with stems to 20 cm long, glabrous to minutely scabrous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,monoecious,inferred_from_genus,decumbent prostrate,decumbent prostrate,woody,NA,"Text by T.A. James & G.J. Harden, Flora of New South Wales Vol. 1 (1990); updated by Peter G. Wilson, December 2009.; Taxon concept: D.A. Halford & R.J.F. Henderson, Austrobaileya 6(3): 507 (2003)."
Pseudofumaria,Pseudofumaria,"herbs, perennial, ± glabrous.",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by G.J. Harden, Flora of New South Wales Vol. 1: 173 (1990), as Corydalis; last revised April 2017; Taxon concept: Australian Plant Census (accessed April 2017)"
Pseudofumaria,Pseudofumaria alba,"slender perennial herb with numerous branched, brittle stems to 20 cm high,  arising from an underground tuber; usually glabrous.",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by G.J. Harden, based on Flora of New South Wales Vol. 1: 173 (1990), as Corydalis lutea (L.) DC. and Flora of New South Wales Vol. 1 Suppl.: 23 (2000);  last revised April 2017; Taxon concept: Australian Plant Census (accessed April 2017)"
Pseudognaphalium,Pseudognaphalium,annual biennial or perennial herbs.,annual biennial perennial,annual biennial perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by J. Everett
Pseudognaphalium,Pseudognaphalium luteoalbum,"erect, greyish white woolly annual herb to 45 cm high; branching from the base (but often corymbosely branched above).",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by J. Everett; Taxon concept: Flora of NSW 3 (1992)
Pseudoraphis,Pseudoraphis paradoxa,stoloniferous aquatic perennials to circa 80 cm tall.,perennial,perennials,NA,NA,herb graminoid,inferred_from_family,aquatic,aquatic,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Text by Jacobs, S.W.L., Whalley, R.D.B. & Wheeler, D.J.B.; Taxon concept: Grasses of New South Wales, Fourth Edition (2008)."
Pseudoraphis,Pseudoraphis,"perennial aquatic or marsh grasses, stoloniferous or forming large floating masses;",perennial,perennial,NA,NA,herb graminoid,inferred_from_family,aquatic,aquatic,NA,NA,stoloniferous floating,stoloniferous floating,herbaceous,NA,Text by S. W. L. Jacobs & S. M. Hastings
Pseudoraphis,Pseudoraphis spinescens,stoloniferous aquatic perennials to circa 1 m tall.,perennial,perennials,NA,NA,herb graminoid,inferred_from_family,aquatic,aquatic,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Text by Jacobs, S.W.L., Whalley, R.D.B. & Wheeler, D.J.B.; Taxon concept: Grasses of New South Wales, Fourth Edition (2008)."
Pseudovanilla,Pseudovanilla,"climbing saprophytic herbs, monopodial;",perennial,inferred_from_family,NA,NA,herb,herbs,NA,NA,NA,NA,climbing,climbing,herbaceous,NA,Text by P. H. Weston
Pseudovanilla,Pseudovanilla foliata,climber with stems up to 15 m long.,perennial,inferred_from_family,NA,NA,climber,climber,NA,NA,NA,NA,NA,NA,NA,NA,Text by P. H. Weston; Taxon concept: Flora of NSW 4 (1993)
Pseudoweinmannia,Pseudoweinmannia,trees.,perennial,inferred_from_growth_form,NA,NA,tree,trees,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden
Pseudoweinmannia,Pseudoweinmannia lachnocarpa,small to large buttressed tree.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by G. J. Harden; Taxon concept: Flora of NSW 1 (1990)
Psidium,Psidium cattleyanum,shrub or small tree to 10 m;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Peter Wilson; Taxon concept: P.S. Green, Fl. Australia."
Psidium,Psidium cattleyanum var. cattleyanum,shrub or small tree to 10 m;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Peter Wilson; Taxon concept: P.S. Green, Fl. Australia."
Psidium,Psidium guajava,shrub or tree to 6 m high with a fine tomentum on new growth and inflorescences;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by Peter G. Wilson; Taxon concept: P.S. Green (1994)
Psilotaceae,Psilotaceae,terrestrial or epiphytic plants;,NA,NA,NA,NA,NA,NA,epiphyte terrestrial,epiphytic terrestrial,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson
Psilotum,Psilotum,terrestrial or epiphytic plants;,NA,NA,NA,NA,NA,NA,epiphyte terrestrial,epiphytic terrestrial,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson
Psilotum,Psilotum complanatum,pendent epiphytic plant;,NA,NA,NA,NA,NA,NA,epiphyte,epiphytic,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson; Taxon concept: Flora of NSW 1 (1990)
Psilotum,Psilotum nudum,erect to somewhat pendent terrestrial or rarely epiphytic plant;,NA,NA,NA,NA,NA,NA,epiphyte terrestrial,epiphytic terrestrial,NA,NA,erect,erect,NA,NA,Text by Peter G. Wilson; Taxon concept: Flora of NSW 1 (1990)
Psilurus,Psilurus incurvus,"small, delicate annuals to circa 40 cm tall.",annual,annuals,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by in Jacobs, S.W.L., Whalley, R.D.B. & Wheeler, D.J.B.; Taxon concept: Grasses of New South Wales, Fourth Edition (2008)."
Psilurus,Psilurus,small glabrous annuals;,annual,annuals,NA,NA,herb graminoid,inferred_from_family,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Text by Jacobs, S.W.L., Whalley, R.D.B. & Wheeler, D.J.B.; Taxon concept: Grasses of New South Wales, Fourth Edition (2008)."
Psoralea,Psoralea arborea,"large slender shrub to small tree, 3-5, sometimes up to 10 m tall.",perennial,inferred_from_genus,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Louisa Murray; Taxon concept: Stirton, Stajsic & Bello (2014) Naturalised species of Psoralea. Muelleria 33: 97â€“107"
Psoralea,Psoralea pinnata,muchbranched shrub to small tree up to 5 m tall.,perennial,inferred_from_genus,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Louisa Murray; Taxon concept: Stirton, Stajsic & Bello (2014) Naturalised species of Psoralea. Muelleria 33: 97â€“107"
Psoralea,Psoralea,small shrubs or perennial herbs; conspicuously gland-dotted.,perennial,perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Text by E. H. Norris & G. J. Harden
Psychotria,Psychotria carronis,small tree to 8 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by D.M. Crayn; Taxon concept: P.S. Green
Psychotria,Psychotria daphnoides,"shrub to circa 3 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Text by S. McCune; Taxon concept: Flora of NSW 3 (1992)
Psychotria,Psychotria loniceroides,shrub or small tree to circa 5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by S. McCune; Taxon concept: Flora of NSW 3 (1992)
Psychotria,Psychotria simmondsiana,"erect or spreading shrub or small tree to circa 4 m high,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Text by S. McCune; Taxon concept: Flora of NSW 3 (1992)
Psychotria,Psychotria,"small trees, shrubs or climbers, rarely herbs.",NA,NA,NA,NA,herb shrub tree climber,herbs shrubs trees climbers,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Text by S. McCune
Psychrophila,Psychrophila,"glabrous perennial herbs with stout, usually branching rhizomes often forming dense mats in cold swamps (snowbeds).",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,mat-forming rhizomatous dense,forming dense mats rhizomes dense,herbaceous,NA,Text by Flora of Australia volume 2 (2007); Taxon concept: Flora of Australia volume 2 (2007)
Psychrophila,Psychrophila introloba,"small alpine herb, glabrous.",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,Text by B. G. Briggs & R. O. Makinson; Taxon concept: Flora of NSW 1 (1990)
Psydrax,Psydrax,trees or shrubs;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,Text by Louisa Murray; Taxon concept: Austrobaileya 6(4): 819 (2004) S.T. Reynolds & R.F.J.Henderson.
Psydrax,Psydrax lamprophylla,small tree or tall shrub to 12 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by T. A. James; Taxon concept: Flora of NSW 3 (1992)
Psydrax,Psydrax latifolia,shrubs or small trees with branches borne at right angles to the stem;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Text by Louisa Murray; Taxon concept: Reynolds S.T. & Henderson R.W.J,  Austrobaileya 6(4):817-889 (2004)"
Psydrax,Psydrax odorata,small tree or shrub to 8 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by T. A. James; Taxon concept: Flora of NSW 3 (1992)
Psydrax,Psydrax odorata f. australiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Louisa Murray; Taxon concept: Reynolds S.T. & Henderson J.F. (2004) Austrobaileya 6(4):839-840
Psydrax,Psydrax odorata subsp. australiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Louisa Murray; Taxon concept: Reynolds S.T. & Henderson J.F. (2004) Austrobaileya 6(4):838-839
Psydrax,Psydrax odorata subsp. buxifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Louisa Murray; Taxon concept: Reynolds S.T. & Henderson J.F. (2004) Austrobaileya 6(4):842-843
Psydrax,Psydrax oleifolia,small tree or shrub to circa 7 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by C. Herscovitch, per S.T. Reynolds & R.J.F. Henderson; Taxon concept: Austrobaileya 6(4):817-889 (2004)"
Pteridaceae,Pteridaceae,"terrestrial, epiphytic or aquatic plants;",NA,NA,NA,NA,NA,NA,epiphyte aquatic terrestrial,epiphytic aquatic terrestrial,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson updated by Matt A.M. Renner (5 May 2020)
Pteridium,Pteridium,terrestrial ferns;,NA,NA,NA,NA,fern,ferns,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Text by Peter G. Wilson
Pteridium,Pteridium esculentum,NA,NA,NA,NA,NA,fern,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,Text by Peter G. Wilson; Taxon concept: P.J. Brownsey (1998)
Pteris,Pteris vittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson & pers obs P .D. Hind; Taxon concept: K.U. Kramer & P.M.McCarthy (1998)
Pteris,Pteris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson updated by Matt A.M. Renner (5 May 2020)
Pteris,Pteris comans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson; Taxon concept: K.U. Kramer & P.M.McCarthy (1998)
Pteris,Pteris ensiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson; Taxon concept: K.U. Kramer & P.M.McCarthy (1998)
Pteris,Pteris microptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by E.A. Brown; Taxon concept: Flora of Australia 49
Pteris,Pteris nipponica,"small to medium sized fern with short-creeping rhizome forming open clumps fronds closely spaced, subdimorphic.",NA,NA,NA,NA,fern,fern,NA,NA,NA,NA,creeping rhizomatous open,creeping rhizome open,herbaceous,inferred_from_growth_form,Text by Matt A.M. Renner; Taxon concept: Flora of China Volume 2-3.
Pteris,Pteris platyzomopsis,"clumped fern, sometimes forming colonies, in sandy soils;",NA,NA,NA,NA,fern,fern,NA,NA,NA,NA,NA,NA,herbaceous,inferred_from_growth_form,"Text by Peter G. Wilson, Flora of New South Wales Vol. 1: 22-23 (1990), under Platyzomataceae. updated by Matt A.M. Renner (5 May 2020).; Taxon concept: Flora of Australia Volume 48, and Pteridophyte Phylogeny Group 1 (2016)"
Pteris,Pteris tremula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson; Taxon concept: K.U. Kramer & P.M.McCarthy (1998)
Pteris,Pteris umbrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by Peter G. Wilson; Taxon concept: K.U. Kramer & P.M.McCarthy (1998)
Pterocaulon,Pterocaulon,perennial herbs or small shrubs.,perennial,perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Text by M. F. Porteners
Pterocaulon,Pterocaulon sphacelatum,"erect aromatic herb, 0.2-1.2 m high, woolly to tomentose,",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by M. F. Porteners; Taxon concept: Flora of NSW 3 (1992)
Pterocaulon,Pterocaulon redolens,"erect herb, 0.3-1 m high, softly tomentose or woolly all over.",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,Text by M. F. Porteners; Taxon concept: Flora of NSW 3 (1992)
Pterostylis,Pterostylis collina,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,"Text by D.L. Jones, updated by Matt A.M. Renner (18 Dec 2019).; Taxon concept: Flora of NSW 4 (1993)"
Pterostylis,Pterostylis rufa,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by D. L. Jones; Taxon concept: Flora of NSW 4 (1993)
Pterostylis,Pterostylis parca,terrestrial herb. rosette stalk 30-60 mm long;,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,rosette,rosette,herbaceous,NA,Text by Matt A.M. Renner (13 Dec 2019) based on Jones (2006); Taxon concept: Jones DL (2006) Towards a revision of Bunochilus D.L.Jones & M.A.Clem. Australian Orchid Research 5: 112â€“142.
Pterostylis,Pterostylis atrans,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by Matt A.M. Renner (6 Dec 2019) based on Jones (1994); Taxon concept: Jones DL (1994) New species of Orchidaceae from south-eastern Australia. Muelleria 8(2): 177â€“192.
Pterostylis,Pterostylis nigricans,terrestrial herb;,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by D. L. Jones; Taxon concept: Flora of NSW 4 (1993)
Pterostylis,Pterostylis pusilla,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by D. L. Jones; Taxon concept: Flora of NSW 4 (1993)
Pterostylis,Pterostylis gibbosa,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by D. L. Jones; Taxon concept: D.L. Jones & M.A. Clements (1997)
Pterostylis,Pterostylis riparia,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,NA
Pterostylis,Pterostylis foliata,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by D. L. Jones; Taxon concept: Flora of NSW 4 (1993)
Pterostylis,Pterostylis calceolus,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,"Text by D.L. Jones, updated by Matt A.M. Renner (17 Dec 2019); Taxon concept: Flora of NSW 4 (1993)"
Pterostylis,Pterostylis metcalfei,terrestrial herb sterile and fertile plants dimorphic.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by Matt A.M. Renner (13 Dec 2019) based on Jones (1997); Taxon concept: Jones DL (1997) Six new species of Pterostylis R.Br. (Orchidaceae) from Australia. The Orchadian 12: 245â€“258.
Pterostylis,Pterostylis hildae,terrestrial herb.,perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,Text by D. L. Jones; Taxon concept: Flora of NSW 4 (1993)
Pterostylis,Pterostylis bicornis,"small slender perennial with a rosette produced on a separate growth, arising from the base of the floral scape.",perennial,perennial,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,rosette,rosette,herbaceous,NA,"Text by Louisa Murray; Taxon concept: Jones, D.L. and Clements, M.A. (1987)"
Pterostylis,Pterostylis stenosepala,"terrestrial herb flowering and  individuals dimorphic. rosettes produced on  plants, on a slender stalk 2-7 cm tall;",perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,rosette,rosettes,herbaceous,NA,Text by Matt A.M. Renner (16 Dec 2019) based on Jones (2006); Taxon concept: Jones DL (2006) Towards a revision of Bunochilus D.L.Jones & M.A.Clem. Australian Orchid Research 5: 112â€“142.
Pterostylis,Pterostylis tasmanica,"terrestrial herb leaves 8-14, lanceolate to elliptic, 1.0-2.4 cm long by 3-7 mm wide, dark green, some with a few pale variegations, the lower leaves petiolate, arranged in  a tight rosette, distal leaves sessile and closely embracing the stem, apex acuminate;",perennial,inferred_from_family,NA,NA,herb,herb,terrestrial,terrestrial,NA,NA,rosette,rosette,herbaceous,NA,Text by Matt A.M. Renner (16 Dec 2019) based on Jones (1994).; Taxon concept: Jones DL (1994) Nine new species of Orchidaceae from south-eastern Australia. Muelleria 8: 177â€“192.
