genus,species,form,height,stem diameter,fruits,dispersers,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Solanum,semiarmatum,shrub,2,NA,berry,NA,NA,8,12,8,12,2,2.5,Solanum semiarmatum,NA,NA
Solanum,shanesii,tree,6,NA,berry,NA,NA,10,17,10,17,NA,NA,Solanum shanesii,11111NNNNNN1,111111NNNNN1
Solanum,sp.,shrub,2.5,NA,berry,NA,NA,NA,25,NA,25,NA,NA,Solanum sp.,NA,NA
Solanum,sporadotrichum,shrub,4,NA,berry,NA,NA,8,18,8,18,3,3,Solanum sporadotrichum,NNNN11111NNN,NNNN1111NNNN
Solanum,stelligerum,shrub,2,NA,berry,Brown Cuckoo-dove & Black-faced Cuckoo-shrike,birds,5,10,5,10,1,2,Solanum stelligerum,NN111111NNNN,NN11111111NN
Solanum,"viridifoliu,",shrub,7,NA,berry,pigeons,birds,7,10,7,10,3,3,"Solanum viridifoliu,",1.11111E+11,1.11111E+11
Ripogonum (to be included in Rhipogonaceae),album,vine,NA,NA,berry,King Parrot & Spotted Catbird,birds,11,15,6,18,5,10,Ripogonum (to be included in Rhipogonaceae) album,111111NN1111,1NN111111111
Ripogonum (to be included in Rhipogonaceae),brevifolium,vine,NA,NA,berry,NA,NA,8,20,8,20,5,10,Ripogonum (to be included in Rhipogonaceae) brevifolium,NNNNNNNN1111,NNNNNNNNNN11
Ripogonum (to be included in Rhipogonaceae),discolor,vine,NA,NA,berry,NA,NA,8,20,8,20,NA,NA,Ripogonum (to be included in Rhipogonaceae) discolor,NNNNNN11NNNN,NNNNNNNNNN1N
Ripogonum (to be included in Rhipogonaceae),elseyanum,vine,NA,NA,berry,NA,NA,6,15,6,20,8,20,Ripogonum (to be included in Rhipogonaceae) elseyanum,NN1111NNNNNN,NNNNN1NNNNNN
Smilax,aculeatissima,vine,NA,NA,berry,NA,NA,6,12,6,12,5,5,Smilax aculeatissima,11NNNNNN1111,NNNNNNN11NNN
Smilax,australis,vine,NA,NA,berry,"Regent Bowerbird, Wompoo Fruit-dove, Cassowary & Victoria's Riflebird",birds cassowary,6,10,6,10,4,6,Smilax australis,11111111NNN1,1.11111E+11
Smilax,blumei,vine,NA,NA,berry,NA,NA,6,12,6,12,NA,NA,Smilax blumei,NA,N11NNNNNNNNN
Smilax,calophylla,vine,NA,NA,berry,NA,NA,6,12,2,12,5,5,Smilax calophylla,NNNNNNNNN111,111111NNNN11
Smilax,glyciphylla,vine,NA,NA,berry,NA,NA,6,12,6,12,5,5,Smilax glyciphylla,1.11111E+11,111111111NNN
Smilax,kaniensis,vine,NA,NA,berry,NA,NA,6,10,6,10,3,3,Smilax kaniensis,NNNNNNN11NNN,NNNNNNNNNN1N
Capsicum,annuum,shrub,2,NA,berry,"Metallic Starling, Spotted Catbird & Varied Triller",birds,10,25,5,10,3,3,Capsicum annuum,NNN11111111N,NNN11111111N
Cestrum,nocturnum,shrub,4,NA,berry,NA,NA,5,10,5,10,3,3,Cestrum nocturnum,NNN11111NNNN,NNN11111NNNN
Duboisia,leichhardtii,tree,12,NA,NA,NA,NA,6,7,6,7,2.5,3,Duboisia leichhardtii,NA,NA
Duboisia,myoporoides,tree,24,0.2,berry,"Brown Cuckoo-dove, Topknot Pigeon, Figbird, Black-faced Cuckoo-shrike & Lewin's Honeyater",birds,5,8,5,8,3,3,Duboisia myoporoides,N1111111111N,1NN111111111
Nicandra,physalodes,herb/shrub,2,NA,berry,NA,NA,10,22,10,22,2,2,Nicandra physalodes,1111111NNNNN,111111NNNNNN
Nicotiana,foresteri,herb/shrub,1.5,NA,capsule,NA,NA,5,11,5,5,0.5,0.5,Nicotiana foresteri,11111111111N,1.11111E+11
Physalis,peruviana,herb/shrub,2,NA,berry,"Satin Bowerbird, Brown Cuckoo-dove, Crimson Rosella, Lewin's Honeyeater, Eastern Whipbird & Brush-turkeys",birds,27,40,NA,NA,2,2,Physalis peruviana,NN1NNNNNNNNN,NNNNNNN111NN
Solanum,(Bamaga),shrub,1,NA,berry,NA,NA,5,10,5,10,NA,NA,Solanum (Bamaga),NN1111111NNN,NN1111111NNN
Solanum,(Bellenden Ker),shrub,2,NA,berry,NA,NA,17,17,17,17,NA,NA,Solanum (Bellenden Ker),NNNNNNNN11NN,NNNNNNNNN11N
Solanum,(Mt Dryander),shrub,3,NA,berry,NA,NA,6,8,6,8,NA,NA,Solanum (Mt Dryander),NNNNNN1NNNNN,NNNN111111NN
Solanum,betaceum,tree,6,NA,berry,NA,NA,40,100,30,50,4,4,Solanum betaceum,NNNNNNNNN11N,NNNNNNNN1NNN
Solanum,capsicoides,shrub,2,NA,berry,Bush Rat,mammals,20,35,20,35,5,5,Solanum capsicoides,NNNNNNN111NN,111111NNN111
Solanum,cookii,shrub,1,NA,berry,NA,NA,10,15,10,15,2,2,Solanum cookii,11NNNNNNNN11,11NNNNNN1111
Solanum,dallachii,shrub,5,NA,berry,Cassowary,cassowary,30,30,27,27,NA,NA,Solanum dallachii,NNNNNNN1111N,NNNNNNN11111
Solanum,defesum,shrub,2.5,NA,berry,NA,NA,12,17,12,17,3,4,Solanum defesum,111NNNNNN111,NNNNN11111NN
Solanum,dimorphispinum,tree,6,NA,berry,NA,NA,15,30,15,30,2,2,Solanum dimorphispinum,NNNN111111NN,11111NNN1111
Solanum,discolor,shrub,2,NA,berry,NA,NA,9,14,9,14,3,3,Solanum discolor,11NNN1111111,NNNN111111NN
Solanum,dunalianum,shrub,4,NA,berry,NA,NA,10,10,10,10,2,3,Solanum dunalianum,NNNNN11111NN,NNNNN111NNNN
Solanum,ellipticum,herb/shrub,1,NA,berry,NA,NA,15,20,15,20,3,5,Solanum ellipticum,1.11111E+11,1.11111E+11
Solanum,hamulosum,shrub,4,NA,berry,NA,NA,12,15,12,16,2,2,Solanum hamulosum,NNNNNNN11111,NNNNNNNN1111
Solanum,lasiocarpum,shrub,3,NA,berry,NA,NA,15,30,15,30,2,2,Solanum lasiocarpum,N11111111NNN,NA
Solanum,maccorai,shrub,4,NA,berry,NA,NA,15,24,15,24,3,3,Solanum maccorai,NNNN11111111,1.11111E+11
Solanum,mauritianum,shrub,4,NA,berry,many bird species,birds,12,18,12,18,2,2,Solanum mauritianum,1.11111E+11,1.11111E+11
Solanum,nigrum,herb/shrub,1,NA,berry,many bird species,birds,6,8,6,8,2,2,Solanum nigrum,NNNNN1111NNN,N111111111NN
Solanum,pseudocapsicum,shrub,2,NA,berry,"King Parrot, Satin Bowerbird & Black-faced Cuckoo-shrike",birds,10,15,10,15,3,3,Solanum pseudocapsicum,11NNNN111111,11NNNN111111
Solanum,seaforthianum,vine,NA,NA,berry,"Regent Bowerbird, Superb Fruit-dove, Brown Cuckoo-shrike, Varied Triller, Lewin's Honeyeater & Silvereye",birds,8,12,8,12,3,3,Solanum seaforthianum,11111111NNN1,N1111111NNNN
Solanum,torvum,shrub,4,NA,berry,"Pied Imperial-pigeon, Brown Cuckoo-dove, Black-faced Cuckoo-shrike, King Parrot, Cassowary & Spectacled Flying-fox",birds bats cassowary,10,15,10,15,2,2,Solanum torvum,1.11111E+11,1.11111E+11
Solanum,yirrkalense,shrub,1,NA,berry,NA,NA,15,15,15,15,2,2,Solanum yirrkalense,NNNN1NNNNNNN,11111NNNNN11
Sonneratia,alba,tree,20,NA,dry berry,NA,NA,26,36,20,45,12,12,Sonneratia alba,NNNNNN1111NN,NNNNNNNNN1NN
Sonneratia,caseolaris,tree,20,NA,dry berry,NA,NA,20,40,20,40,NA,NA,Sonneratia caseolaris,NNNN1111NNNN,NNNN1NNNNNNN
Sonneratia,lanceolata,tree,20,NA,dry berry,NA,NA,20,36,32,45,7,7,Sonneratia lanceolata,NNNNNNN1NNNN,NNNNNN111111
Sonneratia,x gulngai,tree,25,NA,dry berry,NA,NA,10,20,30,50,NA,NA,Sonneratia x gulngai,NNNNNNN11111,NNNNNNN1NNNN
Bowenia,serrulata,cycad,3,NA,enclosed in aril,NA,NA,80,120,70,100,25,35,Bowenia serrulata,NA,NNNNNNNN1NNN
Bowenia,spectabilis,cycad,2,NA,enclosed in aril,Giant White-tailed Rat,mammals,80,120,60,100,22,35,Bowenia spectabilis,NA,111111NNNNNN
Stemona,australiana,vine,NA,NA,capsule,NA,NA,10,10,7,7,NA,NA,Stemona australiana,N11NNNNNNNNN,NA
Stemona,lucida,vine,NA,NA,capsule,NA,NA,14,23,13,13,5,9,Stemona lucida,1111NNNNN111,11111NNNNNN1
Abroma,fastuosa,shrub,5,NA,capsule,NA,NA,38,50,60,70,3,4,Abroma fastuosa,NNNNN1111111,111NNNNN1111
Argyrodendron,(Boonjee),tree,20,NA,samara,NA,NA,50,80,20,20,NA,NA,Argyrodendron (Boonjee),NNNNN1NNNNNN,1NNNNNNNN111
Argyrodendron,(Karnak),tree,25,NA,samara,NA,NA,80,100,30,40,NA,NA,Argyrodendron (Karnak),NNN111NNNNNN,NNNNNNNNNN11
Argyrodendron,(Mt Haig),tree,30,NA,samara,NA,NA,60,100,33,35,NA,NA,Argyrodendron (Mt Haig),N11111NNNNNN,NNNNNNNN1111
Argyrodendron,(Whitsundays),tree,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argyrodendron (Whitsundays),NNNNNNN111NN,NA
Argyrodendron,(Whyanbeel),tree,25,NA,samara,NA,NA,50,100,25,35,NA,NA,Argyrodendron (Whyanbeel),NNNN1111NNNN,NNNNNNNNNNN1
Argyrodendron,actinophyllum,tree,47,1.7,samara,NA,NA,60,80,20,25,NA,NA,Argyrodendron actinophyllum,NNN111NNNNNN,NNNNNNNNNN1N
Argyrodendron,near trifolioratum,tree,NA,NA,samara,NA,NA,NA,NA,NA,NA,NA,NA,Argyrodendron near trifolioratum,NA,NA
Argyrodendron,peralatum,tree,35,NA,samara,NA,NA,70,115,32,40,NA,NA,Argyrodendron peralatum,NN111111NNNN,11NNNNNN1111
Argyrodendron,polyandrum,tree,45,NA,samara,NA,NA,60,70,25,30,NA,NA,Argyrodendron polyandrum,NNNN111111NN,1NNNNNNNN111
Argyrodendron,trifolioratum,tree,35,2,samara,NA,NA,35,58,10,30,NA,NA,Argyrodendron trifolioratum,NNNNNNNNN11N,1NNNNNNNNNN1
Brachychiton,acerifolius,tree,45,1,follicle,"King Parrot , Regent Bowerbird & Satin Bowerbird",birds,80,120,35,40,10,12,Brachychiton acerifolius,1NNNNNNN1111,1.11111E+11
Brachychiton,albidus,tree,8,NA,follicle,NA,NA,35,90,25,43,8,12,Brachychiton albidus,NNN11111NNNN,1NNNNNN11111
Brachychiton,australis,tree,20,NA,follicle,NA,NA,70,110,30,40,7,10,Brachychiton australis,NNNN111111NN,NNNNNNNNNN1N
Brachychiton,chillagoensis,tree,10,NA,follicle,NA,NA,55,120,27,45,9,12,Brachychiton chillagoensis,NNNN1111111N,1NNNNNN11111
Brachychiton,compactus,tree,15,NA,follicle,NA,NA,30,78,16,23,7,9,Brachychiton compactus,NNNNNNNNN11N,1111NNNNNNN1
Brachychiton,discolor,tree,35,0.75,follicle,Regent Bowerbird & Stain Bowerbird,birds,60,200,20,50,9,10,Brachychiton discolor,1NNNNNNNNN11,11111NNNNNN1
Brachychiton,garrawayae,tree,12,NA,follicle,NA,NA,35,65,25,30,7,11,Brachychiton garrawayae,NN111111111N,111NNN111111
Brachychiton,grandiflorus,tree,20,NA,follicle,NA,NA,70,110,30,55,9,10,Brachychiton grandiflorus,NNNNNN1111NN,NNNNNNN1111N
Brachychiton,paradoxus,tree,6,NA,follicle,NA,NA,65,105,30,50,9,11,Brachychiton paradoxus,NNN1111111NN,NNNNN111111N
Brachychiton,populneus,tree,20,1.2,follicle,NA,NA,20,40,NA,NA,7,7,Brachychiton populneus,NNNNNNNNN111,NNNNNN1111NN
Brachychiton,rupestris,tree,25,NA,follicle,NA,NA,15,35,15,25,6,7,Brachychiton rupestris,NNNNNNNN111N,11111NNNNN11
Brachychiton,velutinosus,tree,20,NA,follicle,NA,NA,65,110,30,45,11,12,Brachychiton velutinosus,NNNNNNN1111N,1NNNNNNN1111
Commersonia,bartramia,tree,25,0.5,capsule,NA,NA,10,25,10,25,1,5,Commersonia bartramia,111NNNNN1111,11111111NNNN
Commersonia,fraseri,tree,8,0.15,capsule,NA,NA,15,25,15,25,1.5,2,Commersonia fraseri,111NNNNN1111,111NNNNNNNN1
Firmiana,papuana,tree,25,NA,follicle,NA,NA,35,80,28,35,6,8,Firmiana papuana,N11NNNNNNNNN,NN111111NNNN
Franciscodendron,laurifolium,tree,30,NA,samara,NA,NA,50,70,15,20,15,15,Franciscodendron laurifolium,NNNNNNNNN111,111NNNNNNN11
Helicteres,isora,shrub,3,NA,capsule,NA,NA,30,50,6,8,1,2,Helicteres isora,111NNNNNNNNN,1111111NNNNN
Helicteres,semiglabra,shrub,2,NA,capsule,NA,NA,7,18,NA,NA,1,2,Helicteres semiglabra,1111111NNNNN,NN11111111NN
Heritiera,littoralis,tree,15,NA,nut,NA,NA,50,100,30,60,NA,NA,Heritiera littoralis,NN11NNNNNNNN,NNN11111111N
Indagator,fordii,tree,9,NA,capsule,NA,NA,30,50,30,50,7,7,Indagator fordii,NA,NNNN11111111
Kleinhovia,hospita,tree,8,NA,capsule,NA,NA,12,20,15,25,3,4,Kleinhovia hospita,111NNNNNNNNN,1111NNNNNNNN
Melhania,oblongifolia,herb/shrub,1,NA,capsule,NA,NA,5,10,5,10,2,3,Melhania oblongifolia,NNNNN11NNNNN,NNN1111NNNNN
Sterculia,(Annan River),tree,26,NA,follicle,NA,NA,70,70,40,40,NA,NA,Sterculia (Annan River),NNNNNNN111NN,NNNNNNNNNN11
Sterculia,quadrifida,tree,25,0.45,follicle,NA,NA,35,80,18,50,13,20,Sterculia quadrifida,N1111111111N,1NNN11111111
Sterculia,shillinglawii,tree,30,NA,follicle,NA,NA,40,90,10,28,11,16,Sterculia shillinglawii,NNNNNN1111NN,11NNNNNNNN11
Waltheria,indica,shrub,4,NA,capsule,NA,NA,2,2,NA,NA,1,2,Waltheria indica,N11111111NNN,NNNN1NNNNNNN
Strychnos,arborea,tree,18,0.3,berry,Topknot Pigeon & Rose-crowned Fruit-dove,birds,12,12,12,12,6,6,Strychnos arborea,1NNNNNNNNNN1,NNNNN1111111
Strychnos (sometimes included in Loganiaceae),lucida,tree,12,NA,berry,many bird species,birds,16,35,16,35,12,15,Strychnos (sometimes included in Loganiaceae) lucida,1NNN11111111,NNNN11111NNN
Strychnos (sometimes included in Loganiaceae),minor,vine,NA,NA,berry,"Cassowary, Magnificent Riflebird & Metallic Starling",birds cassowary,NA,30,20,40,14,17,Strychnos (sometimes included in Loganiaceae) minor,1NNN11111111,NNN11111111N
Strychnos (sometimes included in Loganiaceae),psilosperma,tree,6,NA,berry,Satin Bowerbird & King Parrot,birds,9,9,9,9,8,8,Strychnos (sometimes included in Loganiaceae) psilosperma,111111NNNNNN,NN1111111NNN
Guifoylia,monostylis,tree,20,0.65,berry,NA,NA,14,18,10,16,12,15,Guifoylia monostylis,NNNNNNNNN111,111NNNNNNNNN
Suriana,maritima,shrub,4,NA,nut,NA,NA,2,3,2,3,NA,NA,Suriana maritima,11NNN1111111,NNNNNNNN1111
Symplocos,(Big Tableland),shrub,4,NA,drupe,NA,NA,10,10,8,8,NA,NA,Symplocos (Big Tableland),NNNNNN1111NN,1NNNNNNNNNNN
Symplocos,(Boonjee),shrub,3,NA,drupe,NA,NA,11,25,9,14,10,18,Symplocos (Boonjee),NNNN11111NNN,11111NNN1111
Symplocos,(Mt Finnigan),tree,6,NA,drupe,NA,NA,7,10,4,6,7,10,Symplocos (Mt Finnigan),N1NNNNNNNNNN,NNNNNNNNNN1N
Symplocos,(North Mary),tree,15,NA,drupe,NA,NA,8,9,8,8,6,8,Symplocos (North Mary),NNN111NNNNNN,1NNNNNNNNNN1
Symplocos,ampuliformis,tree,15,NA,drupe,NA,NA,11,14,7,9,8,8,Symplocos ampuliformis,N11111NNNNNN,1NNNNNNNNNN1
Symplocos,baeuerlenii,shrub,7,0.15,drupe,NA,NA,8,10,NA,NA,6,6,Symplocos baeuerlenii,NNNNN1111NNN,11NNNNNNNNNN
Symplocos,cochinchinensis var. gittonsii,tree,30,NA,drupe,many bird species,birds,6,10,4,8,5,8,Symplocos cochinchinensis var. gittonsii,NNN111NNNNNN,111NNNNNNN11
Symplocos,cochinchinensis var. glaberrima,tree,20,NA,drupe,NA,NA,8,9,5,8,7,7,Symplocos cochinchinensis var. glaberrima,N1111NNNNNNN,1NNNNNNNNNN1
Symplocos,cochinchinensis var. pilosiuscula,tree,25,NA,drupe,NA,NA,7,10,4,6,6,8,Symplocos cochinchinensis var. pilosiuscula,NNNNN111111N,NNNNNNNNNN1N
Symplocos,crassiramifera,shrub,8,NA,drupe,NA,NA,7,10,4,6,NA,NA,Symplocos crassiramifera,NNN1111NNNNN,NNNNNN1NNNNN
Symplocos,cyanocarpa,shrub,5,NA,drupe,NA,NA,15,25,6,14,14,17,Symplocos cyanocarpa,1NNNN1111111,1NNNN1111111
Symplocos,grantitcola,shrub,3,NA,drupe,NA,NA,11,18,10,12,9,14,Symplocos grantitcola,1NNNNNNNNN11,NNNNNNNNNN1N
Symplocos,hayesii,shrub,3,NA,drupe,NA,NA,15,20,5,10,12,15,Symplocos hayesii,11111111NNNN,NNNNNNN1111N
Symplocos,hylandii,tree,6,NA,drupe,NA,NA,10,12,8,9,8,8,Symplocos hylandii,NN1NNNNNNNNN,1NNNNNNNNNNN
Symplocos,paucistaminea,tree,18,NA,drupe,fruit-doves,birds,6,7,4,7,5,5,Symplocos paucistaminea,NNN11111NNNN,1NNNNNNNNNN1
Symplocos,harroldii,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symplocos harroldii,NA,NA
Symplocos,stawellii stawellii,tree,25,0.8,drupe,NA,NA,4,7,4,5,5,5,Symplocos stawellii stawellii,NNNN111NNNNN,1NNNNNNNNNNN
Symplocos,stawellii var. montana,tree,8,NA,drupe,fruit-doves,birds,6,15,4,8,5,14,Symplocos stawellii var. montana,NNNNNNNN11NN,111111NNNNNN
Symplocos,thwaitesii,tree,18,0.45,drupe,"Green Catbird, Regent Bowerbird, Satin Bowerbird, Rose-crowned Fruit-dove, Wompoo Fruit-dove & Topknot Pigeon",birds,12,14,NA,NA,NA,NA,Symplocos thwaitesii,NNNN11NNNNNN,111NNNNNNNNN
Tacca,leontopetaloides,herb,2,NA,berry,NA,NA,20,40,15,25,4,8,Tacca leontopetaloides,111NNNNNNNN1,N1111NNNNNNN
Camellia,sinensis,shrub,5,NA,capsule,NA,NA,14,14,25,30,10,15,Camellia sinensis,NNNN1111NNNN,1111NNNNNN11
Ternstroemia,cherryi,tree,20,NA,capsule,"Metallic Starling, fruit-doves, possums & native rats",birds mammals,25,50,25,35,15,20,Ternstroemia cherryi,111NNNNNN111,1.11111E+11
Lethedon,setosa,tree,15,NA,capsule,Musky Rat-kangaroo,mammals,15,25,15,25,5,15,Lethedon setosa,NNNNNNNNNN11,11111111NNNN
Phaleria,biflora,tree,5,NA,drupe,NA,NA,12,15,7,8,8,8,Phaleria biflora,1NNNNNNNNNN1,NNNN111111NN
Phaleria,chermsideana,tree,10,0.2,drupe,NA,NA,10,15,NA,NA,7,7,Phaleria chermsideana,NNNNNNN1NNNN,NA
Phaleria,clerodendron,tree,10,NA,drupe,Cassowary,cassowary,20,40,35,55,20,20,Phaleria clerodendron,1111NNN11111,1111111NNNN1
Phaleria,octandra,shrub,3,NA,drupe,Cassowary,cassowary,10,15,10,15,NA,NA,Phaleria octandra,1.11111E+11,N111111111NN
Pimelea,aquilonia,shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pimelea aquilonia,NN1111111NNN,NA
Pimelea,latifolia,shrub,3,NA,nut,NA,NA,4,6,NA,NA,4,4,Pimelea latifolia,111111NNN111,N1111NNNNNNN
Pimelea,ligustrina hypericina,shrub,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pimelea ligustrina hypericina,NA,NA
Pimelea,ligustrina ligustrina,shrub,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pimelea ligustrina ligustrina,NA,NA
Pimelea,linifolia,shrub,1.5,NA,nut,NA,NA,3,5,NA,NA,NA,NA,Pimelea linifolia,1111NNN11111,NNNNNNNN1111
Pimelea,sericostachya,herb/shrub,1.7,NA,nut,NA,NA,4,4,3,3,NA,NA,Pimelea sericostachya,NN111111NNNN,NNN111NNNNNN
Wikstroemia,indica,shrub,4,NA,drupe,Mistletoebird & Brown Cuckoo-dove,birds,5,10,NA,NA,6,6,Wikstroemia indica,11NNNNNN1111,111111NNNNN1
Berrya,javanica,tree,25,NA,capsule,Trumpet Manucode,birds,15,25,25,35,5,6,Berrya javanica,NNN1111111NN,NNN111111111
Brownlowia,argentea,tree,10,NA,capsule,NA,NA,16,16,13,13,NA,NA,Brownlowia argentea,NNNN1111111N,NNNN1111111N
Grewia,asiatica,shrub,5,NA,drupe,NA,NA,8,8,6,8,NA,NA,Grewia asiatica,1NNNNNNNNN11,111NNNNNNN11
Grewia,australis,shrub,4,NA,drupe,NA,NA,6,10,6,10,5,7,Grewia australis,11111NNNNNNN,NNNN11NNNNNN
Grewia,breviflora,tree,14,NA,drupe,NA,NA,5,10,6,9,NA,NA,Grewia breviflora,11NNNNNN1111,11111NNNNNN1
Grewia,latifolia,shrub,2,NA,drupe,NA,NA,8,15,8,15,5,5,Grewia latifolia,1111111NNNN1,NN11111NNNNN
Grewia,mesomischa,shrub,3,NA,drupe,NA,NA,6,9,12,14,NA,NA,Grewia mesomischa,1111111NNNNN,NNNN111NNNNN
Grewia,oxyphylla,vine/shrub,5,NA,drupe,Pied Imperial-pigeon,birds,6,14,10,22,6,8,Grewia oxyphylla,11111NNN1111,NNNN11111NNN
Grewia,papuana,tree,15,NA,drupe,Mistletoebird & Eclectus Parrot,birds,5,10,6,14,5,6,Grewia papuana,111111NNNNN1,NNNN111111NN
Grewia,retusifolia,shrub,1.5,NA,drupe,NA,NA,6,10,13,16,5,7,Grewia retusifolia,111NNNNN1111,N1111111NNNN
Grewia,scabrella,shrub,5,NA,drupe,NA,NA,7,8,8,8,5,5,Grewia scabrella,11NNNNNNNN11,11111NNNNN11
Trichospermum,pleiostigma,tree,25,NA,capsule,NA,NA,5,8,4,7,1,2,Trichospermum pleiostigma,NNNNNNN11111,NNNNNNNNN111
Triumfetta,micracantha,shrub,1,NA,capsule,NA,NA,7,9,5,8,NA,NA,Triumfetta micracantha,11NNNNNNNNNN,NNN1111NNNNN
Triumfetta,pilosa,shrub,2,NA,capsule,NA,NA,20,25,20,25,3,3,Triumfetta pilosa,NN11111NNNNN,1.11111E+11
Triumfetta,rhomboidea,shrub,2,NA,capsule,NA,NA,5,9,5,8,3,3,Triumfetta rhomboidea,N11111NNNNNN,NN11111111NN
Sciaphila,(Hann Creek),herb,0.2,NA,capsule,NA,NA,0.5,0.5,NA,NA,NA,NA,Sciaphila (Hann Creek),NNNNN1NNNNNN,NNNNN1NNNNNN
Sciaphila,arfakiana,herb,0.28,NA,cluster of capsules,NA,NA,0.2,1,NA,NA,NA,NA,Sciaphila arfakiana,11111NNNNN11,11111NNNNN11
Aphananthe,philippinensis,tree,35,0.85,drupe,many bird species,birds,6,12,6,8,5,7,Aphananthe philippinensis,1NNNNNNNN111,11111NNNNNNN
Celtis,hildebrandii,tree,38,NA,drupe,NA,NA,11,14,11,14,NA,NA,Celtis hildebrandii,NA,1NNNNNNN1111
Celtis,paniculata,tree,39,0.9,drupe,Pied Imperial-pigeon & Great Bowerbird,birds,7,12,9,11,NA,NA,Celtis paniculata,1NNNNNNNN111,NN1111NNNNNN
Celtis,philippinensis,tree,15,NA,drupe,NA,NA,7,15,6,11,NA,NA,Celtis philippinensis,1NNNNNNNNN11,1111111NNNNN
Celtis,sinensis,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celtis sinensis,NA,NA
Celtis,timorensis,tree,10,NA,drupe,NA,NA,NA,NA,9,11,NA,NA,Celtis timorensis,NNNNNNNNNN1N,NNN111NNNNNN
Trema,orientalis,tree,30,NA,drupe,"Cassowary, Figbird & Satin Bowerbird",birds cassowary,3,5,2,4,2,2,Trema orientalis,111NNNNNN111,111NNNNNNNNN
Trema,tomentosa tomentosa,tree,6,NA,drupe,many bird species,birds,3,4,2,3,2,2,Trema tomentosa tomentosa,N11111111NNN,NN1111111NNN
Trema,tomentosa viridis,tree,8,0.15,drupe,many bird species,birds,2,4,2,4,2,2,Trema tomentosa viridis,111111NNN111,111111NNNNNN
Boehmeria,nivea,shrub,5,NA,nut (the seed-like object inside each fleshy sac),NA,NA,5,5,5,5,NA,NA,Boehmeria nivea,1111NNNNN111,111NNNNNNNNN
Boehmeria,macrophylla,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boehmeria macrophylla,NA,NA
Dendrocnide,corallodesme,tree,8,NA,nut (the seed-like object inside each fleshy sac),NA,NA,3,3,2,3,NA,NA,Dendrocnide corallodesme,NNNNNNNNNNN1,NA
Dendrocnide,cordata,shrub,2,NA,nut (the seed-like object inside each fleshy sac),NA,NA,2,2,NA,NA,NA,NA,Dendrocnide cordata,NA,NA
Dendrocnide,cordifolia,shrub,4,NA,nut (the seed-like object inside each fleshy sac),NA,NA,2,2,NA,NA,NA,NA,Dendrocnide cordifolia,11NNNNNNN111,N11111111NNN
Dendrocnide,excelsa,tree,40,4.3,nut,Green Catbird & Regent Bowerbird,birds,NA,NA,2.5,2.5,NA,NA,Dendrocnide excelsa,1111NNNNNN11,NN111111NNNN
Dendrocnide,moroides,shrub,10,0.03,nut (the seed-like object inside each fleshy sac),NA,NA,2,2,NA,NA,NA,NA,Dendrocnide moroides,111NNNNNNN11,N111111111NN
Dendrocnide,photinophylla,tree,30,0.75,nut (the seed-like object inside each fleshy sac),Figbird & Torresian Crow,birds,2,2,NA,NA,NA,NA,Dendrocnide photinophylla,11111111NNNN,N111111NNNNN
Elatostema,reticulatum,herb,2,NA,nut,NA,NA,1,2,1,1,NA,NA,Elatostema reticulatum,1111NNNNNN11,NNNNNNNNNN1N
Laportea,interrupta,herb,2,NA,nut,NA,NA,1,1,NA,NA,NA,NA,Laportea interrupta,N11111NNNNNN,N11111NNNNNN
Nothocnide,repanda,vine/shrub,NA,NA,nut (the seed-like object inside each fleshy sac),NA,NA,1,1,NA,NA,NA,NA,Nothocnide repanda,NNNNNNNNNN1N,11NNNNNNNNNN
Pipturus,argenteus,tree,10,0.2,nut (the seed-like object inside each fleshy sac),"Silvereye, Victoria's Riflebird, Mistletoebird, Bridled Honeyeater, Macleay's Honeyeater & Lewin's Honeyeater",birds,4,6,4,6,NA,NA,Pipturus argenteus,1.11111E+11,111111NNNNNN
Pozolzia,zeylanica,herb,1,NA,nut,NA,NA,3,3,NA,NA,NA,NA,Pozolzia zeylanica,N11NNNNNNNNN,111NNNNNNNNN
Procris,pedunculata,herb,NA,NA,nut,NA,NA,1,1,NA,NA,NA,NA,Procris pedunculata,11NNNNNNNNNN,NNNNN11NNNNN
Urtica,incisa,herb/shrub,1,NA,seed-like nut,NA,NA,2,2,NA,NA,NA,NA,Urtica incisa,1111NNNNN111,NNN1111111NN
Duranta,erecta,shrub,5,NA,drupe,many bird species,birds,7,12,7,12,3,4,Duranta erecta,1.11111E+11,1.11111E+11
Lantana,camara,shrub,NA,4,drupe,many bird species,birds,4,8,4,8,NA,NA,Lantana camara,1.11111E+11,11111NNNNN11
Stachytarpheta,cayennensis,shrub,2,NA,nut,NA,NA,3,4,2,2,NA,NA,Stachytarpheta cayennensis,1111111NN111,NA
