"species","trait_name","trait_value","trait_name_standardised","trait_value_standardised","value_type","flowering_time_type","number_records","number_obs","percent_records","commonness","notes"
"Banksia sphaerocarpa var. sphaerocarpa","pollinator_type","bird","flower_visitor","bird",,,23,4,17,"occasionally",""
"Banksia sphaerocarpa var. sphaerocarpa","pollinator_type","flies","flower_visitor","fly",,,23,2,9,"rarely",""
"Banksia sphaerocarpa var. sphaerocarpa","specific_pollinator","ant","flower_visitor","ant",,,23,5,22,"occasionally",""
"Banksia sphaerocarpa var. sphaerocarpa","specific_pollinator","bee (unspecified)","flower_visitor","bee",,,23,13,57,"usually",""
"Banksia sphaerocarpa var. sphaerocarpa","specific_pollinator","European honey bee","flower_visitor","honeybee",,,23,1,4,"rarely",""
"Banksia sphaerocarpa var. sphaerocarpa","months_flowering_range","flowers recorded in all months except Sep and Nov; main period Feb-May","flowering_time","YYYYYYYYNYNY",,"full range",,,,,"text: 'flowers have been recorded in all months of the year except September and November though the main flowering period is from February to May. There does not appear to be a dominant season for new shoot growth'"
"Banksia sphaerocarpa var. sphaerocarpa","months_flowering_peak","Apr-May","flowering_time","NNNYYNNNNNNN",,"peak flowering",,,,,"chart shows Apr and May both ~90% fully open, the tallest bars"
"Banksia sphaerocarpa var. sphaerocarpa","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia spinulosa","growth_form","tree","plant_growth_form","tree",,,1386,,9,"rarely",""
"Banksia spinulosa","growth_form","shrub","plant_growth_form","shrub",,,1386,,89,"usually",""
"Banksia spinulosa","growth_form","unspecified",,,,,1386,,2,"rarely",""
"Banksia spinulosa","growth_response","ground resprout and killed, new seedlings; killed, new seedlings; killed, no seedlings","resprouting_capacity","fire_killed",,,161,39,24,,
"Banksia spinulosa","growth_response","ground resprout; ground resprout and killed, new seedlings; trunk resprout","resprouting_capacity","resprouts",,,161,124,77,,
"Banksia spinulosa","growth_response","ground resprout and killed, new seedlings; killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,161,30,19,,
"Banksia spinulosa","growth_response","killed, no seedlings","post_fire_recruitment","post_fire_recruitment_absent",,,161,9,6,,
"Banksia spinulosa","growth_response","ground resprout; ground resprout and killed, new seedlings","bud_bank_location","basal_buds",,,161,117,73,,
"Banksia spinulosa","growth_response","trunk resprout","bud_bank_location","epicormic_buds",,,161,7,4,,
"Banksia spinulosa","growth_response","unspecified",,,,,235,,31,,""
"Banksia spinulosa","flowering_response","occurred after fire",,,,,125,,,,""
"Banksia spinulosa","flowering_response","median time to flowering: 25-36 months","fire_time_from_fire_to_flowering","30.5","median",,125,,,,""
"Banksia spinulosa","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,125,,,,""
"Banksia spinulosa","flowering_response","not occurred after fire",,,,,35,,,,""
"Banksia spinulosa","flowering_response","median time to no flowering: 13-24 months","fire_time_from_fire_to_no_flowering","18.5","median",,35,,,,""
"Banksia spinulosa","flowering_response","maximum time to no flowering: 49-60 months","fire_time_from_fire_to_no_flowering","54.5","maximum",,35,,,,""
"Banksia spinulosa","pollinator_type","no pollinator observed",,,,,859,747,,,""
"Banksia spinulosa","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,108,43,40,"commonly",""
"Banksia spinulosa","pollinator_type","bird","flower_visitor","bird",,,108,60,56,"usually",""
"Banksia spinulosa","pollinator_type","flies","flower_visitor","fly",,,108,1,0.9,"rarely",""
"Banksia spinulosa","pollinator_type","mammal","flower_visitor","mammal",,,108,4,4,"rarely",""
"Banksia spinulosa","specific_pollinator","ant","flower_visitor","ant",,,108,15,14,"occasionally",""
"Banksia spinulosa","specific_pollinator","bee (unspecified); native bee","flower_visitor","bee",,,108,21,19,"occasionally",""
"Banksia spinulosa","specific_pollinator","Eastern Yellow Robin","flower_visitor","bird",,,108,1,0.9,"rarely",""
"Banksia spinulosa","specific_pollinator","European honey bee","flower_visitor","honeybee",,,108,9,8,"rarely",""
"Banksia spinulosa","specific_pollinator","honeyeater (unspecified); New Holland Honeyeater; White-eared Honeyeater; Yellow-faced Honeyeater; White-plumed Honeyeater; Lewin's Honeyeater; Crescent Honeyeater; White-cheeked Honeyeater; Brown Honeyeater; Eastern Spinebill; Noisy Miner; wattlebird (unspecified); Red Wattlebird; Noisy Friarbird","flower_visitor","honeyeater",,,108,48,44,"commonly",""
"Banksia spinulosa","specific_pollinator","Brown Antechinus; Pygmy-possum","flower_visitor","marsupial",,,108,5,5,"rarely",""
"Banksia spinulosa","specific_pollinator","European wasp","flower_visitor","wasp",,,108,1,0.9,"rarely",""
"Banksia spinulosa","months_flowering_range","Jan-Oct","flowering_time","YYYYYYYYYYNN",,"full range",,,,,"text: 'Flowering peaks in autumn, but was recorded from January to October.' Four varieties are recognised (cunninghamii, neoanglica, collina, spinulosa) but not given separate data pages in this atlas - volunteers had difficulty distinguishing atypical/intermediate forms"
"Banksia spinulosa","months_flowering_peak","Jun","flowering_time","NNNNNYNNNNNN",,"peak flowering",,,,,"tallest fully open bar in chart (~90%), consistent with the text's peaks in autumn (though Jun is technically early winter)"
"Banksia spinulosa","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia spinulosa var. collina","growth_form","tree","plant_growth_form","tree",,,191,,2,"rarely",""
"Banksia spinulosa var. collina","growth_form","shrub","plant_growth_form","shrub",,,191,,98,"usually",""
"Banksia spinulosa var. collina","growth_response","ground resprout and killed, new seedlings","resprouting_capacity","fire_killed",,,32,1,3,,
"Banksia spinulosa var. collina","growth_response","ground resprout; ground resprout and killed, new seedlings","resprouting_capacity","resprouts",,,32,32,100,,
"Banksia spinulosa var. collina","growth_response","ground resprout and killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,32,1,3,,
"Banksia spinulosa var. collina","growth_response","ground resprout; ground resprout and killed, new seedlings","bud_bank_location","basal_buds",,,32,32,100,,
"Banksia spinulosa var. collina","growth_response","unspecified",,,,,45,,29,,""
"Banksia spinulosa var. collina","flowering_response","occurred after fire",,,,,23,,,,""
"Banksia spinulosa var. collina","flowering_response","median time to flowering: 13-24 months","fire_time_from_fire_to_flowering","18.5","median",,23,,,,""
"Banksia spinulosa var. collina","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,23,,,,""
"Banksia spinulosa var. collina","flowering_response","not occurred after fire",,,,,6,,,,""
"Banksia spinulosa var. collina","flowering_response","median time to no flowering: 12-13 months","fire_time_from_fire_to_no_flowering","12.5","median",,6,,,,""
"Banksia spinulosa var. collina","flowering_response","maximum time to no flowering: 13-24 months","fire_time_from_fire_to_no_flowering","18.5","maximum",,6,,,,""
"Banksia spinulosa var. collina","pollinator_type","no pollinator observed",,,,,87,70,,,""
"Banksia spinulosa var. collina","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,17,8,47,"commonly",""
"Banksia spinulosa var. collina","pollinator_type","bird","flower_visitor","bird",,,17,9,53,"usually",""
"Banksia spinulosa var. collina","specific_pollinator","ant","flower_visitor","ant",,,17,2,12,"occasionally",""
"Banksia spinulosa var. collina","specific_pollinator","bee (unspecified)","flower_visitor","bee",,,17,4,24,"occasionally",""
"Banksia spinulosa var. collina","specific_pollinator","European honey bee","flower_visitor","honeybee",,,17,2,12,"occasionally",""
"Banksia spinulosa var. collina","specific_pollinator","Brown Honeyeater; White-cheeked Honeyeater; White-eared Honeyeater; Lewin's Honeyeater; Eastern Spinebill; Noisy Friarbird","flower_visitor","honeyeater",,,17,9,53,"usually",""
"Banksia spinulosa var. collina","months_flowering_range","Feb-Sep","flowering_time","NYYYYYYYYNNN",,"full range",,,,,"text: 'The main flowering period is from late summer to early spring'"
"Banksia spinulosa var. collina","months_flowering_peak","Feb","flowering_time","NYNNNNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~100%); Jun also high (~90%)"
"Banksia spinulosa var. collina","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia spinulosa var. cunninghamii","growth_form","tree","plant_growth_form","tree",,,331,,27,"commonly",""
"Banksia spinulosa var. cunninghamii","growth_form","shrub","plant_growth_form","shrub",,,331,,70,"usually",""
"Banksia spinulosa var. cunninghamii","growth_form","unspecified",,,,,331,,2,"rarely",""
"Banksia spinulosa var. cunninghamii","growth_response","killed, new seedlings; killed, no seedlings","resprouting_capacity","fire_killed",,,30,29,97,,
"Banksia spinulosa var. cunninghamii","growth_response","ground resprout","resprouting_capacity","resprouts",,,30,1,3,,
"Banksia spinulosa var. cunninghamii","growth_response","killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,30,21,70,,
"Banksia spinulosa var. cunninghamii","growth_response","killed, no seedlings","post_fire_recruitment","post_fire_recruitment_absent",,,30,8,27,,
"Banksia spinulosa var. cunninghamii","growth_response","ground resprout","bud_bank_location","basal_buds",,,30,1,3,,
"Banksia spinulosa var. cunninghamii","growth_response","unspecified",,,,,50,,40,,""
"Banksia spinulosa var. cunninghamii","flowering_response","occurred after fire",,,,,27,,,,""
"Banksia spinulosa var. cunninghamii","flowering_response","median time to flowering: 13-24 months","fire_time_from_fire_to_flowering","18.5","median",,27,,,,""
"Banksia spinulosa var. cunninghamii","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,27,,,,""
"Banksia spinulosa var. cunninghamii","flowering_response","not occurred after fire",,,,,10,,,,""
"Banksia spinulosa var. cunninghamii","flowering_response","median time to no flowering: 13-24 months","fire_time_from_fire_to_no_flowering","18.5","median",,10,,,,""
"Banksia spinulosa var. cunninghamii","flowering_response","maximum time to no flowering: 25-36 months","fire_time_from_fire_to_no_flowering","30.5","maximum",,10,,,,""
"Banksia spinulosa var. cunninghamii","pollinator_type","no pollinator observed",,,,,223,205,,,""
"Banksia spinulosa var. cunninghamii","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,15,4,27,"commonly",""
"Banksia spinulosa var. cunninghamii","pollinator_type","bird","flower_visitor","bird",,,15,11,73,"usually",""
"Banksia spinulosa var. cunninghamii","specific_pollinator","ant","flower_visitor","ant",,,15,1,7,"rarely",""
"Banksia spinulosa var. cunninghamii","specific_pollinator","bee (unspecified)","flower_visitor","bee",,,15,2,13,"occasionally",""
"Banksia spinulosa var. cunninghamii","specific_pollinator","European honey bee","flower_visitor","honeybee",,,15,1,7,"rarely",""
"Banksia spinulosa var. cunninghamii","specific_pollinator","honeyeater (unspecified); Crescent Honeyeater; wattlebird (unspecified); Red Wattlebird; Eastern Spinebill","flower_visitor","honeyeater",,,15,17,100,"usually",""
"Banksia spinulosa var. cunninghamii","specific_pollinator","Brown Antechinus","flower_visitor","marsupial",,,15,1,7,"rarely",""
"Banksia spinulosa var. cunninghamii","specific_pollinator","European wasp","flower_visitor","wasp",,,15,1,7,"rarely",""
"Banksia spinulosa var. cunninghamii","months_flowering_range","Apr-Aug","flowering_time","NNNYYYYYNNNN",,"full range",,,,,"text: 'The main flowering period is largely from April to August'; unlike the other varieties, var. cunninghamii is non-lignotuberous, killed by fire and regenerating from seedling regrowth (may take 3+ years, though flowering was recorded just 18 months post-fire at Bastion Point, Victoria)"
"Banksia spinulosa var. cunninghamii","months_flowering_peak","May","flowering_time","NNNNYNNNNNNN",,"peak flowering",,,,,"tallest 'fully open' bar in chart (~100%)"
"Banksia spinulosa var. cunninghamii","months_fruiting_cones_present","uncertain - not confidently isolated from chart",,,,,,,,,"LOW CONFIDENCE - flag for manual check"
"Banksia spinulosa var. neoanglica","growth_form","shrub","plant_growth_form","shrub",,,35,,100,"usually",""
"Banksia spinulosa var. neoanglica","growth_response","killed, new seedlings","resprouting_capacity","fire_killed",,,9,1,11,,
"Banksia spinulosa var. neoanglica","growth_response","ground resprout","resprouting_capacity","resprouts",,,9,8,89,,
"Banksia spinulosa var. neoanglica","growth_response","killed, new seedlings","post_fire_recruitment","post_fire_recruitment",,,9,1,11,,
"Banksia spinulosa var. neoanglica","growth_response","ground resprout","bud_bank_location","basal_buds",,,9,8,89,,
"Banksia spinulosa var. neoanglica","growth_response","unspecified",,,,,14,,36,,""
"Banksia spinulosa var. neoanglica","flowering_response","occurred after fire",,,,,9,,,,""
"Banksia spinulosa var. neoanglica","flowering_response","median time to flowering: 49-60 months","fire_time_from_fire_to_flowering","54.5","median",,9,,,,""
"Banksia spinulosa var. neoanglica","flowering_response","minimum time to flowering: <1 month","fire_time_from_fire_to_flowering","1","minimum",,9,,,,""
"Banksia spinulosa var. neoanglica","flowering_response","not occurred after fire",,,,,1,,,,""
"Banksia spinulosa var. neoanglica","flowering_response","maximum time to no flowering: 49-60 months","fire_time_from_fire_to_no_flowering","54.5","maximum",,1,,,,""
"Banksia spinulosa var. neoanglica","pollinator_type","no pollinator observed",,,,,10,5,,,""
"Banksia spinulosa var. neoanglica","pollinator_type","bees, wasps, ants","flower_visitor","bee wasp ant",,,5,1,20,"occasionally",""
"Banksia spinulosa var. neoanglica","pollinator_type","bird","flower_visitor","bird",,,5,4,80,"usually",""
"Banksia spinulosa var. neoanglica","specific_pollinator","Eastern Spinebill","flower_visitor","honeyeater",,,5,2,40,"commonly",""
"Banksia spinulosa var. neoanglica","months_flowering_range","May, Jul-Aug","flowering_time","NNNNYNYYNNNN",,"full range",,,,,"text: 'the relatively small amount of flowering data available suggests that it flowers from May to August'; a newly recognised variety (George 1987), about one-quarter of records were of plants resprouting from lignotubers post-fire"
