Family,Nameinfra,Fire_Response_Adult,Resprout_Type
STYLIDIACEAE,Stylidium divergens,NA,NA
STYLIDIACEAE,Stylidium dunlopianum,NA,NA
STYLIDIACEAE,Stylidium ensatum,NA,NA
STYLIDIACEAE,Stylidium ericksoniae,NA,NA
STYLIDIACEAE,Stylidium fissilobum,1,5
STYLIDIACEAE,Stylidium floodii,NA,NA
STYLIDIACEAE,Stylidium floribundum,NA,NA
STYLIDIACEAE,Stylidium fluminense,NA,NA
STYLIDIACEAE,Stylidium inaequipetalum,NA,NA
STYLIDIACEAE,Stylidium leptorrhizum,NA,NA
STYLIDIACEAE,Stylidium lobuliflorum,NA,NA
STYLIDIACEAE,Stylidium longicornu,NA,NA
STYLIDIACEAE,Stylidium multiscapum,1,5
STYLIDIACEAE,Stylidium muscicola,NA,NA
STYLIDIACEAE,Stylidium nominatum,NA,NA
STYLIDIACEAE,Stylidium pachyrhizum,NA,NA
STYLIDIACEAE,Stylidium pedunculatum,NA,NA
STYLIDIACEAE,Stylidium perizostera,NA,NA
STYLIDIACEAE,Stylidium prophyllum,NA,NA
STYLIDIACEAE,Stylidium rivulosum,NA,NA
STYLIDIACEAE,Stylidium rotundifolium,NA,NA
STYLIDIACEAE,Stylidium schizanthum,1,5
STYLIDIACEAE,Stylidium semipartitum,NA,NA
STYLIDIACEAE,Stylidium simulans,NA,NA
STYLIDIACEAE,Stylidium stenophyllum,NA,NA
STYLIDIACEAE,Stylidium symonii,NA,NA
STYLIDIACEAE,Stylidium tenerrimum,NA,NA
STYLIDIACEAE,Stylidium tenerum,NA,NA
STYLIDIACEAE,Stylidium tepperianum,NA,NA
STYLIDIACEAE,Stylidium turbinatum,NA,NA
SURIANACEAE,Stylobasium spathulatum,2,7
FABACEAE,Stylosanthes guianensis,NA,NA
FABACEAE,Stylosanthes hamata,NA,NA
FABACEAE,Stylosanthes humilis,1,5
FABACEAE,Stylosanthes scabra,NA,NA
FABACEAE,Stylosanthes viscosa,NA,NA
CHENOPODIACEAE,Suaeda arbusculoides,NA,NA
EUPHORBIACEAE,Suregada glomerulata,2,2
SURIANACEAE,Suriana maritima,NA,NA
FABACEAE,Swainsona acuticarinata,NA,NA
FABACEAE,Swainsona affinis,2,2
FABACEAE,Swainsona burkei,5,NA
FABACEAE,Swainsona campylantha,NA,NA
FABACEAE,Swainsona canescens,1,5
FABACEAE,Swainsona colutoides,1,5
FABACEAE,Swainsona cyclocarpa,NA,NA
FABACEAE,Swainsona disjuncta,NA,NA
FABACEAE,Swainsona flavicarinata,1,5
FABACEAE,Swainsona formosa,NA,NA
FABACEAE,Swainsona laciniata,NA,NA
FABACEAE,Swainsona laxa,NA,NA
FABACEAE,Swainsona microphylla,NA,NA
FABACEAE,Swainsona oligophylla,NA,NA
FABACEAE,Swainsona oliveri,NA,NA
FABACEAE,Swainsona oroboides,NA,NA
FABACEAE,Swainsona phacoides,1,5
FABACEAE,Swainsona purpurea,NA,NA
FABACEAE,Swainsona rostrata,NA,NA
FABACEAE,Swainsona tanamiensis,NA,NA
FABACEAE,Swainsona tenuis,NA,NA
FABACEAE,Swainsona unifoliolata,NA,NA
FABACEAE,Swainsona villosa,NA,NA
POACEAE,Symplectrodia gracilis,3,NA
POACEAE,Symplectrodia lanosa,NA,NA
RUBIACEAE,Synaptantha scleranthoides,NA,NA
RUBIACEAE,Synaptantha tillaeacea var. hispidula,NA,NA
RUBIACEAE,Synaptantha tillaeacea var. indeterminate,NA,NA
RUBIACEAE,Synaptantha tillaeacea var. tillaeacea,NA,NA
ASTERACEAE,Synedrella nodiflora,1,5
CYMODOCEACEAE,Syringodium isoetifolium,NA,NA
MYRTACEAE,Syzygium angophoroides,2,2
MYRTACEAE,Syzygium aqueum,NA,NA
MYRTACEAE,Syzygium arenitense,2,2
MYRTACEAE,Syzygium armstrongii,2,2
MYRTACEAE,Syzygium cumini,NA,NA
MYRTACEAE,Syzygium eucalyptoides subsp. bleeseri,2,3
MYRTACEAE,Syzygium eucalyptoides subsp. eucalyptoides,2,2
MYRTACEAE,Syzygium eucalyptoides subsp. indeterminate,NA,NA
MYRTACEAE,Syzygium fibrosum,2,2
MYRTACEAE,Syzygium forte subsp. forte,NA,NA
MYRTACEAE,Syzygium forte subsp. indeterminate,2,2
MYRTACEAE,Syzygium forte subsp. potamophilum,NA,NA
MYRTACEAE,Syzygium minutuliflorum,2,1
MYRTACEAE,Syzygium nervosum,2,2
MYRTACEAE,Syzygium suborbiculare,2,3
MYRTACEAE,Syzygium suborbiculare f. coastal,NA,NA
BIGNONIACEAE,Tabebuia chrysantha,NA,NA
APOCYNACEAE,Tabernaemontana orientalis,2,6
TACCACEAE,Tacca leontopetaloides,2,4
TACCACEAE,Tacca maculata,3,NA
FABACEAE,Tadehagi robustum,NA,NA
ADIANTACEAE,Taenitis blechnoides,1,5
ADIANTACEAE,Taenitis pinnata,1,5
PORTULACACEAE,Talinum portulacifolium,NA,NA
CAESALPINIACEAE,Tamarindus indica,2,2
TAMARICACEAE,Tamarix aphylla,NA,NA
TAMARICACEAE,Tamarix ramosissima,NA,NA
ASTERACEAE,Taraxacum officinale,NA,NA
RUBIACEAE,Tarenna dallachiana var. expandens,2,2
RUBIACEAE,Tarenna foliosa,NA,NA
RUBIACEAE,Tarenna pentamera,3,2
RUBIACEAE,Tarennoidea wallichii,3,2
TARGIONIACEAE,Targionia hypophylla,NA,NA
SEMATOPHYLLACEAE,Taxithelium instratum,NA,NA
SEMATOPHYLLACEAE,Taxithelium kerianum,NA,NA
SEMATOPHYLLACEAE,Taxithelium nepalense,NA,NA
SEMATOPHYLLACEAE,Taxithelium planum,NA,NA
BIGNONIACEAE,Tecoma stans,NA,NA
DRYOPTERIDACEAE,Tectaria siifolia,1,5
CHENOPODIACEAE,Tecticornia australasica,NA,NA
CHENOPODIACEAE,Tecticornia verrucosa,1,5
FABACEAE,Templetonia egena,2,2
FABACEAE,Templetonia hookeri,1,5
FABACEAE,Tephrosia arnhemica,2,4
FABACEAE,Tephrosia benthamii,NA,NA
FABACEAE,Tephrosia brachycarpa,1,5
FABACEAE,Tephrosia brachyodon var. cloncurrensis,NA,NA
FABACEAE,Tephrosia brachyodon var. indeterminate,1,5
FABACEAE,Tephrosia brachyodon var. longifolia,NA,NA
FABACEAE,Tephrosia brachyodon var. multiflora,NA,NA
FABACEAE,Tephrosia conspicua,1,5
FABACEAE,Tephrosia coriacea,2,2
FABACEAE,Tephrosia crocea,1,5
FABACEAE,Tephrosia d6333,NA,NA
FABACEAE,Tephrosia delestangii,1,5
FABACEAE,Tephrosia elliptica,NA,NA
FABACEAE,Tephrosia eriocarpa,2,2
FABACEAE,Tephrosia filipes var. indeterminate,1,5
FABACEAE,Tephrosia filipes var. latifolia,NA,NA
FABACEAE,Tephrosia forrestiana,1,5
FABACEAE,Tephrosia juncea,1,5
FABACEAE,Tephrosia lamproloboides,2,2
FABACEAE,Tephrosia laxa var. indeterminate,NA,NA
FABACEAE,Tephrosia leptoclada,1,5
FABACEAE,Tephrosia macrocarpa,1,5
FABACEAE,Tephrosia nana,1,5
FABACEAE,Tephrosia nematophylla,2,2
FABACEAE,Tephrosia oblongata,8,2
FABACEAE,Tephrosia oligophylla,2,2
FABACEAE,Tephrosia phaeosperma,8,2
FABACEAE,Tephrosia polyzyga,2,2
FABACEAE,Tephrosia porrecta,2,4
FABACEAE,Tephrosia purpurea var. indeterminate,NA,NA
FABACEAE,Tephrosia purpurea var. purpurea,NA,NA
FABACEAE,Tephrosia remotiflora,8,2
FABACEAE,Tephrosia reticulata,2,2
FABACEAE,Tephrosia rosea var. angustifolia,NA,NA
FABACEAE,Tephrosia rosea var. clementii,NA,NA
FABACEAE,Tephrosia rosea var. indeterminate,1,5
FABACEAE,Tephrosia rosea var. rosea,NA,NA
FABACEAE,Tephrosia savannicola,NA,NA
FABACEAE,Tephrosia simplicifolia,1,5
FABACEAE,Tephrosia sp. andrewii (A.A.Mitchell 3024),NA,NA
FABACEAE,Tephrosia sp. Barrow Creek (G.M.Chippendale 921),NA,5
FABACEAE,Tephrosia sp. bifacialis (G.M.Chippendale 7640),2,2
FABACEAE,Tephrosia sp. Bing Bong (N.M.Henry 115),1,5
FABACEAE,Tephrosia sp. carriemichelliae (C.R.Dunlop 6769),2,2
FABACEAE,Tephrosia sp. conduplicate (B.L.Rice 3139),2,2
FABACEAE,Tephrosia sp. crows foot (I.D.Cowie 8562),1,5
FABACEAE,Tephrosia sp. dunes (J.R.Maconochie 938),NA,5
FABACEAE,Tephrosia sp. ephippioides (N.B.Byrnes 65),1,5
FABACEAE,Tephrosia sp. granite (P.K.Latz 12116),NA,NA
FABACEAE,Tephrosia sp. gyropoda (R.A.Perry 1723),1,5
FABACEAE,Tephrosia sp. humifusa (M.Lazarides 7765),2,2
FABACEAE,Tephrosia sp. Katherine (H.S.McKee 8509),1,5
FABACEAE,Tephrosia sp. Maud Creek (C.R.Michell 43),2,2
FABACEAE,Tephrosia sp. metamorphics (C.R.Michell 2557),NA,NA
FABACEAE,Tephrosia sp. OT Station (S.T.Blake 17659),1,5
FABACEAE,Tephrosia sp. Pentecost River (I.D.Cowie 4168),1,5
FABACEAE,Tephrosia sp. procera (G.J.Leach 2346),1,5
FABACEAE,Tephrosia sp. valleculata (I.D.Cowie 7596),1,5
FABACEAE,Tephrosia sp. Willowra (G.M.Chippendale 4809),1,5
FABACEAE,Tephrosia spechtii,1,5
FABACEAE,Tephrosia sphaerospora,NA,NA
FABACEAE,Tephrosia stipuligera,1,5
FABACEAE,Tephrosia stuartii,1,5
FABACEAE,Tephrosia subpectinata,1,5
FABACEAE,Tephrosia supina,5,2
FABACEAE,Tephrosia uniovulata,1,5
FABACEAE,Tephrosia vestita,NA,NA
FABACEAE,Tephrosia villosa,NA,NA
FABACEAE,Tephrosia virens,1,5
COMBRETACEAE,Terminalia aridicola subsp. aridicola,NA,NA
COMBRETACEAE,Terminalia aridicola subsp. chillagoensis,NA,NA
COMBRETACEAE,Terminalia aridicola subsp. indeterminate,NA,NA
COMBRETACEAE,Terminalia arostrata,2,3
COMBRETACEAE,Terminalia bursarina,NA,NA
COMBRETACEAE,Terminalia canescens,2,6
COMBRETACEAE,Terminalia carpentariae,2,2
COMBRETACEAE,Terminalia catappa,3,2
COMBRETACEAE,Terminalia cunninghamii,NA,NA
COMBRETACEAE,Terminalia erythrocarpa,2,2
COMBRETACEAE,Terminalia ferdinandiana,2,7
COMBRETACEAE,Terminalia fitzgeraldii,NA,NA
COMBRETACEAE,Terminalia grandiflora,2,2
COMBRETACEAE,Terminalia latipes subsp. latipes,2,3
COMBRETACEAE,Terminalia microcarpa,3,2
COMBRETACEAE,Terminalia petiolaris,NA,NA
COMBRETACEAE,Terminalia platyphylla,2,2
COMBRETACEAE,Terminalia platyptera,2,3
COMBRETACEAE,Terminalia pterocarya,2,3
COMBRETACEAE,Terminalia savannicola,NA,NA
COMBRETACEAE,Terminalia sp. Black Point (G.M.Wightman 120),3,2
COMBRETACEAE,Terminalia subacroptera,2,2
COMBRETACEAE,Terminalia volucris,2,6
THEACEAE,Ternstroemia cherryi,3,5
AIZOACEAE,Tetragonia eremaea,NA,NA
LAMIACEAE,Teucrium albicaule,NA,NA
LAMIACEAE,Teucrium grandiusculum subsp. grandiusculum,3,2
LAMIACEAE,Teucrium integrifolium,NA,NA
LAMIACEAE,Teucrium racemosum,3,2
HYDROCHARITACEAE,Thalassia hemprichii,NA,NA
CYMODOCEACEAE,Thalassodendron ciliatum,NA,NA
POACEAE,Thaumastochloa brassii,NA,NA
POACEAE,Thaumastochloa major,1,5
POACEAE,Thaumastochloa monilifera,NA,NA
POACEAE,Thaumastochloa pubescens,NA,NA
POACEAE,Thaumastochloa rariflora,NA,NA
POACEAE,Thaumastochloa rubra,NA,NA
POACEAE,Thaumastochloa striata,NA,NA
THYMELAEACEAE,Thecanthes concreta,NA,NA
THYMELAEACEAE,Thecanthes filifolia,1,5
THYMELAEACEAE,Thecanthes punicea,1,5
THYMELAEACEAE,Thecanthes sanguinea,1,5
THYMELAEACEAE,Thecanthes sp. Donydji (C.R.Dunlop 8498),NA,NA
POACEAE,Themeda arguens,3,NA
POACEAE,Themeda avenacea,2,2
POACEAE,Themeda quadrivalvis,NA,NA
POACEAE,Themeda triandra,2,2
MALVACEAE,Thespesia populneoides,1,5
MALVACEAE,Thespesia thespesioides,NA,NA
ASTERACEAE,Thespidium basiflorum,NA,NA
CYPERACEAE,Thoracostachyum sumatranum,NA,NA
CHENOPODIACEAE,Threlkeldia inchoata,NA,NA
ORCHIDACEAE,Thrixspermum congestum,1,5
MYRTACEAE,Thryptomene hexandra,NA,NA
MYRTACEAE,Thryptomene remota,3,NA
POACEAE,Thuarea involuta,NA,NA
ACANTHACEAE,Thunbergia arnhemica,1,5
ACANTHACEAE,Thunbergia grandiflora,NA,NA
POACEAE,Thyridolepis mitchelliana,2,2
POACEAE,Thyridolepis multiculmis,2,NA
POACEAE,Thyridolepis xerophila,2,2
LILIACEAE,Thysanotus banksii,2,2
LILIACEAE,Thysanotus chinensis,NA,NA
LILIACEAE,Thysanotus exiliflorus,2,4
ASTERACEAE,Tietkensia corrickiae,NA,NA
MENISPERMACEAE,Tiliacora australiana,3,2
RUBIACEAE,Timonius timon,2,7
MENISPERMACEAE,Tinospora esiangkara,2,2
MENISPERMACEAE,Tinospora smilacina,2,18
SAPINDACEAE,Toechima sp. East Alligator (J.Russell-Smith 8418),1,5
BORAGINACEAE,Tournefortia mollis,NA,NA
APIACEAE,Trachymene bialata,NA,NA
APIACEAE,Trachymene ceratocarpa,NA,NA
APIACEAE,Trachymene dendrothrix,NA,NA
APIACEAE,Trachymene didiscoides,NA,NA
APIACEAE,Trachymene dusenii,NA,NA
APIACEAE,Trachymene gilleniae,NA,NA
APIACEAE,Trachymene glandulosa,NA,NA
APIACEAE,Trachymene glaucifolia,1,5
APIACEAE,Trachymene hispida,2,2
APIACEAE,Trachymene inflata,NA,NA
APIACEAE,Trachymene lacerata,NA,NA
APIACEAE,Trachymene longipedunculata,NA,NA
APIACEAE,Trachymene microcephala,NA,NA
APIACEAE,Trachymene psammophila,NA,NA
APIACEAE,Trachymene rotundifolia,NA,NA
APIACEAE,Trachymene sp. Jabiru (L.A.Craven 6644),NA,NA
APIACEAE,Trachymene villosa,NA,NA
EUPHORBIACEAE,Tragia arnhemica,1,5
POACEAE,Tragus australianus,NA,NA
POLYPORACEAE,Trametes muelleri,NA,NA
ULMACEAE,Trema angustifolia,NA,NA
ULMACEAE,Trema tomentosa var. indeterminate,1,5
ULMACEAE,Trema tomentosa var. tomentosa,NA,NA
ULMACEAE,Trema tomentosa var. viridis,3,2
AIZOACEAE,Trianthema compacta,NA,NA
AIZOACEAE,Trianthema glossostigma,NA,NA
AIZOACEAE,Trianthema megasperma,1,5
AIZOACEAE,Trianthema oxycalyptra var. oxycalyptra,NA,NA
AIZOACEAE,Trianthema patellitecta,NA,NA
AIZOACEAE,Trianthema pilosa,NA,NA
AIZOACEAE,Trianthema portulacastrum,NA,NA
AIZOACEAE,Trianthema rhynchocalyptra,2,2
AIZOACEAE,Trianthema triquetra var. triquetra,1,5
AIZOACEAE,Trianthema turgidifolia,NA,NA
ZYGOPHYLLACEAE,Tribulopis angustifolia,1,5
ZYGOPHYLLACEAE,Tribulopis bicolor,NA,NA
ZYGOPHYLLACEAE,Tribulopis pentandra,1,5
ZYGOPHYLLACEAE,Tribulopis sessilis,NA,NA
ZYGOPHYLLACEAE,Tribulus astrocarpus,1,5
ZYGOPHYLLACEAE,Tribulus cistoides,NA,NA
ZYGOPHYLLACEAE,Tribulus eichlerianus,1,5
ZYGOPHYLLACEAE,Tribulus hirsutus,NA,NA
ZYGOPHYLLACEAE,Tribulus hystrix,NA,NA
ZYGOPHYLLACEAE,Tribulus macrocarpus,NA,NA
ZYGOPHYLLACEAE,Tribulus occidentalis,NA,NA
ZYGOPHYLLACEAE,Tribulus ranunculiflorus,NA,NA
ZYGOPHYLLACEAE,Tribulus sp. Rabbit Flat (P.K.Latz 4530),NA,NA
ZYGOPHYLLACEAE,Tribulus terrestris,NA,NA
ASTERACEAE,Trichanthodium skirrophorum,NA,NA
BORAGINACEAE,Trichodesma zeylanicum var. grandiflorum,NA,NA
BORAGINACEAE,Trichodesma zeylanicum var. indeterminate,1,5
BORAGINACEAE,Trichodesma zeylanicum var. latisepalum,NA,NA
BORAGINACEAE,Trichodesma zeylanicum var. zeylanicum,3,2
CUCURBITACEAE,Trichosanthes cucumerina,1,5
CUCURBITACEAE,Trichosanthes holtzei,2,2
CUCURBITACEAE,Trichosanthes sp. Kakadu (C.R.Dunlop 6639),2,2
LILIACEAE,Tricoryne elatior,NA,NA
CYPERACEAE,Tricostularia undulata,2,2
ASTERACEAE,Tridax procumbens,NA,NA
RUBIACEAE,Triflorensia australis,2,6
FABACEAE,Trifolium arvense,NA,NA
JUNCAGINACEAE,Triglochin calcitrapum,NA,NA
JUNCAGINACEAE,Triglochin centrocarpum,NA,NA
JUNCAGINACEAE,Triglochin dubium,NA,NA
JUNCAGINACEAE,Triglochin hexagonum,NA,NA
JUNCAGINACEAE,Triglochin multifructum,NA,NA
JUNCAGINACEAE,Triglochin nanum,NA,NA
FABACEAE,Trigonella suavissima,NA,NA
POACEAE,Triodia acutispicula,NA,NA
POACEAE,Triodia aristiglumis,NA,NA
POACEAE,Triodia aurita,NA,NA
POACEAE,Triodia basedowii,4,2
POACEAE,Triodia bitextura,2,2
POACEAE,Triodia brizoides,1,5
POACEAE,Triodia burbidgeana,NA,NA
POACEAE,Triodia bynoei,8,20
POACEAE,Triodia contorta,NA,NA
POACEAE,Triodia epactia,NA,NA
POACEAE,Triodia fitzgeraldii,NA,NA
POACEAE,Triodia helmsii,NA,NA
POACEAE,Triodia hubbardii,2,2
POACEAE,Triodia intermedia,2,2
POACEAE,Triodia inutilis,NA,NA
POACEAE,Triodia irritans,1,5
POACEAE,Triodia latzii,NA,NA
POACEAE,Triodia longiceps,8,2
POACEAE,Triodia longiloba,NA,NA
POACEAE,Triodia melvillei,3,2
POACEAE,Triodia microstachya,3,NA
POACEAE,Triodia mollis,NA,NA
POACEAE,Triodia plectrachnoides,3,NA
POACEAE,Triodia procera,NA,NA
POACEAE,Triodia pungens,3,NA
POACEAE,Triodia racemigera,NA,NA
POACEAE,Triodia radonensis,NA,NA
POACEAE,Triodia roscida,NA,NA
POACEAE,Triodia salina,NA,NA
POACEAE,Triodia schinzii,1,5
POACEAE,Triodia spicata,1,2
POACEAE,Triodia stenostachya,3,NA
POACEAE,Triodia triaristata,NA,NA
POACEAE,Triodia triticoides,NA,NA
POACEAE,Triodia uniaristata,NA,NA
POACEAE,Triodia wiseana,NA,NA
POACEAE,Tripogon loliiformis,2,2
POACEAE,Triraphis mollis,1,5
HYDATELLACEAE,Trithuria lanterna,NA,NA
HYDATELLACEAE,Trithuria sp. Maningrida (I.D.Cowie 5934),NA,NA
TILIACEAE,Triumfetta albida,3,NA
TILIACEAE,Triumfetta antrorsa,NA,NA
TILIACEAE,Triumfetta aquila,NA,NA
TILIACEAE,Triumfetta arnhemica,NA,NA
TILIACEAE,Triumfetta bradshawii,NA,NA
TILIACEAE,Triumfetta breviaculeata,NA,NA
TILIACEAE,Triumfetta centralis,NA,NA
TILIACEAE,Triumfetta chaetocarpa,NA,NA
TILIACEAE,Triumfetta cinerea,NA,NA
TILIACEAE,Triumfetta cladara,NA,NA
TILIACEAE,Triumfetta clivorum subsp. brevipetala,NA,NA
TILIACEAE,Triumfetta denticulata,NA,NA
TILIACEAE,Triumfetta deserticola,NA,NA
TILIACEAE,Triumfetta fissurata,NA,NA
TILIACEAE,Triumfetta glaucescens,NA,NA
TILIACEAE,Triumfetta inermis,NA,NA
TILIACEAE,Triumfetta johnstonii,NA,NA
TILIACEAE,Triumfetta kenneallyi,NA,NA
TILIACEAE,Triumfetta litticola,NA,NA
TILIACEAE,Triumfetta longipedunculata,NA,NA
TILIACEAE,Triumfetta maconochieana,NA,NA
TILIACEAE,Triumfetta mellina,NA,NA
TILIACEAE,Triumfetta micracantha,1,5
TILIACEAE,Triumfetta monstrosa,NA,NA
TILIACEAE,Triumfetta nutans,NA,NA
TILIACEAE,Triumfetta oenpelliensis,NA,NA
TILIACEAE,Triumfetta pannosa,NA,NA
TILIACEAE,Triumfetta parviflora,1,5
TILIACEAE,Triumfetta pentandra,1,5
TILIACEAE,Triumfetta plumigera,NA,NA
TILIACEAE,Triumfetta prostrata,NA,NA
TILIACEAE,Triumfetta repens,NA,NA
TILIACEAE,Triumfetta rhomboidea,1,5
TILIACEAE,Triumfetta ryeae subsp. brevipetala,NA,NA
TILIACEAE,Triumfetta ryeae subsp. hirsuta,NA,NA
TILIACEAE,Triumfetta ryeae subsp. indeterminate,NA,NA
TILIACEAE,Triumfetta ryeae subsp. ryeae,NA,NA
TILIACEAE,Triumfetta sp. fleshy (C.R.Michell 2169),NA,NA
TILIACEAE,Triumfetta sylvicola,3,NA
TILIACEAE,Triumfetta triandra,NA,NA
TILIACEAE,Triumfetta trisecta,NA,NA
TILIACEAE,Triumfetta viridis,NA,NA
TILIACEAE,Triumfetta winneckeana,NA,NA
MORACEAE,Trophis scandens subsp. scandens,3,2
ORCHIDACEAE,Tropidia curculigoides,1,5
TURNERACEAE,Turnera ulmifolia,NA,NA
MELIACEAE,Turraea pubescens,2,2
ASCLEPIADACEAE,Tylophora benthamii,2,2
ASCLEPIADACEAE,Tylophora cinerascens,2,2
ASCLEPIADACEAE,Tylophora erecta,NA,NA
ASCLEPIADACEAE,Tylophora flexuosa,2,2
TYPHACEAE,Typha domingensis,2,4
TYPHACEAE,Typha orientalis,NA,NA
ARACEAE,Typhonium alismifolium,NA,NA
ARACEAE,Typhonium angustilobum,NA,NA
ARACEAE,Typhonium cochleare,NA,NA
ARACEAE,Typhonium flagelliforme,2,4
ARACEAE,Typhonium johnsonianum,NA,NA
ARACEAE,Typhonium jonesii,NA,NA
ARACEAE,Typhonium liliifolium,2,2
ARACEAE,Typhonium mirabile,NA,NA
ARACEAE,Typhonium nudibaccatum,NA,NA
ARACEAE,Typhonium praetermissum,NA,NA
ARACEAE,Typhonium russell-smithii,NA,NA
ARACEAE,Typhonium sp.,2,2
ARACEAE,Typhonium taylori,NA,NA
POACEAE,Uranthoecium truncatum,NA,NA
FABACEAE,Uraria lagopodioides,3,NA
FABACEAE,Uraria sp. Litchfield (C.R.Dunlop 5220),NA,NA
AMARYLLIDACEAE,Urceolina grandiflora,NA,NA
MALVACEAE,Urena armitiana var. spenceri,NA,NA
MALVACEAE,Urena australiensis,NA,NA
MALVACEAE,Urena lobata,3,2
MALVACEAE,Urena lobata var. reticulata,NA,NA
POACEAE,Urochloa argentea,NA,NA
POACEAE,Urochloa atrisola,NA,NA
POACEAE,Urochloa D14825 (Latz 6060),NA,NA
POACEAE,Urochloa dictyoneura,NA,NA
POACEAE,Urochloa distachya,NA,NA
POACEAE,Urochloa gilesii subsp. gilesii,1,5
POACEAE,Urochloa holosericea subsp. holosericea,NA,NA
POACEAE,Urochloa holosericea subsp. indeterminate,1,5
POACEAE,Urochloa holosericea subsp. velutina,NA,NA
POACEAE,Urochloa humidicola,NA,NA
POACEAE,Urochloa maxima,NA,NA
POACEAE,Urochloa mosambicensis,NA,NA
POACEAE,Urochloa mutica,2,2
POACEAE,Urochloa piligera,1,5
POACEAE,Urochloa polyphylla,1,5
POACEAE,Urochloa praetervisa,1,5
POACEAE,Urochloa pubigera,1,5
POACEAE,Urochloa ramosa,NA,NA
POACEAE,Urochloa reptans,NA,NA
POACEAE,Urochloa subquadripara,NA,NA
URTICACEAE,Urtica urens,1,NA
LENTIBULARIACEAE,Utricularia antennifera,NA,NA
LENTIBULARIACEAE,Utricularia arnhemica,NA,NA
LENTIBULARIACEAE,Utricularia aurea,1,5
LENTIBULARIACEAE,Utricularia australis,NA,NA
LENTIBULARIACEAE,Utricularia bifida,NA,NA
LENTIBULARIACEAE,Utricularia caerulea,NA,NA
LENTIBULARIACEAE,Utricularia capilliflora,NA,NA
LENTIBULARIACEAE,Utricularia cheiranthos,NA,NA
LENTIBULARIACEAE,Utricularia chrysantha,1,5
LENTIBULARIACEAE,Utricularia circumvoluta,NA,NA
LENTIBULARIACEAE,Utricularia dunlopii,NA,NA
LENTIBULARIACEAE,Utricularia dunstaniae,NA,NA
LENTIBULARIACEAE,Utricularia fistulosa,NA,NA
LENTIBULARIACEAE,Utricularia foveolata,NA,NA
LENTIBULARIACEAE,Utricularia fulva,NA,NA
LENTIBULARIACEAE,Utricularia georgei,NA,NA
LENTIBULARIACEAE,Utricularia gibba,1,5
LENTIBULARIACEAE,Utricularia hamiltonii,NA,NA
LENTIBULARIACEAE,Utricularia holtzei,NA,NA
LENTIBULARIACEAE,Utricularia involvens,NA,NA
LENTIBULARIACEAE,Utricularia kamienskii,NA,NA
LENTIBULARIACEAE,Utricularia kimberleyensis,NA,NA
LENTIBULARIACEAE,Utricularia lasiocaulis,1,5
LENTIBULARIACEAE,Utricularia leptoplectra,NA,NA
LENTIBULARIACEAE,Utricularia leptorhyncha,NA,NA
LENTIBULARIACEAE,Utricularia limosa,NA,NA
LENTIBULARIACEAE,Utricularia minutissima,NA,NA
LENTIBULARIACEAE,Utricularia muelleri,NA,NA
LENTIBULARIACEAE,Utricularia odorata,NA,NA
LENTIBULARIACEAE,Utricularia quinquedentata,NA,NA
LENTIBULARIACEAE,Utricularia rhododactylos,NA,NA
LENTIBULARIACEAE,Utricularia singeriana,NA,NA
LENTIBULARIACEAE,Utricularia sp. red (R.K.Harwood 145),NA,NA
LENTIBULARIACEAE,Utricularia sp. small white (M.O.Rankin 2450),NA,NA
LENTIBULARIACEAE,Utricularia stellaris,NA,NA
LENTIBULARIACEAE,Utricularia subulata,NA,NA
LENTIBULARIACEAE,Utricularia triflora,NA,NA
LENTIBULARIACEAE,Utricularia tubulata,NA,NA
LENTIBULARIACEAE,Utricularia uliginosa,NA,NA
ANNONACEAE,Uvaria holtzei,3,5
CARYOPHYLLACEAE,Vaccaria hispanica,NA,NA
POACEAE,Vacoparis laxiflorum,NA,NA
POACEAE,Vacoparis macrospermum,NA,NA
HYDROCHARITACEAE,Vallisneria annua,NA,NA
HYDROCHARITACEAE,Vallisneria caulescens,NA,NA
HYDROCHARITACEAE,Vallisneria nana,NA,NA
HYDROCHARITACEAE,Vallisneria triptera,NA,NA
MELIACEAE,Vavaea amicorum,2,2
MELIACEAE,Vavaea australiana,2,2
GOODENIACEAE,Velleia connata,1,5
GOODENIACEAE,Velleia glabrata,1,NA
GOODENIACEAE,Velleia macrocalyx,NA,NA
GOODENIACEAE,Velleia panduriformis,2,NA
RHAMNACEAE,Ventilago viminalis,5,7
VERBENACEAE,Verbena aristigera,NA,NA
VERBENACEAE,Verbena incompta,NA,NA
VERBENACEAE,Verbena macrostachya,NA,NA
VERBENACEAE,Verbena officinalis,NA,NA
VERBENACEAE,Verbena supina,NA,NA
ASTERACEAE,Verbesina encelioides,NA,NA
ASTERACEAE,Vernonia patula,1,5
MYRTACEAE,Verticordia cunninghamii,2,3
MYRTACEAE,Verticordia decussata,5,3
MYRTACEAE,Verticordia verticillata,2,3
FABACEAE,Vicia monantha subsp. indeterminate,NA,NA
FABACEAE,Vicia monantha subsp. monantha,NA,NA
FABACEAE,Vicia monantha subsp. triflora,NA,NA
FABACEAE,Vigna adenantha,NA,NA
FABACEAE,Vigna lanceolata var. filiformis,NA,NA
FABACEAE,Vigna lanceolata var. indeterminate,3,NA
FABACEAE,Vigna lanceolata var. lanceolata,NA,NA
FABACEAE,Vigna lanceolata var. latifolia,2,4
FABACEAE,Vigna luteola,NA,NA
FABACEAE,Vigna marina,NA,NA
