taxon_name,original_text,text,leaf_lamina_posture_a,leaf_lamina_posture_f,checked leaf_lamina_posture,leaf_margin_posture_a,leaf_margin_posture_f,checked leaf_margin_posture,plant_photsynthetic_organ_a,plant_photsynthetic_organ_f,checked photosynthetic_organ
Triglochin isingiana,"Description: Slender caespitose annual or ephemeral to c. 12 cm high. Leaves filiform to c. 8 cm long. Inflorescence a spike-like raceme to c. 5 cm long, exceeding the leaves. Flowers on pedicels 1-5 mm long. Perianth segments c. 0.5 mm long. Fertile carpels 3, alternating with 3 sterile ones. Fruit almost linear but tapering to the summit, 5-6 mm long, c. 1 mm diam. near base; fertile carpels each with 2 prominent recurved spurs, with or without 2 minute deflexed spurs between them, falling free from a  persistent central axis.", leaves filiform to circa 8 cm long. ,,,,,,,leaf,leaves,checked
Sida sp. Musselbrook (M.B.Thomas MRS437) Qld Herbarium,"Description: Erect or procumbent subshrub, often with long trailing stems to 80 cm long. Leaves ovate-cordate to lanceolate, 5-40 mm long, stipules filiform. Flowers axillary, solitary on filiform pedicels to 40 mm long. Calyx 2-5 mm long, lobes acute. Corolla 5-10 mm long, orange-yellow. Fruit conical, 4-5 mm diam.,  glabrous; mericarps 5-8, channelled at summit, wrinkled on back."," leaves ovate-cordate to lanceolate, 5-40 mm long, stipules filiform. ",,,,,,,leaf,leaves,checked
Cipadessa baccifera,"Description: A much-branched shrub or small tree, sometimes scandent; young parts silky. Leaves 8 - 30 cm long; rachis 3 - 6 cm long; leaflets 7 - 13, opposite, elliptic-lanceolate, acute at both ends, entire or coarsely serrate along margins, 2.5 - 12 x 1.5 - 5 cm, glabrous, sometimes hairy especially on nerves; petiolules short. Inflorescence in panicles shorter than leaves; peduncles slender, 3 - 10 cm long. Flowers small, white; pedicels ca 2 mm long. Calyx with 5, short, 3-angular teeth, pubescent outside. Petals oblong, acute, 2 - 4 x 1 - 1.5 mm, membranous, pubescent outside. Stamens slightly shorter than petals; filaments hairy; appendages sharp, as long as anthers. Ovary glabrous; style short; stigma 5-lobed. Drupes globose, 5-lobed, 5-8 mm, red when ripe.", leaves 8 - 30 cm long; rachis 3 - 6 cm long ,,,,,,,leaf,leaves,checked
Calandrinia sp. Nerriga (I.R.H.Telford 8677),"Description: Prostrate herb with stems to 5 cm long. Leaves all basal, linear, to 5 cm long, c. 3.5 mm wide. Sepals c. 4 mm long. Petals 5-6 mm long, white. Stamens 4-6. Capsule ovoid, to 5 mm long; seeds numerous, obovoid, colliculate to papillate, red-brown to dark brown."," leaves all basal, linear, to 5 cm long, circa 3.5 mm wide. ",,,,,,,leaf,leaves,checked
Aggreflorum benwellii,"Description: Spreading shrub to 3 m. high; bark smooth and deciduous throughout, orange or green coloured, peeling in ribbons. Branchlets with conspicuous stem flanges, pubescence sparse and mainly on margins of stem flanges. Leaves alternate, subsessile, discolorous, narrowly elliptic, 18-25 x 2.7-5.0 mm, apex obtuse or mucronate, margins of young leaves with silky hairs, otherwise glabrous. Inflorescence axillary, comprising 1-3 bracteolate monads, floral bracts shed before anthesis. Flowers with pedicels c. 1.2 mm long at anthesis; hypanthium glabrous, c. 3 mm long, sepals obtuse, 1.2-1.4 mm long, inner and outer surfaces glabrous, margins ciliate; petals white, obovate to orbicular, 2.6-2.7 mm long, oil glands present. Stamens 1.5-2 mm long, anthers versatile, cells parallel; stigma capitate; roof of ovary glabrous. Ovary three locular. Fruit thin walled, campanulate to hemisherical, 2.5-3 mm long, 4-4.7 mm diameter, glabrous; sepals sparsely hairy, persistent. Seeds pale brown, obovoid to ellipsoidal, reticulate, 0.8-0.9 mm long."," leaves alternate, subsessile, discolorous, narrowlyelliptic, 18-25 x 2.7-5.0 mm, apex obtuse or mucronate, margins of young leaves with silky hairs, otherwise glabrous. ",,,,,,,leaf,leaves,checked
Aggreflorum brachyandrum,"Description: Shrub or small tree to 6 m high, with seasonally flaking bark, younger stems pubescent, glabrescent. Leaves linear-lanceolate, 20-50 mm long, usually 2-4 mm wide, ultimately glabrous; apex acute or acuminate, infolded, short point usually pungent; base somewhat tapering, petiole  absent. Flowers 3-7 together, c. 7 mm diam., white. Hypanthium c. 3 mm long, usually glabrous. Sepals c. 1 mm long, usually ciliate. Petals 2-3 mm long. Stamens 1-1.3 mm long. Ovary 3-locular. Fruit to c. 4 mm diam., glabrous; valves not exserted, later raised slightly."," leaves linear-lanceolate, 20-50 mm long, usually 2-4 mm wide, ultimately glabrous; apex acute or acuminate, infolded, short point usually pungent; base somewhat tapering, petiole  absent. ",,,,,,,leaf,leaves,checked
Gaudium coriaceum,"Description: Shrub to 2 m, bark close, younger stems silky, soon glabrous. Leaves ovate to oblanceolate or elliptic, usually 10-20 mm long, 3-5 mm wide, glabrescent; apex acute to obtuse or short-acuminate, point short; base tapering to a short rounded petiole. Flowers usually 2 together, 12-15 mm diam., white. Hypanthium 2-3 mm long, glabrous or silky. Sepals 1.5-2 mm long, almost glabrous or silky. Petals 5-7 mm long. Stamens 1-2 mm long. Ovary mostly 4-7-locular. Fruit 5-8 mm diam. with a slightly fleshy outer surface; valves somewhat exserted but forming a flat-topped fruit. Seeds often broadly winged."," leaves ovate to oblanceolate or elliptic, usually 10-20 mm long, 3-5 mm wide, glabrescent; apex acute to obtuse or short-acuminate, point short; base tapering to a short rounded petiole. ",,,,,,,leaf,leaves,checked
Gaudium trinervium,"Description: Shrub or small tree, 2-5 m high, bark in thin flaking layers, younger stems pubescent. Leaves broad-obovate to very narrow-elliptic and falcate, 10-20 mm long, 1-6 mm wide, silky, glabrescent; apex rounded to acuminate, point blunt; base tapering or rounded; shortly petiolate. Flowers solitary or 2 together, 7-15 mm diam., white. Hypanthium 3 or more mm long pubescent. Sepals 1.5-2.5 mm long, pubescent. Petals 5-7 mm long. Stamens 1.5-2 mm long. Ovary 4- or 5-locular. Fruit 3-6 mm diam., pubescent; valves not exserted."," leaves widelyobovate to very narrowlyelliptic and falcate, 10-20 mm long, 1-6 mm wide, silky, glabrescent; apex rounded to acuminate, point blunt; base tapering or rounded; shortly petiolate. ",,,,,,,leaf,leaves,checked
Pterostylis jeanesii,"Description: Terrestrial herb, deciduous. Leaves sessile, 2-10 in a rosette, imbricate, green, or withered at flower opening; lamina narrowly elliptical, margins entire, apex acute to acuminate. Sterile bracts 2-5, closely sheathing stem, lanceolate-acuminate, withered at flowering, 5-25 mm long. Floral bracts ovate-lanceolate, 20-45 mm long, 3-10 mm wide, not overlapping at base of scape, clasping stem, apex acute to acuminate. Pedicels slender 20-29 mm long, enclosed within the floral bract. Ovaries narrowly cylindrical, 4-7 mm long by 1.5-3.0 mm wide. Flowers porrect; galea bulbous, mostly glabrous or with few short bristles along the apical and lateral ridges, gibbous at base, shallowly curved throughout, narrowing to a filiform, decurved apical point, translucent white with predominantly green to brown stripes and markings. Galea mostly translucent white with small green or brown suffusions, margins incurved with well-developed basal flanges, usually not touching. Dorsal sepal cucullate, broadest near the base 10-21 mm long, tapering to an apical filiform, decurved point 2-10 mm. long. Lateral sepals deflexed, narrow at base and conjoined in basal half, shallowly concave with thickened lateral margins, sparsely ciliate, conjoined part 7-11 mm long by 5-12 mm wide; free points curved forward, filiform, 11-19 mm long, slightly spreading. Petals asymmetrical oblong-lanceolate, falcate, 1.0-2.1 mm long by 4.0-5.0 mm wide, dorsal margin prominently thickened, glabrous; anterior margin curved, glabrous; proximal flange brown prominent, apex acuminate."," leaves sessile, 2-10 in a rosette, imbricate, green, or withered at flower opening; lamina narrowlyelliptical, margins entire, apex acute to acuminate. ",,,,,,,leaf,leaves,checked
Passiflora miniata,"Description: Vigorous climber with puberulent stems and petioles. Leaves simple, lamina 5-10(-22) cm long, 4-6(-12) cm wide, both surfaces minutely pubescent, margins serrate to crenate; petiole 3-4 cm long, with two glands at the base. Flowers 7.5-12 cm diam., c. 7 cm long (incl. style and stigmas), scarlet. Berry not seen in NSW but described as rounded, relatively large (to 5.5 cm), green, striped and mottled, becoming yellow or orange when ripe; edible."," leaves simple, lamina 5-10(-22) cm long, 4-6(-12) cm wide, both surfaces minutely pubescent, margins serrate to crenate; petiole 3-4 cm long, with two glands at the base. ",,,,,,,leaf,leaves,checked
Platanus x hispanica,"Description: Tree to 30 m high. Bark on trunk and larger branches smooth, exfoliating in large flakes leaving a mottled red, grey and yellow pattern; bark on lower trunk becoming grey and fibrous. Leaves with stipules to 1.2 cm long, densely pubescent with dendritic hairs; petiole to 8 cm long, densely pubescent with dendritic hairs; lamina broadly to very broadly ovate, palmately 3-5-lobed with lobes themselves coarsely toothed or lobed, 8-20 cm long, 10-22 cm wide, truncate to subcordate at base, with palmate venation, glabrescent, with dense indumentum of dendritic hairs persistent only on veins. Flowers usually 4-merous. Male flowers: sepals ovate, pubescent; petals oblong; stamens c. 4. Female flowers: calyx cupular; petals present, strap-like; carpels c. 6. Fruiting heads 1-3 (-4) per inflorescence, 2-3 cm diam. Achenes surrounded by numerous long hairs attached to receptacle, narrowly obovate, 7-9 mm long, glabrous and rugose at apex, otherwise densely hairy with dendritic hairs."," leaves with stipules to 1.2 cm long, densely pubescent with dendritic hairs; petiole to 8 cm long, densely pubescent with dendritic hairs; lamina broadly to very widelyovate, palmately 3-5-lobed with lobes themselves coarsely toothed or lobed, 8-20 cm long, 10-22 cm wide, truncate to subcordate at base, with palmate venation, glabrescent, with dense indumentum of dendritic hairs persistent only on veins. ",,,,,,,leaf,leaves,checked
Platanus x hispanica cv. Acerifolia,"Description: Tree to 30 m high. Bark on trunk and larger branches smooth, exfoliating in large flakes leaving a mottled red, grey and yellow pattern; bark on lower trunk becoming grey and fibrous. Leaves with stipules to 1.2 cm long, densely pubescent with dendritic hairs; petiole to 8 cm long, densely pubescent with dendritic hairs; lamina broadly to very broadly ovate, palmately 3-5-lobed with lobes themselves coarsely toothed or lobed, 8-20 cm long, 10-22 cm wide, truncate to subcordate at base, with palmate venation, glabrescent, with dense indumentum of dendritic hairs persistent only on veins. Flowers usually 4-merous. Male flowers: sepals ovate, pubescent; petals oblong; stamens c. 4. Female flowers: calyx cupular; petals present, strap-like; carpels c. 6. Fruiting heads 1-3 (-4) per inflorescence, 2-3 cm diam. Achenes surrounded by numerous long hairs attached to receptacle, narrowly obovate, 7-9 mm long, glabrous and rugose at apex, otherwise densely hairy with dendritic hairs."," leaves with stipules to 1.2 cm long, densely pubescent with dendritic hairs; petiole to 8 cm long, densely pubescent with dendritic hairs; lamina broadly to very widelyovate, palmately 3-5-lobed with lobes themselves coarsely toothed or lobed, 8-20 cm long, 10-22 cm wide, truncate to subcordate at base, with palmate venation, glabrescent, with dense indumentum of dendritic hairs persistent only on veins. ",,,,,,,leaf,leaves,checked
X Triticosecale,"Description: Annuals to c. 1.3 m tall, erect or geniculate at the lowest node. Leaves mainly cauline; ligule 2-4 mm long, membranous, truncate to rounded. Inflorescence a terminal distichous spike with spikelets placed with their broadest side to the axis; internodes 3-5 mm long, densely pilose, at least on the edges. Spikelets solitary, 10-17 mm long; with bisexual florets, distal florets usually reduced; breaking up on threshing above the glumes. Glumes 9-12 mm long, asymmetrically keeled, the keel more obvious and more conspicuously ciliate towards the apex; tip retuse to acute; awn terminal 3-4 cm long. Lemmas 10-15 mm long, laterally compressed, keeled, the keel ciliate towards the apex; awn terminal, 3-50 mm long."," leaves mainly cauline; ligule 2-4 mm long, membranous, truncate to rounded. ",,,,,,,leaf,leaves,checked
Salix humboldtiana cv. Pyramidalis,"Description: Columnar tree to 15 m high, evergreen in warmer areas, branches slender; twigs flexible, puberulous with weak spreading hairs, reddish green becoming bronze coloured. Leaves linear-lanceolate, 9-15 cm long, 6-10 mm wide, acute, mostly glabrous, bright green above, paler below, margins with glandular teeth. Catkins male, terminal, 3-10 cm long, 6-10 mm wide, on short lateral shoots. Produces low amounts of pollen."," leaves linear-lanceolate, 9-15 cm long, 6-10 mm wide, acute, mostly glabrous, bright green above, paler below, margins with glandular teeth. ",,,,,,,leaf,leaves,checked
Salix matsudana cv. Tortuosa,"Description: Tree to 15 m high with a short single trunk; crown globose; bark pale grey-brown, shallowly fissured with age; upper branches and twigs weeping and contorted; twigs green-brown, densely villous at first becoming glabrous. Leaves lanceolate, 8-13 cm long, 10-25 mm wide, strongly contorted; finally glabrous, margins regularly toothed. Catkins female, densely flowered, on short leafy shoots, cylindrical, 1-2 cm long, becoming lengthened and ovaries developing to release aborted seed. No seeds produced."," leaves lanceolate, 8-13 cm long, 10-25 mm wide, strongly contorted; finally glabrous, margins regularly toothed. ",,,,,,,leaf,leaves,checked
Houttuynia cordata,"Description: Herbs (5-)30-60 cm high; rhizomes creeping, thin. Basal part of stems creeping, rooted in whorls at nodes, apical part erect, glabrous or pubescent on nodes, sometimes purplish red. Leaves broadly ovate or ovate-cordate, (1.5-)4-10 × (1.8-)2.5-6 cm, thinly papery, densely glandular, usually glabrous, sometimes pubescent at vein axils, usually purplish abaxially, base cordate, apex shortly acuminate; veins 5-7, basal or innermost pair arising c. 5 mm above base, if 7-veined, then outermost pair very slender or inconspicuous; reticulate veins  conspicuous. Stipular sheath (0.5-)1-2.5 cm long, 1/4-1/2 as long as petiole, usually ciliate, base enlarged and slightly clasping; petiole (0.7-)1-3.5(-4) cm long, glabrous. Inflorescences (0.4-)1.5-2.5(-2.7) cm long, (2-)5-6 mm wide; peduncles 1.5-3 cm long long, subglabrous; involucral bracts oblong or obovate, (5-)10-15 mm long, (3-)5-7 mm wide, apex rounded. Bract beneath each flower linear, terete, inconspicuous. Capsule 2-3 mm long, with persistent styles."," leaves widelyovate or ovate-cordate, (1.5-)4-10 �- (1.8-)2.5-6 cm, thinly papery, densely glandular, usually glabrous, sometimes pubescent at vein axils, usually purplish abaxially, base cordate, apex shortly acuminate; stipular sheath (0.5-)1-2.5 cm long, 1/4-1/2 as long as petiole, usually ciliate, base enlarged and slightly clasping; petiole (0.7-)1-3.5(-4) cm long, glabrous. ",,,,,,,leaf,leaves,checked
Saururus cernuus,"Description: Erect aromatic herbs to 140 cm high; rhizomes long, to 20 mm diam. Stems several per node, warty near base. Leaves ovate, 2-17 cm long, 1-10 cm wide; apex acuminate. base cordate; petiole to 1-10 cm long. Inflorescence usually drooping, 5-35 cm long; rachis white; bracts white or green, 1.5-3.0 mm long (distinct portion), fused to pedicel. Schizocarps brown, 1.5-3 mm long, rugose. Seeds brown, smooth."," leaves ovate, 2-17 cm long, 1-10 cm wide; apex acuminate. base cordate; petiole to 1-10 cm long. ",,,,,,,leaf,leaves,checked
Buddleja dysophylla,"Description: Shrub, often scrambling, to 10 m high; branches grey-tomentose when young. Leaves c. triangular to ovate, 1-10 cm long, 2.5-7.7 cm wide; lamina grey-pubescent, sometimes becoming glabrous above; base truncate to subcordate; margins dentate to crenate; petiole to 3 cm long. Inflorescence terminal, lax, paniculate to c. 30 cm long. Flowers shortly pedicellate; calyx 1-2 mm long, tawny or rusty-tomentose, lobes blunt, much shorter than tube; corolla white, greenish, or yellowish, with maroon throat, tube 1.5-2.5 mm long, about as long as lobes, outer surface papillose-pubescent, tube sometimes pilose, inner surface of tube glabrous; stamens inserted near corolla mouth, filaments 1-3 mm long, elongating after anthesis. Capsule 2-3.5 mm long, apiculate. Flowers Jun.-Jul."," leaves circa triangular to ovate, 1-10 cm long, 2.5-7.7 cm wide; lamina grey-pubescent, sometimes becoming glabrous above; base truncate to subcordate; margins dentate to crenate; petiole to 3 cm long. ",,,,,,,leaf,leaves,checked
