taxon_name,original_text,text,absolute_min,min,max,absolute_max,units,checked
Trachymene thysanocarpa,"Description: Erect ephemeral herb, to 60 cm high; sparsely glandular hairy on new growth, becoming glabrous. Leaves 3â€“5-lobed to dissected, lamina ovate in outline, 1.5â€“4 cm long, 2â€“5 cm wide; segments elliptic or ovate, 1.5â€“11 mm wide; petiole 1â€“7 cm long. Umbels borne in dichasial cymes subtended by sessile leaf-like bracts, each umbel 15â€“30 mm diam., 50â€“120 flowered; peduncle 4â€“12 cm long. Bracts 18â€“24, 4â€“7 mm long. Flowers bisexual. Petals 1.3â€“1.8 mm long, white. Ovary 2-locular. Fruit broad ovate, 4.5â€“5.5 mm long, brown; both mericarps maturing. Mericarps 3.2â€“3.8 mm wide, papillate and fringed by two rows of triangular papillae 0.1â€“0.2 mm long on the dorsal margin. Carpophores entire, 1.9â€“2.8 mm long.",erect ephemeral herb to 60 cm high;,,,60,,cm,checked
Triglochin isingiana,"Description: Slender caespitose annual or ephemeral to c. 12 cm high. Leaves filiform to c. 8 cm long. Inflorescence a spike-like raceme to c. 5 cm long, exceeding the leaves. Flowers on pedicels 1â€“5 mm long. Perianth segments c. 0.5 mm long. Fertile carpels 3, alternating with 3 sterile ones. Fruit almost linear but tapering to the summit, 5â€“6 mm long, c. 1 mm diam. near base; fertile carpels each with 2 prominent recurved spurs, with or without 2 minute deflexed spurs between them, falling free from a ± persistent central axis.",slender caespitose annual or ephemeral to circa 12 cm high.,,,12,,cm,checked
Tylophora benthamii,"Description: Climber to 4 m high, stems pubescent; latex yellowish, opaque. Leaves with lamina broad-ovate, mostly 6â€“12 cm long, 3â€“8 cm wide, apex mucronate or shortly acuminate, base strongly cordate, upper surface sparsely pubescent; lower surface pubescent, main reticulum distinct; petiole 15â€“50 mm long, finely pubescent. Flowers in lateral inflorescences of 2â€“5 compact umbels; peduncles shortly branched, primary peduncles 10â€“20 mm long; pedicels 5â€“12 mm long. Corolla 8â€“11 mm diam., red-purple; lobes ovate to lanceolate, 3â€“5 mm long, hairy. Corona segments prominent, narrowed above to a circular apex with several hairs. Follicles 7â€“12 cm long.",climber to 4 m high,,,4,,m,checked
Tylophora grandiflora,"Description: Twiner to 3 m high, stems hairy; latex watery, clear. Leaves with lamina triangular to ovate or oblong-ovate, 1â€“4.5 cm long, 0.6â€“2.5 cm wide, apex acute or acuminate, often aristate, base truncate or cordate, both surfaces pubescent; petiole 3â€“14 mm long, pubescent. Flowers solitary or in simple umbels of 2â€“5 flowers; peduncles 5â€“15 mm long; pedicels 2â€“3.5 cm long. Corolla 14â€“25 mm diam., purple-red; lobes spreading, narrow-oblong, obtuse, 6â€“12 mm long, sparsely hairy. Corona segments basally united, very broadly spoon-shaped. Follicles slender, 7â€“10 cm long.",twiner to 3 m high,,,3,,m,checked
Tylophora paniculata,"Description: Twiner to 4 m high, stems ± hairy; latex clear, watery. Leaves with lamina lanceolate to broad-ovate, 3â€“9 cm long, 1.5â€“4.5 cm wide, apex acuminate to a fine point; base cordate, rounded or cuneate, thin and soft, ± glabrous except for fine hairs along main veins and margins; petiole 7â€“30 mm long, ± hairy. Flowers in loose, open, cymose panicles often exceeding leaves. Corolla 9â€“14 mm diam., white or pale green; lobes linear to almost filiform, broader at base, 4â€“7 mm long. Corona segments fused at base, apical lobes ± spreading. Follicles 6â€“11 cm long.",twiner to 4 m high,,,4,,m,checked
Viburnum suspensum,"Description: Evergreen bushy shrub to 2 m high, branches with conspicuous lenticels and appearing warty; branchlets, petioles and inflorescences stellate-pubescent. Leaves ovate to ovate-oblong or elliptic, 3â€“8 cm long, 2â€“4 cm wide, apex acute to ± obtuse, base cuneate to rounded, margins usually crenate-toothed towards apex, both surfaces glabrous, upper surface shining and dark green, lower surface paler; petiole 3â€“10 mm long. Panicles dense, 3â€“5 cm diam. Calyx teeth c. 1 mm long. Corolla c. 10 mm long, white or sometimes tinged pink; tube twice as long as limb. Drupe ± globose to ellipsoid, 6â€“8 mm long, red.",evergreen bushy shrub to 2 m high,,,2,,m,checked
Viburnum tinus,"Description: Evergreen shrub or small tree to c. 4 m high; stems slightly hairy or glabrous. Leaves lanceolate to elliptic, mostly 5â€“9 cm long and 1.5â€“4 cm wide, apex acute or obtuse, base often asymmetric, margins recurved to revolute, upper surface glossy dark green and glabrous, lower surface paler with hairs on veins; petioles 10â€“20 mm long. Inflorescences corymb-like, 5â€“8 cm diam., much-branched, axes often with simple and stellate hairs; bracts lanceolate to ovate, 1â€“2 mm long. Sepals broadly triangular, 1â€“2 mm long, ciliate; petals 3â€“4 mm long, connate to just below middle, white, sometimes tinged pink. Drupe ovoid, 5â€“10 mm long, metallic blue-black.",evergreen shrub or small tree to circa 4 m high;,,,4,,m,checked
Washingtonia robusta,"Description: Palm-tree, to c. 20 m high, trunk erect, usually tapered, to about 80 cm diam., ringed by close leaf scars. Leaves sometimes with a few dead hanging leaves. Adaxial hastula large, papery, more or less triangular, the margins irregular. fraying with age; leaf blades uniformly shiny green on both surfaces, nearly flat, the free portion of the segments usually drooping. Petioles of juvenile to half-grown trees armed with strong, sharp, orange-brown teeth 10â€“15 mm long along the full length, some teeth double-pointed; petioles of taller trees often reaching 1.4 m long, the margins entire or with some basal teeth to 3.0â€“3.5 mm long. Flowering branches often reaching c. 2.6 m long, arching well beyond the leaves, then drooping with weight of the fruits. Flowers white, short-pedicelled; calyx cupulate, 3-lobed, apices and margins irregular; petals basally connate into tube; stamens adnate briefly to petals; styles connate; stigma inconspicuous. Fruits ellipsoid, 7.5â€“10 mm long, blackish when ripe, the thin fleshy pericarp edible and sweet like a date, the fruits mostly falling with the dry, persistent calyx and short pedicel. Seeds 4.7â€“6.5 mm long, ellipsoid to globose, dark red-brown.","palm-tree to circa 20 m high, trunk erect, usually tapered, to about 80 cm diam., ringed by close leafscars.",,,20,,m,checked
Wollemia nobilis,"Description: Trees to 40 m high; trunk to 1 m diam.; bark densely covered with dark brown nodules or tubercles. Leaves on leading shoots, arranged in 5â€“8 spiral rows, narrow-triangular, 3â€“10 mm long, keeled, acute, pungent; leaves on juvenile lateral shoots (growing horizontally away from the leading shoots) spirally distichous, linear to narrow-triangular, leathery, rounded or obtuse, upper surface deep green, lower surface glaucous, 2â€“8 cm long, 2â€“5 mm wide; leaves on adult lateral shoots arranged in 4 regular vertical rows, narrow-oblong, leathery, rounded, dull pale to mid-green, 1â€“4 cm long, 4â€“8 mm wide. Male cones to10.9 cm long, 19 mm diam. Female cones 5â€“8 cm long diam. Seeds pale brown, 4â€“6 mm wide including the wing.",trees to 40 m high;,,,40,,m,checked
X Triticosecale,"Description: Annuals to c. 1.3 m tall, erect or geniculate at the lowest node. Leaves mainly cauline; ligule 2â€“4 mm long, membranous, truncate to rounded. Inflorescence a terminal distichous spike with spikelets placed with their broadest side to the axis; internodes 3â€“5 mm long, densely pilose, at least on the edges. Spikelets solitary, 10â€“17 mm long; with bisexual florets, distal florets usually reduced; breaking up on threshing above the glumes. Glumes 9â€“12 mm long, asymmetrically keeled, the keel more obvious and more conspicuously ciliate towards the apex; tip retuse to acute; awn terminal 3â€“4 cm long. Lemmas 10â€“15 mm long, laterally compressed, keeled, the keel ciliate towards the apex; awn terminal, 3â€“50 mm long.",annuals to circa 1.3 m tall erect or geniculate at the lowest node.,,,1.3,,m,checked
Xanthosia atkinsoniana,"Description: Erect to ascending, perennial herb to 60 cm high; sparsely hairy, becoming glabrescent; flowering stems wiry, almost leafless. Leaves mostly basal; lamina 2â€“4 cm long, 1.5â€“4 cm wide, ternately dissected with segments often divided again; segments ovate or cuneate, margins crenate, serrate or laciniate, 15â€“30 mm long, lower surface sparsely stellate-hairy; petiole 2â€“12 cm long. Umbels compound, 16â€“36-flowered, with 3â€“5 rays and some individual flowers amongst them; peduncle to 40 cm long, stout, arising from base; rays to 8 mm long; bracteoles petaloid, white, ovate, 3â€“8 mm long. Sepal c. 1â€“1.6 mm long. Petals c. 1.5 mm long, white to pinkish. Stylopodium hirsute. Fruit 1.8â€“2.7 mm long; mericarps 9-ribbed.",erect to ascending perennial herb to 60 cm high;,,,60,,cm,checked
Xanthosia dissecta,"Description: Tufted herb to 10 cm high with short woody rootstock; stems much-branched at apex; branches procumbent or ascending. Umbels terminal on short axillary branches or leaf-opposed, irregularly compound with 2 rays; 2â€“6-flowered; peduncle usually to 25 mm long, slender; rays 2â€“5 mm long; bracteoles green, linear, 3â€“4 mm long. Sepals to 1.5 mm long. Petals c. 1.5 mm long, white or reddish. Stylopodium glabrous. Inflorescence terminal and leaf-opposed, umbels irregularly compound; mostly 2â€“6-flowered; peduncles 2.5â€“12 mm long; bracteoles petaloid, green or green with red tinges, linear to ovate, 3.5â€“4 mm long. Sepals c. 1.7 mm long, peltate. Petals c. 1 mm long, white. Stylopodium glabrous. Fruit 1.7â€“2.1 mm long; mericarps 9-ribbed.",tufted herb to 10 cm high with short woodyrootstock;,,,10,,cm,checked
Xanthosia scopulicola,"Description: Ascending perennial subshrub to 20 cm high; tomentose with stellate hairs. Mature stems excorticating. Leaves cauline, grey-green above, white below. Juvenile leaves 3-foliolate; segments ovate, terminal segment 5â€“20 mm long, 5â€“25 mm wide, lateral segments 3â€“5 mm long, 3â€“4 mm wide, margins crenate. Adult leaves simple, ovate, 5â€“20 mm long, 5â€“25 mm wide, margins crenate, upper surface sparsely to densely stellate-hairy, lower surface densely stellate-hairy. Inflorescence terminal and leaf-opposed, umbels compound; 3â€“13-flowered; with 2â€“3 rays; peduncles 5â€“25 mm long; bracteoles petaloid, yellow, elliptic to ovate, 3â€“5 mm long. Sepals 1â€“1.2 mm long. Petals 1â€“1.2 mm long, white. Stylopodium hirsute. Fruit c. 2 mm long, 7â€“9-ribbed.",ascending perennial subshrub to 20 cm high;,,,20,,cm,checked
Xanthosia stellata,"Description: Erect or ascending subshrub, to 20 cm high; stems and leaves sparsely stellate-hairy. Leaves cauline, 3-foliolate with undivided segments; segments ± equal, elliptic or cuneate, 2â€“12 mm long, 2â€“10 mm wide, margins three lobed. Inflorescence terminal and leaf-opposed, umbels irregularly compound with 1â€“3 flowers; peduncles to 12 mm long. Bracteoles petaloid, yellow becoming reddish, elliptic, 4â€“6 mm long. Sepals 1.3â€“1.5 mm long. Petals 1.1â€“1.3 mm long, white. Stylopodium hirsute. Fruit 3.0â€“3.2 mm long, mericarps 7â€“9-ribbed.",erect or ascending subshrub to 20 cm high;,,,20,,cm,checked
Xanthosia tasmanica,"Description: Erect or ascending perennial herb to 20 cm high; stem and leaves hirsute with long spreading hairs. Leaves cauline, 3-foliolate, rarely the lateral segments split or parted almost to the base, segments elliptic, 4â€“15 mm long, 3â€“8 mm wide, margins entire. Inflorescence terminal and leaf-opposed, umbels irregularly compound; mostly 1â€“5-flowered; peduncles to 5 mm long; bracteoles green, linear, 3â€“4 mm long. Sepals 2â€“2.5 mm long. Petals 1.1â€“1.3 mm long, white. Stylopodium hirsute. Fruit 2â€“2.2 mm long, mericarps 5â€“7-ribbed.",erect or ascending perennial herb to 20 cm high;,,,20,,cm,checked
Xanthosia ternifolia,"Description: Erect shrub, to 40 cm high; stems and leaves densely tomentose with long simple or dendritic hairs. Leaves cauline, 3-foliolate with undivided segments, grey-green above, white below; segments ± equal, ovate, 7â€“20 mm long, 5â€“15 mm wide, margins three lobed. Inflorescence terminal and leaf-opposed, umbels irregularly compound with 1â€“4 flowers; peduncles to 10 mm long. Bracteoles petaloid, yellow, elliptic, 3â€“6 mm long. Sepals 1.2â€“1.5 mm long. Petals 1.1â€“1.3 mm long, white. Fruit 2.1â€“2.8 mm long; mericarps 9-ribbed.",erect shrub to 40 cm high;,,,40,,cm,checked
Xanthosia tridentata,"Description: Erect or ascending subshrub to 30 cm high; branches slender and diffuse, usually 10â€“20 cm long, hirsute or ± glabrous, younger parts sparsely stellate-hairy. Leaves cauline, cuneate, 7â€“23 mm long, 3â€“15 mm wide, apex 3-notched, base narrowed, margins ± recurved, upper surface glabrous or sparsely hairy, lower surface whitish tomentose. Inflorescence terminal and leaf-opposed, umbels irregularly compound; mostly 2â€“6-flowered; peduncles 2.5â€“12 mm long; bracteoles petaloid, green or green with red tinges, linear to ovate, 3.5â€“4 mm long. Sepals c. 1.7 mm long, peltate. Petals c. 1 mm long, white. Stylopodium glabrous. Fruit 3â€“3.5 mm long, mericarps 9-ribbed.",erect or ascending subshrub to 30 cm high;,,,30,,cm,checked
Xerothamnella parvifolia,"Description: Sparse low woody shrub to 1 m high, branches divaricate, with short appressed hairs. Leaves ovate, 4â€“10 mm long, 2â€“3 mm wide, thick, ± sessile. Corolla white outside; upper lip 4-lobed, white with red spots at base inside, lower lip entire, blood-red inside; tube 4â€“5 mm long, lips c. 5 mm long. Anthers 1-locular. Capsule 7â€“8 mm long, glabrous or with a few hairs at apex.",sparse low woody shrub to 1 m high,,,1,,m,checked
