source,taxon_name,original_text,text,category,l_absolute_min,l_min,l_max,l_absolute_max,l_units,w_absolute_min,w_min,w_max,w_absolute_max,w_units,checked
missed_pn,Tetragonia tetragonoides,"Description: Prostrate spreading annual or short-lived perennial. Leaves rhombic to lanceolate, to 10 cm long, to 5 cm wide, papillose, semisucculent; petiolate. Perianth lobes 4 or 5, c. 2 mm long. Stamens distributed evenly or Ã‚Â± gathered in groups. Styles 5-10. Fruit subglobose, 10-12 mm diam., woody, winged; wings mostly 4-6, usually 2 larger than the rest; seeds numerous, pyriform, light brown."," fruit subglobose, 10-12 mm diam., woody, winged; wings mostly 4-6, usually 2 larger than the rest;",fruit,,,,,,,10,12,,mm,checked
missed_pn,Thysanotus patersonii,"Description: Twining or prostrate herb; roots tuberous, tubers ellipsoid, c. 1-5 cm long, sessile or shortly stalked from a small rootstock. Leaves annual, 1 or 2, produced infrequently, terete, 10-20 cm long. Flowering stems annual, 1 or occasionally 2, terete, Ã‚Â± hirsute at base, becoming 4-angled and glabrous above, 10-100 cm long; branches usually many, simple to many times dichotomously branched. Flowers single on branches; bracteate, pedicels 1-5 mm long, articulate very close to base. Tepals 5-10.5 mm long; outer tepals 2-3 mm wide; inner tepals 3-6 mm wide including fimbriae to c. 1 mm long. Stamens 6; anthers all straight, not twisted, Ã‚Â± equal, 2-6 mm long, dehiscing by longitudinal slits. Style 3-4 mm long. Capsule 3-4 mm diam.", capsule 3-4 mm diam.,capsule,,,,,,,3,4,,mm,checked
missed_pn,Thysanotus tuberosus,"Description: Herb with roots clustered, tuberous; tubers cylindrical to ellipsoid, 1-3 cm long, 3.5-5 c. from rootstock. Leaves annual, linear, Ã‚Â± terete towards apex, becoming channelled below with narrow membranous wings at base, 20-60 cm long. Flowering stems much-branched, paniculate, 20-80 cm long; umbels 1-8-flowered; pedicels 6-22 mm long, articulate about the middle. Tepals 7-19 mm long; outer tepals 1.5-2.5 mm wide; inner tepals 5-12 mm wide including fimbriae to c. 4 mm long. Stamens 6; anthers twisted, outer 2.5-4.5 mm long, inner 3-9 mm long, dehiscing by terminal pores. Style 4-9 mm long. Capsule 3-7 mm diam.", capsule 3-7 mm diam.,capsule,,,,,,,3,7,,mm,checked
missed_pn,Thysanotus tuberosus subsp. parviflorus,"Description: Herb with roots clustered, tuberous; tubers cylindrical to ellipsoid, 1-3 cm long, 3.5-5 c. from rootstock. Leaves annual, linear, Ã‚Â± terete towards apex, becoming channelled below with narrow membranous wings at base, 20-60 cm long. Flowering stems much-branched, paniculate, 20-80 cm long; umbels 1-8-flowered; pedicels 6-22 mm long, articulate about the middle. Tepals 7-19 mm long; outer tepals 1.5-2.5 mm wide; inner tepals 5-12 mm wide including fimbriae to c. 4 mm long. Stamens 6; anthers twisted, outer 2.5-4.5 mm long, inner 3-9 mm long, dehiscing by terminal pores. Style 4-9 mm long. Capsule 3-7 mm diam.", capsule 3-7 mm diam.,capsule,,,,,,,3,7,,mm,checked
missed_pn,Thysanotus virgatus,"Description: Herb with small rhizomes; roots fibrous. Leaves absent. Flowering stems perennial, several, branched, 20-30 cm long, ridged and ridges scabrous with short or tuberculate hairs; umbels 2-flowered; pedicels 6-9 mm long, articulate at level of bract apices. Tepals 10-12 mm long; outer tepal 3-4 mm wide; inner tepals 8-14 mm wide including fimbriae to c. 5 mm long. Stamens 6; anthers twisted, outer straight and c. 3 mm long, inner curved and c. 6 mm long, dehiscing by terminal pores. Style 5 mm long. Capsule 3-4 mm diam.", capsule 3-4 mm diam.,capsule,,,,,,,3,4,,mm,checked
missed_pn,Torilis nodosa,"Description: Procumbent to erect bristly hairy annual to 60 cm high; stems much-branched, rigid, striate. Leaves 1-2-pinnate, lamina 4-7 cm long; leaflets ovate-oblong with linear lobes; petiole often Ã‚Â± equal to lamina with scarious basal sheath; all covered with long stiff hairs. Umbels leaf-opposed, subglobose; peduncle to 20 mm long; bracts absent; rays 3-5, to c. 4 mm long; bracteoles linear, to c. 2 mm long, acute; pedicels c. 1 mm. Sepals minute, triangular, < 0.5 mm long. Petals white. Stamens pink. Fruit ovoid, 2.5-4 mm long; umbels with mericarp of 2 types, the inner tuberculate, the outer long-bristly."," fruit ovoid, 2.5-4 mm long;",fruit,,2.5,4,,mm,,,,,,checked
missed_pn,Trachymene composita,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3-8 cm long, 4-10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3-5 lobed; segments obovate to cuneate, 4-32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20-45 mm diam., c. 100-200 flowered; peduncle 2.5-11 cm long, glabrous or sparsely hairy towards base; bracts 20-35, 4-7 mm long. Flowers bisexual. Petals 1.5-2.5 mm long, white. Ovary unilocular or 2-locular. Fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide. Carpophores entire, 1-2 mm long."," fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide. carpophores entire, 1-2 mm long.",mericarp,,1,2,,mm,,2.1,3,,mm,checked
missed_pn,Trachymene composita,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3-8 cm long, 4-10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3-5 lobed; segments obovate to cuneate, 4-32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20-45 mm diam., c. 100-200 flowered; peduncle 2.5-11 cm long, glabrous or sparsely hairy towards base; bracts 20-35, 4-7 mm long. Flowers bisexual. Petals 1.5-2.5 mm long, white. Ovary unilocular or 2-locular. Fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide. Carpophores entire, 1-2 mm long."," fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide. carpophores entire, 1-2 mm long.",fruit,,2.5,4,,mm,,,,,,checked
missed_pn,Trachymene composita var. composita,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3-8 cm long, 4-10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3-5 lobed; segments obovate to cuneate, 4-32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20-45 mm diam., c. 100-200 flowered; peduncle 2.5-11 cm long, glabrous or sparsely hairy towards base; bracts 20-35, 4-7 mm long. Flowers bisexual. Petals 1.5-2.5 mm long, white. Ovary glabrous, unilocular or 2-locular. Fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, smooth or tuberculate, ribs rounded. Carpophores entire, 1-2 mm long."," fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, smooth or tuberculate, ribs rounded. carpophores entire, 1-2 mm long.",mericarp,,1,2,,mm,,2.1,3,,mm,checked
missed_pn,Trachymene composita var. composita,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3-8 cm long, 4-10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3-5 lobed; segments obovate to cuneate, 4-32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20-45 mm diam., c. 100-200 flowered; peduncle 2.5-11 cm long, glabrous or sparsely hairy towards base; bracts 20-35, 4-7 mm long. Flowers bisexual. Petals 1.5-2.5 mm long, white. Ovary glabrous, unilocular or 2-locular. Fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, smooth or tuberculate, ribs rounded. Carpophores entire, 1-2 mm long."," fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, smooth or tuberculate, ribs rounded. carpophores entire, 1-2 mm long.",fruit,,2.5,4,,mm,,,,,,checked
missed_pn,Trachymene composita var. robertsonii,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3-8 cm long, 4-10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3-5 lobed; segments obovate to cuneate, 4-32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20-45 mm diam., c. 100-200 flowered; peduncle 2.5-11 cm long, glabrous or sparsely hairy towards base; bracts 20-35, 4-7 mm long. Flowers bisexual. Petals 1.5-2.5 mm long, white. Ovary unilocular or 2-locular, villous. Fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, villous, ribs inconspicuous. Carpophores entire, 1-2 mm long."," fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, villous, ribs inconspicuous. carpophores entire, 1-2 mm long.",mericarp,,1,2,,mm,,2.1,3,,mm,checked
missed_pn,Trachymene composita var. robertsonii,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3-8 cm long, 4-10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3-5 lobed; segments obovate to cuneate, 4-32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20-45 mm diam., c. 100-200 flowered; peduncle 2.5-11 cm long, glabrous or sparsely hairy towards base; bracts 20-35, 4-7 mm long. Flowers bisexual. Petals 1.5-2.5 mm long, white. Ovary unilocular or 2-locular, villous. Fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, villous, ribs inconspicuous. Carpophores entire, 1-2 mm long."," fruit broad ovate to semicircular, 2.5-4 mm long, brown; one or both mericarp maturing. mericarp 2.1-3.0 mm wide, villous, ribs inconspicuous. carpophores entire, 1-2 mm long.",fruit,,2.5,4,,mm,,,,,,checked
missed_pn,Trachymene cyanopetala,"Description: Annual herb, to 20 cm high; stems glabrous. Leaves deeply 3-lobed to dissected, lamina broad ovate in outline, 1-3 cm long, 1-3 cm wide; segments elliptic or cuneate, 1-4 mm wide, sparsely hairy; petiole 10-35 mm long. Umbels 2.5-14 mm diam. 2-5 flowered; peduncle 5-40 mm long glabrous or hairy; bracts 4-5, 1.5-3 mm long. Flowers bisexual. Petals 0.8-1.3 mm long, white, purple or blue. Ovary 2-locular, densely hairy. Fruit broad ovate, 2-6 mm long, brown to purple; both mericarp maturing. mericarp 1.6-3 mm wide; sparsely to densely villous. Carpophores entire, 1.7-2.6 mm long."," fruit broad ovate, 2-6 mm long, brown to purple; both mericarp maturing. mericarp 1.6-3 mm wide; sparsely to densely villous. carpophores entire, 1.7-2.6 mm long.",mericarp,,1.7,2.6,,mm,,1.6,3,,mm,checked
missed_pn,Trachymene cyanopetala,"Description: Annual herb, to 20 cm high; stems glabrous. Leaves deeply 3-lobed to dissected, lamina broad ovate in outline, 1-3 cm long, 1-3 cm wide; segments elliptic or cuneate, 1-4 mm wide, sparsely hairy; petiole 10-35 mm long. Umbels 2.5-14 mm diam. 2-5 flowered; peduncle 5-40 mm long glabrous or hairy; bracts 4-5, 1.5-3 mm long. Flowers bisexual. Petals 0.8-1.3 mm long, white, purple or blue. Ovary 2-locular, densely hairy. Fruit broad ovate, 2-6 mm long, brown to purple; both mericarp maturing. mericarp 1.6-3 mm wide; sparsely to densely villous. Carpophores entire, 1.7-2.6 mm long."," fruit broad ovate, 2-6 mm long, brown to purple; both mericarp maturing. mericarp 1.6-3 mm wide; sparsely to densely villous. carpophores entire, 1.7-2.6 mm long.",fruit,,2,6,,mm,,,,,,checked
missed_pn,Trachymene glaucifolia,"Description: Erect annual herb to 60 cm high, sometimes with a perennial rootstock; stems sparingly branched, glabrous. Leaves mostly towards the base of the plant, 3-5-lobed to dissected, lamina ovate in outline, 2-5 cm long, 3-5 cm wide; segments linear to elliptic, 1-7 mm wide; glabrous to sparsely hairy; petiole 3.5-10.5 c, long. Umbels 10-25 mm diam. in flower, 20-30 mm diam. in fruit, 80-120 flowered; peduncle 2-12 cm long with glandular hairs at the base, subtended by leaf-like bracts becoming sessile and tri-fid. Bracts 15-18, 4-9 mm long. Flowers bisexual or male. Petals 1.6-1.9 mm long, blue turning white. Ovary unilocular, glabrous or glandular hairy. Fruit semicircular, 4.5-5.5 mm long, brown; consisting of only one mericarp. mericarp 3.9-5.5 mm wide, weakly to strongly papillate; the papillae terminated by glandular trichomes, often breaking off. Carpophores entire, 2.5-3 mm long."," fruit semicircular, 4.5-5.5 mm long, brown; consisting of only one mericarp. mericarp 3.9-5.5 mm wide, weakly to strongly papillate; the papillae terminated by glandular trichomes, often breaking off. carpophores entire, 2.5-3 mm long.",mericarp,,2.5,3,,mm,,3.9,5.5,,mm,checked
missed_pn,Trachymene glaucifolia,"Description: Erect annual herb to 60 cm high, sometimes with a perennial rootstock; stems sparingly branched, glabrous. Leaves mostly towards the base of the plant, 3-5-lobed to dissected, lamina ovate in outline, 2-5 cm long, 3-5 cm wide; segments linear to elliptic, 1-7 mm wide; glabrous to sparsely hairy; petiole 3.5-10.5 c, long. Umbels 10-25 mm diam. in flower, 20-30 mm diam. in fruit, 80-120 flowered; peduncle 2-12 cm long with glandular hairs at the base, subtended by leaf-like bracts becoming sessile and tri-fid. Bracts 15-18, 4-9 mm long. Flowers bisexual or male. Petals 1.6-1.9 mm long, blue turning white. Ovary unilocular, glabrous or glandular hairy. Fruit semicircular, 4.5-5.5 mm long, brown; consisting of only one mericarp. mericarp 3.9-5.5 mm wide, weakly to strongly papillate; the papillae terminated by glandular trichomes, often breaking off. Carpophores entire, 2.5-3 mm long."," fruit semicircular, 4.5-5.5 mm long, brown; consisting of only one mericarp. mericarp 3.9-5.5 mm wide, weakly to strongly papillate; the papillae terminated by glandular trichomes, often breaking off. carpophores entire, 2.5-3 mm long.",fruit,,4.5,5.5,,mm,,,,,,checked
missed_pn,Trachymene humilis,"Description: Perennial herb 10-30 cm high, with a stout rootstock, Ã‚Â± glabrous. Leaves in basal rosette; lamina ovate or ovate-oblong, 1.5-2.5 cm long, 1-1.6 cm wide, entire or bluntly 3-5-lobed, the lobing often asymmetrical, glabrous or very sparsely hairy; petiole to 7 cm long, slender, with sparse long hairs, long sheathing base ciliate. Umbels 10-20 mm diam., with 20-50 flowers or more; peduncle arising from base, 1-30 cm long, with a few long hairs; bracts linear, c. 5 mm long, ciliate, joined at base. Petals 1-1.5 mm long, white or pinkish. Fruit 2.5-6 mm long, usually both mericarp maturing, the surface smooth; pedicel 2-4 mm long, glabrous."," fruit 2.5-6 mm long, usually both mericarp maturing, the surface smooth;",fruit,,2.5,6,,mm,,,,,,checked
