taxon_name,genus,family,life_history_scored,scoring,source,citation,notes,citation2,ABRS_2022,ATRP_2020,NHNSW_2022,NTH_2022,RBGV_2022,SAH_2022,WAH_2022_1,WAH_2022_2
Thelymitra basaltica,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra batesii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra benthamiana,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra bracteata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra brevifolia,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra campanulata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra canaliculata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra carnea,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra circumsepta,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra cornicina,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra corrugata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra crenulata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra crinita,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra cucullata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra cyanapicata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra cyanea,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra dedmaniarum,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra epipactoides,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra erosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra exigua,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra exigua x Thelymitra gregaria,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra flexuosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,perennial
Thelymitra fragrans,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra frenchii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra fuscolutea,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra glaucophylla,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra graminea,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra grandiflora,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra grandiflora subsp. exposa,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra grandiflora subsp. grandiflora,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra granitora,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra gregaria,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra hiemalis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra holmesii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra hygrophila,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra imbricata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra improcera,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra incurva,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra inflata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra ixioides,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra ixioides var. ixioides,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra jacksonii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra jonesii,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra juncifolia,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra kangaloonica,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra latifolia,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra latiloba,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra longifolia,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra longiloba,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra lucida,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra luteocilium,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra mackibbinii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra macrophylla,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra maculata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra magnifica,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra malvina,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra matthewsii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra media,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra megcalyptra,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra mucida,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra nuda,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra occidentalis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra odora,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra orientalis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra pallidiflora,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra pallidifructus,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra paludosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra pauciflora,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra peniculata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra petrophila,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra planicola,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra polychroma,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra psammophila,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra pulchella,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Thelymitra pulcherrima,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra purpurata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra queenslandica,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra reflexa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra rubra,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra rubricaulis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra sargentii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra silena,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra simulata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra sp. Gibraltar Falls (M.A.Clements 4701),Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra sp. Murchison (A.S.George 9542),Thelymitra,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Thelymitra sp. Ongerup (S.Oborne 142),Thelymitra,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Thelymitra spadicea,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra sparsa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra speciosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra spiralis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra stellata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra tigrina,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra tubulina,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra uliginosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra variegata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra venosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra villosa,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra viridis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra vulgaris,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra x chasmogama,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra x irregularis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra x macmillanii,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra x merraniae,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Thelymitra x truncata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Thelymitra xanthotricha,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra yorkensis,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thrixspermum carinatifolium,Thrixspermum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thrixspermum congestum,Thrixspermum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thrixspermum platystachys,Thrixspermum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thynninorchis huntiana,Thynninorchis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thynninorchis nothofagicola,Thynninorchis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Townsonia viridis,Townsonia,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Trachoma speciosum,Trachoma,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Trachoma stellatum,Trachoma,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Trachoma subluteum,Trachoma,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Trichoglottis australiensis,Trichoglottis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Tropidia territorialis,Tropidia,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Tropidia viridifusca,Tropidia,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Vanda hindsii,Vanda,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Vrydagzynea albostriata,Vrydagzynea,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Vrydagzynea grayi,Vrydagzynea,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
x Phelodia tutelata,x Phelodia,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Zeuxine exilis,Zeuxine,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Zeuxine oblonga,Zeuxine,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Zeuxine polygonoides,Zeuxine,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Aeginetia saccharicola,Aeginetia,Orobanchaceae,,(unknown-not specified in references),floras-scraped; website,,??never mentions either annual or perennial,,,,,,,,,
Bellardia trixago,Bellardia,Orobanchaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,annual,annual
Bellardia viscosa,Bellardia,Orobanchaceae,annual,species description,floras-scraped,,,,,,annual,,,,annual,annual biennial
Orobanche cernua,Orobanche,Orobanchaceae,annual,species description,website,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.37743,,,,,,,,,,
Orobanche cernua var. australiana,Orobanche,Orobanchaceae,annual,species description,website,https://www.cabidigitallibrary.org/doi/10.1079/cabicompendium.37743,,,,,,,,,,
Orobanche minor,Orobanche,Orobanchaceae,annual perennial,inferred from species description,floras-scraped,in all state floras,"??never mentions either annual or perennial, which suggests both",,,,,,,,,
Orobanche ramosa,Orobanche,Orobanchaceae,annual,species description,website,https://vro.agriculture.vic.gov.au/dpi/vro/vrosite.nsf/pages/weeds_herbs_annual_branched_broomrape,,,,,,,,,,
Parentucellia latifolia,Parentucellia,Orobanchaceae,annual,species description,floras-scraped,,,,,,annual,,annual,annual,,annual
Leptopteris fraseri,Leptopteris,Osmundaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Leptopteris moorei,Leptopteris,Osmundaceae,perennial,species description,floras,FoA print volume,,,,,,,,,,
Todea barbara,Todea,Osmundaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Biophytum petersianum,Biophytum,Oxalidaceae,annual,species description,floras-scraped,,,,annual,annual,,,,,,
Oxalis articulata,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,perennial,perennial,,
Oxalis barrelieri,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Oxalis bifurca,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,perennial,,,
Oxalis bowiei,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,perennial,,,perennial
Oxalis brasiliensis,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,perennial,,,
Oxalis caprina,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Oxalis chnoodes,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,perennial,,,
Oxalis compressa,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
Oxalis corniculata,Oxalis,Oxalidaceae,annual short_lived_perennial perennial,species description,floras-scraped,,,,annual perennial,annual short_lived_perennial,perennial,perennial,annual perennial,,,annual
Oxalis debilis,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Oxalis debilis var. corymbosa,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,,,perennial,,perennial,,,perennial
Oxalis depressa,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,perennial,
Oxalis exilis,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,perennial,,,
Oxalis flava,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,perennial,perennial
Oxalis glabra,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,perennial,perennial
Oxalis hirta,Oxalis,Oxalidaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
