taxon_name,trait_name,value_type,value,unit,retain,entity,measurement_remarks,original_name,observation_id,form,leaf,seed,original_text
Thysanotus ramulosus,seed_width,minimum,1,mm,good,,,Thysanotus ramulosus,3615,,leaves absent.,"seeds angular, circa 1 mm diam.;","Rootstock small, with remnants of old bracts; roots tuberous; tubers shortly stalked, c. 2 cm long, 4 mm diam. Leaves absent. Stem perennial, c. 10 cm long, glabrous or with scattered, flattened hairs to l mm long, dichotomously branched; lower branches sterile, to 3 cm long; upper branches fertile, to 6-8 cm long. Flowers single, occasionally paired; pedicels 3 mm long, articulated at base. Perianth segments 10-11 mm long. Sepals linear to narrowly lanceolate, c. 2 mm wide. Petals elliptic, 5 mm wide; fimbriae l.5-3 mm long. Stamens 6; anthers very slightly curved, 3 outer 3.5 mm long, 3 inner 4.5 mm long. Style 5 mm long. Seeds angular, c. 1 mm diam.; aril straw-coloured."
Thysanotus rectantherus,seed_length,minimum,2,mm,good,,,Thysanotus rectantherus,3616,,"leaves annual, 2 or 3, typically developing at circa 45 ° to ground surface, occasionally erect, ±linear, 20-30 cm long.","seeds cylindrical, 2 mm long, 1 mm diam.;","Rootstock short; roots tuberous; tubers ellipsoidal, 3-5 cm long, c. 6 cm from rootstock. Leaves annual, 2 or 3, typically developing at c. 45 ° to ground surface, occasionally erect, ±linear, 20-30 cm long. Inflorescence paniculate, 14-17 cm long; umbels 1- or 2-flowered; pedicels 9 mm long, expanding imperceptibly into flower, articulated just below middle. Perianth segments 11 mm long. Sepals linear to narrowly lanceolate, c. 2.5 mm wide, outer surface glaucous. Petals elliptic, 5 mm wide; fimbriae c. 0.5-4 mm long. Stamens 6; anthers equal, 5.5-6 mm long, straight to slightly curved. Style 6 mm long. Seeds cylindrical, 2 mm long, 1 mm diam.; aril pale yellow."
Thysanotus rectantherus,seed_width,minimum,1,mm,good,,,Thysanotus rectantherus,3616,,"leaves annual, 2 or 3, typically developing at circa 45 ° to ground surface, occasionally erect, ±linear, 20-30 cm long.","seeds cylindrical, 2 mm long, 1 mm diam.;","Rootstock short; roots tuberous; tubers ellipsoidal, 3-5 cm long, c. 6 cm from rootstock. Leaves annual, 2 or 3, typically developing at c. 45 ° to ground surface, occasionally erect, ±linear, 20-30 cm long. Inflorescence paniculate, 14-17 cm long; umbels 1- or 2-flowered; pedicels 9 mm long, expanding imperceptibly into flower, articulated just below middle. Perianth segments 11 mm long. Sepals linear to narrowly lanceolate, c. 2.5 mm wide, outer surface glaucous. Petals elliptic, 5 mm wide; fimbriae c. 0.5-4 mm long. Stamens 6; anthers equal, 5.5-6 mm long, straight to slightly curved. Style 6 mm long. Seeds cylindrical, 2 mm long, 1 mm diam.; aril pale yellow."
Thysanotus sabulosus,leaf_width,minimum,1,mm,good,,not a min,Thysanotus sabulosus,4118,,"leaves apparently perennial, circa 12, outermost b, innermost terete, 4-5 cm long, 1 mm wide.","seeds ±cylindrical, 1.5 mm long, 1 mm diam.;","Rootstock ±cylindrical, c. 5 mm diam.; roots fibrous. Leaves apparently perennial, c. 12, outermost bract-like, innermost terete, 4-5 cm long, 1 mm wide. Inflorescence paniculate, c. 20 cm long; scape densely shortly hairy at base, glabrous above; umbels 1-3-flowered; pedicels 3-6 mm long, articulated ±medianly. Perianth segments 10-12 mm long. Sepals narrowly elliptic, 1.5-2 mm wide. Petals ovate-elliptic, c. 6 mm wide; fimbriae 3 mm long. Stamens 6; anthers twisted, 3 outer 4 mm long, 3 inner 5 mm long and slightly curved. Style 5-6 mm long. Seeds ±cylindrical, 1.5 mm long, 1 mm diam.; aril stalked, yellow to orange."
Thysanotus sabulosus,seed_length,minimum,1.5,mm,good,,,Thysanotus sabulosus,3617,,"leaves apparently perennial, circa 12, outermost b, innermost terete, 4-5 cm long, 1 mm wide.","seeds ±cylindrical, 1.5 mm long, 1 mm diam.;","Rootstock ±cylindrical, c. 5 mm diam.; roots fibrous. Leaves apparently perennial, c. 12, outermost bract-like, innermost terete, 4-5 cm long, 1 mm wide. Inflorescence paniculate, c. 20 cm long; scape densely shortly hairy at base, glabrous above; umbels 1-3-flowered; pedicels 3-6 mm long, articulated ±medianly. Perianth segments 10-12 mm long. Sepals narrowly elliptic, 1.5-2 mm wide. Petals ovate-elliptic, c. 6 mm wide; fimbriae 3 mm long. Stamens 6; anthers twisted, 3 outer 4 mm long, 3 inner 5 mm long and slightly curved. Style 5-6 mm long. Seeds ±cylindrical, 1.5 mm long, 1 mm diam.; aril stalked, yellow to orange."
Thysanotus sabulosus,seed_width,minimum,1,mm,good,,,Thysanotus sabulosus,3617,,"leaves apparently perennial, circa 12, outermost b, innermost terete, 4-5 cm long, 1 mm wide.","seeds ±cylindrical, 1.5 mm long, 1 mm diam.;","Rootstock ±cylindrical, c. 5 mm diam.; roots fibrous. Leaves apparently perennial, c. 12, outermost bract-like, innermost terete, 4-5 cm long, 1 mm wide. Inflorescence paniculate, c. 20 cm long; scape densely shortly hairy at base, glabrous above; umbels 1-3-flowered; pedicels 3-6 mm long, articulated ±medianly. Perianth segments 10-12 mm long. Sepals narrowly elliptic, 1.5-2 mm wide. Petals ovate-elliptic, c. 6 mm wide; fimbriae 3 mm long. Stamens 6; anthers twisted, 3 outer 4 mm long, 3 inner 5 mm long and slightly curved. Style 5-6 mm long. Seeds ±cylindrical, 1.5 mm long, 1 mm diam.; aril stalked, yellow to orange."
Thysanotus scaber,seed_length,minimum,1,mm,good,,,Thysanotus scaber,3618,,"leaves annual, circa 4-6, channelled, ridged, 20-30 cm long, scabrous with short teeth.","seeds ±spherical, circa 1-1.5 mm diam.;","Rootstock small, surrounded by old leaf bases; roots tuberous; tubers ±cylindrical, c. 4-5 cm long, c. 15-18 cm from stock. Leaves annual, c. 4-6, channelled, ridged, 20-30 cm long, scabrous with short teeth. Inflorescence paniculate, 35-40 cm long; scape ridged, shortly hairy below, glabrous above; umbels 4-8-flowered; pedicels 10-12 mm long, articulated near base, nodding in fruit. Perianth segments 7.5-11 mm long. Sepals linear, c. 3 mm wide, mucronate. Petals elliptic, c. 8 mm wide; fimbriae c. 3 mm long. Stamens 6; anthers c. 3-4 mm long, inner whorl slightly longer. Style 4.5 mm long. Seeds ±spherical, c. 1-1.5 mm diam.; aril pale straw-coloured."
Thysanotus scaber,seed_length,maximum,1.5,mm,good,,,Thysanotus scaber,3618,,"leaves annual, circa 4-6, channelled, ridged, 20-30 cm long, scabrous with short teeth.","seeds ±spherical, circa 1-1.5 mm diam.;","Rootstock small, surrounded by old leaf bases; roots tuberous; tubers ±cylindrical, c. 4-5 cm long, c. 15-18 cm from stock. Leaves annual, c. 4-6, channelled, ridged, 20-30 cm long, scabrous with short teeth. Inflorescence paniculate, 35-40 cm long; scape ridged, shortly hairy below, glabrous above; umbels 4-8-flowered; pedicels 10-12 mm long, articulated near base, nodding in fruit. Perianth segments 7.5-11 mm long. Sepals linear, c. 3 mm wide, mucronate. Petals elliptic, c. 8 mm wide; fimbriae c. 3 mm long. Stamens 6; anthers c. 3-4 mm long, inner whorl slightly longer. Style 4.5 mm long. Seeds ±spherical, c. 1-1.5 mm diam.; aril pale straw-coloured."
Thysanotus sparteus,seed_length,minimum,2,mm,good,,,Thysanotus sparteus,3619,,leaves absent.,"seeds ellipsoidal, circa 2 mm long, 1 mm diam.;","Rhizome irregularly shaped, c. 1.5-6 cm diam.; roots fibrous. Leaves absent. Young stems usually sterile, much branched, ridged; ridges shortly, densely to sparsely hairy. Mature stems perennial, branched monopodially, 39-100 cm long, occasionally hirsute in lowest 2-5 cm. Umbels 2-7-flowered, terminal, additional umbels either sessile or shortly pedunculate below; pedicels 4-7 mm long, articulated near base, c. 11 mm long in fruit. Perianth segments 10-20 mm long. Sepals linear, 2-3.5 mm wide, mucronate. Petals elliptic, 5-7 mm wide; fimbriae 3-5 mm long. Stamens 6; anthers twisted, 3 outer 2.5-5.5 mm long, 3 inner 7-10 mm long and curved. Style curved, 8-11 mm long. Seeds ellipsoidal, c. 2 mm long, 1 mm diam.; aril orange."
Thysanotus sparteus,seed_width,minimum,1,mm,good,,,Thysanotus sparteus,3619,,leaves absent.,"seeds ellipsoidal, circa 2 mm long, 1 mm diam.;","Rhizome irregularly shaped, c. 1.5-6 cm diam.; roots fibrous. Leaves absent. Young stems usually sterile, much branched, ridged; ridges shortly, densely to sparsely hairy. Mature stems perennial, branched monopodially, 39-100 cm long, occasionally hirsute in lowest 2-5 cm. Umbels 2-7-flowered, terminal, additional umbels either sessile or shortly pedunculate below; pedicels 4-7 mm long, articulated near base, c. 11 mm long in fruit. Perianth segments 10-20 mm long. Sepals linear, 2-3.5 mm wide, mucronate. Petals elliptic, 5-7 mm wide; fimbriae 3-5 mm long. Stamens 6; anthers twisted, 3 outer 2.5-5.5 mm long, 3 inner 7-10 mm long and curved. Style curved, 8-11 mm long. Seeds ellipsoidal, c. 2 mm long, 1 mm diam.; aril orange."
Thysanotus speckii,seed_height,minimum,1.5,mm,good,,,Thysanotus newbeyi,3608,,"leaves annual, few, ±linear, flat, 12.5-25 cm long, sometimes withering before flowering; margins with tuberculate hairs.","seeds ellipsoidal, 2 mm long, 1.5 mm wide;","Rootstock small; roots tuberous; tubers sessile, cylindrical, 2.5-3.5 cm long. Leaves annual, few, ±linear, flat, 12.5-25 cm long, sometimes withering before flowering; margins with tuberculate hairs. Inflorescence loosely paniculate, c. 10-15 cm long; umbels 4-6-flowered; pedicels 5-12 mm long, articulated ±medianly, nodding in fruit. Perianth segments 5-12 mm long. Sepals recurved, linear to narrowly lanceolate, c. 2.5 mm wide. Petals oblong-elliptic, c. 3.5-4 mm wide; fimbriae l.5-2 mm long. Stamens 6; anthers dehiscing by slits, 3 outer 4 mm long, 3 inner 5 mm long. Style curved, c. 4-5 mm long. Seeds ellipsoidal, 2 mm long, 1.5 mm wide; aril straw-coloured."
Thysanotus speckii,seed_length,minimum,2,mm,good,,,Thysanotus newbeyi,3608,,"leaves annual, few, ±linear, flat, 12.5-25 cm long, sometimes withering before flowering; margins with tuberculate hairs.","seeds ellipsoidal, 2 mm long, 1.5 mm wide;","Rootstock small; roots tuberous; tubers sessile, cylindrical, 2.5-3.5 cm long. Leaves annual, few, ±linear, flat, 12.5-25 cm long, sometimes withering before flowering; margins with tuberculate hairs. Inflorescence loosely paniculate, c. 10-15 cm long; umbels 4-6-flowered; pedicels 5-12 mm long, articulated ±medianly, nodding in fruit. Perianth segments 5-12 mm long. Sepals recurved, linear to narrowly lanceolate, c. 2.5 mm wide. Petals oblong-elliptic, c. 3.5-4 mm wide; fimbriae l.5-2 mm long. Stamens 6; anthers dehiscing by slits, 3 outer 4 mm long, 3 inner 5 mm long. Style curved, c. 4-5 mm long. Seeds ellipsoidal, 2 mm long, 1.5 mm wide; aril straw-coloured."
Thysanotus speckii,seed_width,minimum,1.5,mm,good,,,Thysanotus newbeyi,3608,,"leaves annual, few, ±linear, flat, 12.5-25 cm long, sometimes withering before flowering; margins with tuberculate hairs.","seeds ellipsoidal, 2 mm long, 1.5 mm wide;","Rootstock small; roots tuberous; tubers sessile, cylindrical, 2.5-3.5 cm long. Leaves annual, few, ±linear, flat, 12.5-25 cm long, sometimes withering before flowering; margins with tuberculate hairs. Inflorescence loosely paniculate, c. 10-15 cm long; umbels 4-6-flowered; pedicels 5-12 mm long, articulated ±medianly, nodding in fruit. Perianth segments 5-12 mm long. Sepals recurved, linear to narrowly lanceolate, c. 2.5 mm wide. Petals oblong-elliptic, c. 3.5-4 mm wide; fimbriae l.5-2 mm long. Stamens 6; anthers dehiscing by slits, 3 outer 4 mm long, 3 inner 5 mm long. Style curved, c. 4-5 mm long. Seeds ellipsoidal, 2 mm long, 1.5 mm wide; aril straw-coloured."
Thysanotus spiniger,leaf_length,minimum,150,mm,good,,not a min,Thysanotus spiniger,4122,,"leaves annual, ±linear, to 15 cm long, shortly hirsute on margins and ridges of lower surface, withering before flowering.",seeds not seen.,"Rhizome short, thick, c. 3-4 cm long, 1.5-2 cm diam.; roots fibrous. Leaves annual, ±linear, to 15 cm long, shortly hirsute on margins and ridges of lower surface, withering before flowering. Stem perennial, stiff, leafless, several times dichotomously branched, to 40 cm long, ridged, with short, somewhat recurved hairs on ridges. Umbels 1- or 2-flowered; pedicels 4-6 mm long, articulated ±medianly. Perianth segments c. 13 mm long. Sepals broadly linear-lanceolate, 3 mm wide, mucronate. Petals elliptic, 5-5.5 mm wide; fimbriae 4-4.5 mm long. Stamens 6; anthers equal, 8 mm long. Style curved, 7 mm long. Seeds not seen."
Thysanotus tenellus,seed_height,minimum,1.5,mm,good,,,Thysanotus tenellus,3621,,"leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, circa 2-3 mm wide, ridges and margins usually tuberculately hairy.","seeds ±spherical, circa l.5 mm diam.;","Rootstock small; roots tuberous; tubers stalked, 1-1.5 cm long. Leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, c. 2-3 mm wide, ridges and margins usually tuberculately hairy. Inflorescence paniculate, few-branched; scape striate, tuberculately hairy on ridges, 7-44 cm long; umbels 1-4-flowered; pedicels 8-17 mm long, articulated near base, nodding in fruit. Perianth segments 6.5-13 mm long, occasionally white. Sepals lanceolate, 2.5 mm wide, mucronate. Petals elliptic, 5.5 mm wide; fimbriae 4 mm long. Stamens 6; anthers curved, dehiscing by slits, 3 outer 2-4 mm long, 3 inner 2.5-5 mm long. Style c. 4 mm long. Seeds ±spherical, c. l.5 mm diam.; aril straw-coloured."
Thysanotus tenellus,seed_length,minimum,1.5,mm,good,,,Thysanotus tenellus,3621,,"leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, circa 2-3 mm wide, ridges and margins usually tuberculately hairy.","seeds ±spherical, circa l.5 mm diam.;","Rootstock small; roots tuberous; tubers stalked, 1-1.5 cm long. Leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, c. 2-3 mm wide, ridges and margins usually tuberculately hairy. Inflorescence paniculate, few-branched; scape striate, tuberculately hairy on ridges, 7-44 cm long; umbels 1-4-flowered; pedicels 8-17 mm long, articulated near base, nodding in fruit. Perianth segments 6.5-13 mm long, occasionally white. Sepals lanceolate, 2.5 mm wide, mucronate. Petals elliptic, 5.5 mm wide; fimbriae 4 mm long. Stamens 6; anthers curved, dehiscing by slits, 3 outer 2-4 mm long, 3 inner 2.5-5 mm long. Style c. 4 mm long. Seeds ±spherical, c. l.5 mm diam.; aril straw-coloured."
Thysanotus tenellus,seed_length,maximum,1.5,mm,good,,,Thysanotus tenellus,3621,,"leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, circa 2-3 mm wide, ridges and margins usually tuberculately hairy.","seeds ±spherical, circa l.5 mm diam.;","Rootstock small; roots tuberous; tubers stalked, 1-1.5 cm long. Leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, c. 2-3 mm wide, ridges and margins usually tuberculately hairy. Inflorescence paniculate, few-branched; scape striate, tuberculately hairy on ridges, 7-44 cm long; umbels 1-4-flowered; pedicels 8-17 mm long, articulated near base, nodding in fruit. Perianth segments 6.5-13 mm long, occasionally white. Sepals lanceolate, 2.5 mm wide, mucronate. Petals elliptic, 5.5 mm wide; fimbriae 4 mm long. Stamens 6; anthers curved, dehiscing by slits, 3 outer 2-4 mm long, 3 inner 2.5-5 mm long. Style c. 4 mm long. Seeds ±spherical, c. l.5 mm diam.; aril straw-coloured."
Thysanotus tenellus,seed_width,minimum,1.5,mm,good,,,Thysanotus tenellus,3621,,"leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, circa 2-3 mm wide, ridges and margins usually tuberculately hairy.","seeds ±spherical, circa l.5 mm diam.;","Rootstock small; roots tuberous; tubers stalked, 1-1.5 cm long. Leaves annual, 5-27, linear, channelled, ridged on ventral surface, 10-28 cm long, c. 2-3 mm wide, ridges and margins usually tuberculately hairy. Inflorescence paniculate, few-branched; scape striate, tuberculately hairy on ridges, 7-44 cm long; umbels 1-4-flowered; pedicels 8-17 mm long, articulated near base, nodding in fruit. Perianth segments 6.5-13 mm long, occasionally white. Sepals lanceolate, 2.5 mm wide, mucronate. Petals elliptic, 5.5 mm wide; fimbriae 4 mm long. Stamens 6; anthers curved, dehiscing by slits, 3 outer 2-4 mm long, 3 inner 2.5-5 mm long. Style c. 4 mm long. Seeds ±spherical, c. l.5 mm diam.; aril straw-coloured."
Thysanotus tenuis,seed_height,minimum,1,mm,good,,,Thysanotus tenuis,3622,,"leaves annual, 3 or 4, flat basally, ±terete above, 15-18 cm long, lower margins ciliate.","seeds ±spherical, circa 1 mm diam.;","Rootstock small; roots tuberous; tubers shortly pedicellate, cylindrical, 3-4 cm long, 4 mm wide. Leaves annual, 3 or 4, flat basally, ±terete above, 15-18 cm long, lower margins ciliate. Inflorescence paniculate, dichotomously branched, c. 20-24 cm long, with scattered patent hairs basally; umbels l- or 2-flowered; pedicels 6-7 mm long, articulated at base. Perianth segments c. 10 mm long. Sepals linear to narrowly lanceolate, l.5 mm wide, with recurved mucro. Petals elliptic, c. 3.5 mm wide; fimbriae c. 1-1.5 mm long. Stamens 6; anthers dehiscing by slits, 3 outer 3 mm long, 3 inner 4 mm long and slightly curved. Style straight to slightly curved, 3.5-4 mm long. Seeds ±spherical, c. 1 mm diam.; aril straw-coloured."
