species,Fruit.Type.Botany,Fruit.Type.Specific,Fruit.Type.Function,Adaptive.Trait,Fruit.Length (mm),Fruit.Diameter (mm),Seed.Length (mm),Seed.Diameter (mm),Flowering time
Psychrophila introloba,,,,,,,,,`11-1
Psychrophila phylloptera,,,,,,,,,`12-3
Pycnarrhena novoguineensis,fleshy,drupe,fleshy,,,,,,
Pycnarrhena ozantha,fleshy,drupe,fleshy,,,,,,
Quassia baileyana,fleshy,drupe,fleshy,,,,,,
Quassia bidwillii,fleshy,drupe,fleshy,,,,,,
Ranunculus acaulis,dry,achene,dry,,,,,,`8-2
Ranunculus acrophilus,dry,achene,dry,,,,,,`1-2
Ranunculus amphitrichus,dry,achene,dry,,,,,,`10-5
Ranunculus amplus,dry,achene,dry,,,,,,`10-11
Ranunculus anemoneus,dry,achene,dry,,,,,,
Ranunculus clivicola,dry,achene,dry,,,,,,`1-3
Ranunculus collicola,dry,achene,dry,,,,,,`1-4
Ranunculus collinus,dry,achene,dry,,,,,,`10-1
Ranunculus colonorum,dry,achene,dry,,,,,,`8-12
Ranunculus decurvus,dry,achene,dry,,,,,,`10-2
Ranunculus diminutus,dry,achene,dry,,,,,,`9-2
Ranunculus dissectifolius,dry,achene,dry,,,,,,`12-3
Ranunculus eichlerianus,dry,achene,dry,,,,,,`11-1
Ranunculus glabrifolius,dry,achene,dry,,,,,,`9-1
Ranunculus graniticola,dry,achene,dry,,,,,,`12-3
Ranunculus gunnianus,dry,achene,dry,,,,,,`10-1
Ranunculus hamatosetosus,dry,achene,dry,,,,,,`7-9
Ranunculus inundatus,dry,achene,dry,,,,,,`9-2
Ranunculus jugosus,dry,achene,dry,,,,,,`10-2
Ranunculus lappaceus,dry,achene,dry,,,,,,`7-12
Ranunculus meristus,dry,achene,dry,,,,,,`8-1
Ranunculus millanii,dry,achene,dry,,,,,,`12-3
Ranunculus muelleri,dry,achene,dry,,,,,,`12-2
Ranunculus nanus,dry,achene,dry,,,,,,`10-3
Ranunculus niphophilus,dry,achene,dry,,,,,,`12-2
Ranunculus pachycarpus,dry,achene,dry,,,,,,`7-11
Ranunculus papulentus,dry,achene,dry,,,,,,`11-3
Ranunculus pascuinus,dry,achene,dry,,,,,,`10-1
Ranunculus pentandrus,dry,achene,dry,,,,,,
Ranunculus pimpinellifolius,dry,achene,dry,,,,,,`10-2
Ranunculus plebeius,dry,achene,dry,,,,,,`11-3
Ranunculus prasinus,dry,achene,dry,,,,,,`10-2
Ranunculus productus,dry,achene,dry,,,,,,`12-3
Ranunculus pumilio,dry,achene,dry,,,,,,
Ranunculus robertsonii,dry,achene,dry,,,,,,`8-12
Ranunculus scapiger,dry,achene,dry,,,,,,`11-3
Ranunculus sessiliflorus,dry,achene,dry,,,,,,
Ranunculus triplodontus,dry,achene,dry,,,,,,`11-2
Ranunculus undosus,dry,achene,dry,,,,,,`8-4
Ranunculus victoriensis,dry,achene,dry,,,,,,`11-1
Rhizophora apiculata,fleshy,berry,fleshy,,,,,,
Rhizophora lamarckii,fleshy,berry,fleshy,,,,,,
Rhizophora mucronata,fleshy,berry,fleshy,,,,,,
Rhizophora stylosa,fleshy,berry,fleshy,,,,,,
Rhodosphaera rhodanthema,fleshy,drupe,fleshy,,,,,,
Ripogonum album,fleshy,berry,fleshy,,,,,,
Ripogonum brevifolium,fleshy,berry,fleshy,,,,,,
Ripogonum discolor,fleshy,berry,fleshy,,,,,,
Ripogonum elseyanum,fleshy,berry,fleshy,,,,,,
Ripogonum fawcettianum,fleshy,berry,fleshy,,,,,,
Romnalda grallata,dry,capsule,dry,,10,,5.5,,
Romnalda strobilacea,dry,capsule,dry,,,,4.5,,
Rotala diandra,dry,capsule,dry,,,,,,
Rotala mexicana,dry,capsule,dry,,,,,,
Rotala occultiflora,dry,capsule,dry,,,,,,
Rotala rosea,dry,capsule,dry,,,,,,
Rotala tripartita,dry,capsule,dry,,,,,,
Ryticaryum longifolium,fleshy,drupe,fleshy,,,,,,
Salacia chinensis,fleshy,berry,fleshy,,,,,,
Salacia disepala,fleshy,berry,fleshy,,,,,,
Salacia erythrocarpa,fleshy,berry,fleshy,,,,,,
Santalum acuminatum,fleshy,drupe,fleshy,,,,,,
Santalum album,fleshy,drupe,fleshy,,,,,,
Santalum lanceolatum,fleshy,drupe,fleshy,,,,,,
Santalum murrayanum,fleshy,drupe,fleshy,,,,,,
Santalum obtusifolium,fleshy,drupe,fleshy,,,,,,
Santalum spicatum,fleshy,drupe,fleshy,,,,,,
Sarcopetalum harveyanum,fleshy,drupe,fleshy,,,,,,`10-3
Sarcopteryx acuminata,dry,capsule,fleshy,fleshy wings/capsule,,,,,
Sarcopteryx martyana,dry,capsule,fleshy,fleshy wings/capsule,,,,,
Sarcopteryx montana,dry,capsule,fleshy,fleshy wings/capsule,,,,,
Sarcopteryx reticulata,dry,capsule,fleshy,fleshy wings/capsule,,,,,
Sarcopteryx stipata,dry,capsule,fleshy,fleshy wings/capsule,,,,,
Scaevola acacioides,,,,,,,,,`5
Scaevola aemula,,,,,,,,,`8-3
Scaevola albida,,,,,,,,,`1-12
Scaevola anchusifolia,,,,,,,,,`7-11
Scaevola angulata,,,,,,,,,`1-12
Scaevola angustata,,,,,,,,,`8-11
Scaevola auriculata,,,,,,,,,`9-1
Scaevola basedowii,,,,,,,,,`5-9
Scaevola brookeana,,,,,,,,,`12
Scaevola bursariifolia,,,,,,,,,`10-2
Scaevola calendulacea,,,,,,,,,`1-12
Scaevola calliptera,,,,,,,,,`8-12
Scaevola canescens,,,,,,,,,`3-11
Scaevola chrysopogon,,,,,,,,,`8-10
Scaevola collaris,,,,,,,,,`5-11
Scaevola collina,,,,,,,,,`5-8
Scaevola crassifolia,dry,nut,dry,"indehiscent, woody",,,,,`8-1
Scaevola cuneiformis,,,,,,,,,`9-11
Scaevola cunninghamii,,,,,,,,,`5-9
Scaevola densifolia,,,,,,,,,`10-12
Scaevola depauperata,,,,,,,,,`4-12
Scaevola enantophylla,,,,,,,,,`7-11
Scaevola eneabba,,,,,,,,,`12
Scaevola glabrata,,,,,,,,,`5-10
Scaevola glandulifera,,,,,,,,,`9-12
Scaevola globosa,,,,,,,,,`10
Scaevola globulifera,,,,,,,,,`9-11
Scaevola glutinosa,,,,,,,,,`2-9
Scaevola hamiltonii,,,,,,,,,`8-12
Scaevola hookeri,,,,,,,,,`12-3
Scaevola humifusa,,,,,,,,,`8-11
Scaevola humilis,,,,,,,,,`5-10
Scaevola laciniata,,,,,,,,,`4-8
Scaevola lanceolata,,,,,,,,,`8-12
Scaevola macrostachya,,,,,,,,,`3-10
Scaevola microphylla,,,,,,,,,`9-1
Scaevola myrtifolia,,,,,,,,,`5-10
Scaevola nitida,,,,,,,,,`8-12
Scaevola obovata,,,,,,,,,`5-8
Scaevola oldfieldii,,,,,,,,,`8-12
Scaevola ovalifolia,,,,,,,,,`1-12
Scaevola oxyclona,,,,,,,,,`8-12
Scaevola paludosa,,,,,,,,,`12
Scaevola parvibarbata,,,,,,,,,`5-10
Scaevola phlebopetala,,,,,,,,,`6-10
Scaevola pilosa,,,,,,,,,`9-12
Scaevola platyphylla,,,,,,,,,`8-12
Scaevola porocarya,,,,,,,,,`7-10
Scaevola pulchella,,,,,,,,,`6-10
Scaevola pulvinaris,,,,,,,,,`8-11
Scaevola ramosissima,,,,,,,,,`8-3
Scaevola sericophylla,,,,,,,,,`5-6
Scaevola spicigera,,,,,,,,,`6-2
Scaevola spinescens,,,,,,,,,`1-12
Scaevola taccada,,,,,,,,,`1-12
Scaevola tenuifolia,,,,,,,,,`8-1
Scaevola tomentosa,,,,,,,,,`5-10
Scaevola virgata,,,,,,,,,`7-11
Schelhammera multiflora,dry,capsule,dry,strophiole on seed,,,,,`3-9
Schelhammera undulata,dry,capsule,dry,strophiole on seed,,,,,`9-11
Selliera radicans,fleshy,berry,fleshy,,,,,,
Semecarpus australiensis,fleshy,drupe,fleshy,,,,,,
Senna acclinis,dry,pod,dry,,,,,,
Senna aciphylla,dry,pod,dry,,,,,,
Senna alicia,dry,pod,dry,,,,,,
Senna artemisioides,dry,pod,dry,,,,,,
Senna barclayana,dry,pod,dry,,,,,,`1-12
Senna cardiosperma,dry,pod,dry,,,,,,
Senna charlesiana,dry,pod,dry,,,,,,
Senna chatelainiana,dry,pod,dry,,,,,,
Senna circinnata,dry,pod,dry,,,,,,
Senna cladophylla,dry,pod,dry,,,,,,`2-7
Senna clavigera,dry,pod,dry,,,,,,`1-12
Senna coriacea,dry,pod,dry,,,,,,
Senna coronilloides,dry,pod,dry,,,,,,`1-12
Senna costata,dry,pod,dry,,,,,,
Senna curvistyla,dry,pod,dry,,,,,,`1-8
Senna cuthbertsonii,dry,pod,dry,,,,,,
Senna ferraria,dry,pod,dry,,,,,,
Senna filifolia,dry,pod,dry,,,,,,
Senna flexuosa,dry,pod,dry,,,,,,
Senna form,dry,pod,dry,,,,,,
Senna gaudichaudii,dry,pod,dry,,,,,,`2-10
Senna gawlerensis,dry,pod,dry,,,,,,`1-12
Senna glaucifolia,dry,pod,dry,,,,,,
Senna glutinosa,dry,pod,dry,,,,,,
Senna goniodes,dry,pod,dry,,,,,,
Senna hamersleyensis,dry,pod,dry,,,,,,
Senna helmsii,dry,pod,dry,,,,,,
Senna heptanthera,dry,pod,dry,,,,,,`2-3
Senna leptoclada,dry,pod,dry,,,,,,
Senna luerssenii,dry,pod,dry,,,,,,
Senna magnifolia,dry,pod,dry,,,,,,`5-7
Senna manicula,dry,pod,dry,,,,,,
Senna microphylla,dry,pod,dry,,,,,,
Senna notabilis,dry,pod,dry,,,,,,`5-10
Senna odorata,dry,pod,dry,,,,,,
Senna oligoclada,dry,pod,dry,,,,,,`1-12
Senna oligophylla,dry,pod,dry,,,,,,
Senna pilocarina,dry,pod,dry,,,,,,
Senna planitiicola,dry,pod,dry,,,,,,`1-12
Senna pleurocarpa,dry,pod,dry,,,,,,
Senna procumbens,dry,pod,dry,,,,,,`1-6
Senna pruinosa,dry,pod,dry,,,,,,
Senna quadrifolia,dry,pod,dry,,,,,,
Senna siamea,dry,pod,dry,,,,,,`1-12
Senna stowardii,dry,pod,dry,,,,,,
Senna stricta,dry,pod,dry,,,,,,
Senna sturtii,dry,pod,dry,,,,,,
Senna surattensis,dry,pod,dry,,,,,,
Senna symonii,dry,pod,dry,,,,,,
Senna timorensis,dry,pod,dry,,,,,,`5-12
Senna venusta,dry,pod,dry,,,,,,`2-9
Senna zygophylla,dry,pod,dry,,,,,,
Siphonodon australis,fleshy,drupe,fleshy,,,,,,
Siphonodon membranaceus,fleshy,drupe,fleshy,,,,,,
Siphonodon pendulus,fleshy,drupe,fleshy,,,,,,
Smilax aculeatissima,fleshy,berry,fleshy,,,,,,
Smilax australis,fleshy,berry,fleshy,,,,,,
Smilax blumei,fleshy,berry,fleshy,,,,,,
Smilax calophylla,fleshy,berry,fleshy,,,,,,
Smilax glyciphylla,fleshy,berry,fleshy,,,,,,
Smilax kaniensis,fleshy,berry,fleshy,,,,,,
Smilax leucophylla,fleshy,berry,fleshy,,,,,,
Sonneratia alba,fleshy,berry,fleshy,,,,,,
Sonneratia caseolaris,fleshy,berry,fleshy,,,,,,
Sonneratia lanceolata,fleshy,berry,fleshy,,,,,,
Sowerbaea alliacea,dry,capsule,fleshy,fleshy dehiscent capsule,,,,,
Sowerbaea juncea,dry,capsule,fleshy,fleshy dehiscent capsule,,,,,
Sowerbaea laxiflora,dry,capsule,fleshy,fleshy dehiscent capsule,,,,,
Sowerbaea multicaulis,dry,capsule,fleshy,fleshy dehiscent capsule,,,,,
Sowerbaea subtilis,dry,capsule,fleshy,fleshy dehiscent capsule,,,,,
Sparganium subglobosum,dry,,dry,,,,,,`10-3
Sphalmium racemosum,dry,follicle,dry,,,,,,
Spirogardnera rubescens,fleshy,drupe,fleshy,,,,,,`8-11
Stackhousia annua,dry,schizocarp,dry,,,,,,
Stackhousia clementii,dry,schizocarp,dry,,,,,,
Stackhousia dielsii,dry,schizocarp,dry,,,,,,
Stackhousia intermedia,dry,schizocarp,dry,,,,,,
Stackhousia megaloptera,dry,schizocarp,dry,,,,,,
Stackhousia monogyna,dry,schizocarp,dry,,,,,,
Stackhousia muricata,dry,schizocarp,dry,,,,,,
Stackhousia nuda,dry,schizocarp,dry,,,,,,
Stackhousia pulvinaris,dry,schizocarp,dry,,,,,,
Stackhousia scoparia,dry,schizocarp,dry,,,,,,
Stackhousia spathulata,dry,schizocarp,dry,,,,,,
Stackhousia umbellata,dry,schizocarp,dry,,,,,,
Stackhousia viminea,dry,schizocarp,dry,,,,,,
Stawellia dimorphantha,dry,capsule,dry,,,,,,`6-11
Stawellia gymnocephala,dry,capsule,dry,,,,,,`9-11
Steganthera australiana,fleshy,drupe,fleshy,,,,,,`9-12
Steganthera cooperorum,fleshy,drupe,fleshy,,,,,,`12
Steganthera hirsuta,fleshy,drupe,fleshy,,,,,,
Steganthera laxiflora,fleshy,drupe,fleshy,,,,,,
Steganthera macooraia,fleshy,drupe,fleshy,,,,,,`6-1
Stemona angusta,dry,capsule,dry,,,,,,
Stemona australiana,dry,capsule,dry,,,,,,
Stemona philippinensis,dry,capsule,dry,,,,,,
Stemona prostrata,dry,capsule,dry,,,,,,
Stenocarpus acacioides,dry,follicle,dry,,,,,,`4-10
Stenocarpus angustifolius,dry,follicle,dry,,,,,,`8-12
Stenocarpus cryptocarpus,dry,follicle,dry,,,,,,`12-4
Stenocarpus cunninghamii,dry,follicle,dry,,,,,,`3-5
Stenocarpus davallioides,dry,follicle,dry,,,,,,`11
Stenocarpus reticulatus,dry,follicle,dry,,,,,,`2-8
Stenocarpus salignus,dry,follicle,dry,,,,,,
Stenocarpus sinuatus,dry,follicle,dry,,,,,,`3-6
Stenocarpus verticis,dry,follicle,dry,,,,,,`3-5
Stephania bancroftii,fleshy,drupe,fleshy,,,,,,`11-12
Stephania japonica,fleshy,drupe,fleshy,,,,,,
Stephania renifolia,fleshy,drupe,fleshy,,,,,,`10
Stephania tuberosa,fleshy,drupe,fleshy,,,,,,
Stirlingia abrotanoides,dry,nut,dry,,,,,,`9-10
Stirlingia anethifolia,dry,nut,dry,,,,,,`9-11
Stirlingia divaricatissima,dry,nut,dry,,,,,,`10
Stirlingia latifolia,dry,nut,dry,,,,,,`9-10
Stirlingia seselifolia,dry,nut,dry,,,,,,`10
Stirlingia simplex,dry,nut,dry,,,,,,`9-11
Stirlingia tenuifolia,dry,nut,dry,,,,,,`9-10
Storckiella australiensis,dry,pod,dry,,,,,,
Strangea cynanchicarpa,dry,follicle,dry,,,,,,`1-2
Strangea linearis,dry,follicle,dry,,,,,,`9-12
Strangea stenocarpoides,dry,follicle,dry,,,,,,`9-10
Streblus brunonianus,dry,achene,dry,,,,,,
Stypandra glauca,dry,capsule,dry,,,,,,
Symphionema montanum,dry,achene,dry,,,,,,`10-12
Symphionema paludosum,dry,achene,dry,,,,,,`8-11
Synaphea acutiloba,dry,nut,dry,,,,,,`6-9
Synaphea aephynsa,dry,nut,dry,,,,,,`7-10
Synaphea bifurcata,dry,nut,dry,,,,,,`9-11
Synaphea boyaginensis,dry,nut,dry,,,,,,`9-10
Synaphea canaliculata,dry,nut,dry,,,,,,`8-10
Synaphea cervifolia,dry,nut,dry,,,,,,`6-10
Synaphea constricta,dry,nut,dry,,,,,,`6-9
Synaphea cuneata,dry,nut,dry,,,,,,`9-10
Synaphea damopsis,dry,nut,dry,,,,,,`9-11
Synaphea decorticans,dry,nut,dry,,,,,,`9-10
Synaphea decumbens,dry,nut,dry,,,,,,`9-10
Synaphea divaricata,dry,nut,dry,,,,,,`8-9
Synaphea drummondii,dry,nut,dry,,,,,,`7-9
Synaphea endothrix,dry,nut,dry,,,,,,`8-9
Synaphea favosa,dry,nut,dry,,,,,,`9-11
Synaphea flabelliformis,dry,nut,dry,,,,,,`7-10
Synaphea flexuosa,dry,nut,dry,,,,,,`9-10
Synaphea floribunda,dry,nut,dry,,,,,,`9-11
Synaphea gracillima,dry,nut,dry,,,,,,`8-10
Synaphea grandis,dry,nut,dry,,,,,,`10-11
Synaphea hians,dry,nut,dry,,,,,,`9-10
Synaphea incurva,dry,nut,dry,,,,,,`9-10
Synaphea interioris,dry,nut,dry,,,,,,`8-10
Synaphea intricata,dry,nut,dry,,,,,,`9-10
Synaphea lesueurensis,dry,nut,dry,,,,,,`8-10
Synaphea macrophylla,dry,nut,dry,,,,,,`10
Synaphea media,dry,nut,dry,,,,,,`9-10
Synaphea nexosa,dry,nut,dry,,,,,,`10-11
Synaphea obtusata,dry,nut,dry,,,,,,`7-10
Synaphea odocoileops,dry,nut,dry,,,,,,`8-10
Synaphea oligantha,dry,nut,dry,,,,,,`7-9
Synaphea otiostigma,dry,nut,dry,,,,,,`10-11
Synaphea oulopha,dry,nut,dry,,,,,,`6-8
Synaphea panhesya,dry,nut,dry,,,,,,`8-9
Synaphea parviflora,dry,nut,dry,,,,,,`7-10
Synaphea petiolaris,dry,nut,dry,,,,,,
Synaphea pinnata,dry,nut,dry,,,,,,`10-11
Synaphea platyphylla,dry,nut,dry,,,,,,`9-10
Synaphea polymorpha,dry,nut,dry,,,,,,`8-11
Synaphea preissii,dry,nut,dry,,,,,,`8-9
Synaphea quartzitica,dry,nut,dry,,,,,,`7-8
Synaphea rangiferops,dry,nut,dry,,,,,,`8-9
Synaphea recurva,dry,nut,dry,,,,,,`7-9
Synaphea reticulata,dry,nut,dry,,,,,,`9-10
Synaphea sparsiflora,dry,nut,dry,,,,,,`8-9
Synaphea spinulosa,dry,nut,dry,,,,,,
Synaphea stenoloba,dry,nut,dry,,,,,,`9-10
Synaphea tamminensis,dry,nut,dry,,,,,,`8-9
Synaphea tripartita,dry,nut,dry,,,,,,`7-10
Synaphea whicherensis,dry,nut,dry,,,,,,`10-11
Tacca leontopetaloides,fleshy,berry,fleshy,,,,,,
Tacca maculata,fleshy,berry,fleshy,,,,,,
Tapeinochilos ananassae,dry,capsule,dry,,,,,,
Tasmannia glaucifolia,fleshy,berry,fleshy,,,,,,`11-12
Tasmannia insipida,fleshy,berry,fleshy,,,,,,`8-11
Tasmannia lanceolata,fleshy,berry,fleshy,,,,,,`9-11
Tasmannia membranea,fleshy,berry,fleshy,,,,,,`6-10
Tasmannia purpurascens,fleshy,berry,fleshy,,,,,,`11
Tasmannia stipitata,fleshy,berry,fleshy,,,,,,`9-11
Tasmannia vickeriana,fleshy,berry,fleshy,,,,,,`12-1
Tasmannia xerophila,fleshy,berry,fleshy,,,,,,`12-2
Telopea aspera,dry,follicle,dry,,,,,,`10-12
Telopea mongaensis,dry,follicle,dry,,,,,,`10-12
Telopea oreades,dry,follicle,dry,,,,,,
Telopea speciosissima,dry,follicle,dry,,,,,,`8-11
Telopea truncata,dry,follicle,dry,,,,,,`11-2
Terminalia arenicola,fleshy,drupe,fleshy,,,,,,
Terminalia aridicola,fleshy,drupe,fleshy,,,,,,
Terminalia arostrata,fleshy,drupe,fleshy,,,,,,
Terminalia canescens,fleshy,drupe,fleshy,,,,,,
Terminalia catappa,fleshy,drupe,fleshy,,,,,,
Terminalia complanata,fleshy,drupe,fleshy,,,,,,
Terminalia cunninghamii,fleshy,drupe,fleshy,,,,,,
Terminalia erythrocarpa,fleshy,drupe,fleshy,,,,,,
Terminalia fitzgeraldii,fleshy,drupe,fleshy,,,,,,
Terminalia grandiflora,fleshy,drupe,fleshy,,,,,,
Terminalia hadleyana,fleshy,drupe,fleshy,,,,,,
Terminalia latipes,fleshy,drupe,fleshy,,,,,,
Terminalia melanocarpa,fleshy,drupe,fleshy,,,,,,
Terminalia muelleri,fleshy,drupe,fleshy,,,,,,
Terminalia oblongata,fleshy,drupe,fleshy,,,,,,
Terminalia petiolaris,fleshy,drupe,fleshy,,,,,,
Terminalia platyphylla,fleshy,drupe,fleshy,,,,,,
Terminalia platyptera,fleshy,drupe,fleshy,,,,,,
Terminalia porphyrocarpa,fleshy,drupe,fleshy,,,,,,
Terminalia prostrata,fleshy,drupe,fleshy,,,,,,
Terminalia pterocarya,fleshy,drupe,fleshy,,,,,,
Terminalia sericocarpa,fleshy,drupe,fleshy,,,,,,
Terminalia subacroptera,fleshy,drupe,fleshy,,,,,,
Terminalia supranitifolia,fleshy,drupe,fleshy,,,,,,
Thecanthes concreta,dry,,dry,indehiscent,,,,,`1-6
Thecanthes cornucopiae,dry,,dry,indehiscent,,,,,`2-7
Thecanthes filifolia,dry,,dry,indehiscent,,,,,`2-7
Thecanthes punicea,dry,,dry,indehiscent,,,,,`2-7
Thecanthes sanguinea,dry,,dry,indehiscent,,,,,`2-8
Thelionema caespitosum,dry,capsule,dry,,,,,,
Thelionema grande,dry,capsule,dry,,,,,,
Thelionema umbellatum,dry,capsule,dry,,,,,,
Thysanotus acerosifolius,dry,capsule,dry,,,,,,
Thysanotus anceps,dry,capsule,fleshy,aril,,,,,
Thysanotus arbuscula,dry,capsule,dry,,,,,,
Thysanotus arenarius,dry,capsule,fleshy,aril,,,,,
Thysanotus asper,dry,capsule,fleshy,aril,,,,,
Thysanotus banksii,dry,capsule,fleshy,aril,,,,,
Thysanotus baueri,dry,capsule,dry,,,,,,
Thysanotus brachiatus,dry,capsule,dry,,,,,,
Thysanotus brachyantherus,dry,capsule,dry,,,,,,
Thysanotus brevifolius,dry,capsule,dry,,,,,,
Thysanotus chinensis,dry,capsule,dry,,,,,,
Thysanotus cymosus,dry,capsule,dry,,,,,,
Thysanotus dichotomus,dry,capsule,fleshy,aril,,,,,
Thysanotus exiliflorus,dry,capsule,dry,,,,,2,
Thysanotus fastigiatus,dry,capsule,fleshy,aril,,,,,
Thysanotus formosus,dry,capsule,fleshy,aril,,,,,
Thysanotus fractiflexus,dry,capsule,fleshy,aril,,,,,
Thysanotus gageoides,dry,capsule,fleshy,aril,,,,,
Thysanotus glaucifolius,dry,capsule,fleshy,aril,,,,,
Thysanotus glaucus,dry,capsule,dry,,,,,,
Thysanotus gracilis,dry,capsule,fleshy,aril,,,,,
Thysanotus isantherus,dry,capsule,fleshy,aril,,,,,
Thysanotus juncifolius,dry,capsule,fleshy,aril,,,,,
Thysanotus lavanduliflorus,dry,capsule,dry,,,,,,
Thysanotus manglesianus,dry,capsule,fleshy,aril,,,,,
Thysanotus multiflorus,dry,capsule,fleshy,aril,,,,,
Thysanotus newbeyi,dry,capsule,fleshy,aril,,,,,`8-9
Thysanotus nudicaulis,dry,capsule,fleshy,aril,,,,,
Thysanotus parviflorus,dry,capsule,fleshy,aril,,,,,
Thysanotus patersonii,dry,capsule,fleshy,aril,,,,,
Thysanotus pauciflorus,dry,capsule,fleshy,aril,,,,,
Thysanotus pseudojunceus,dry,capsule,fleshy,aril,,,,,
Thysanotus pyramidalis,dry,capsule,fleshy,aril,,,,,
Thysanotus ramulosus,dry,capsule,fleshy,aril,,,,,
Thysanotus rectantherus,dry,capsule,fleshy,aril,,,,,
Thysanotus sabulosus,dry,capsule,fleshy,aril,,,,,
Thysanotus scaber,dry,capsule,fleshy,aril,,,,,
Thysanotus sparteus,dry,capsule,fleshy,aril,,,,,
Thysanotus speckii,dry,capsule,fleshy,aril,,,,,
Thysanotus spiniger,dry,capsule,dry,,,,,,
Thysanotus tenellus,dry,capsule,fleshy,aril,,,,,
Thysanotus tenuis,dry,capsule,fleshy,aril,,,,,
Thysanotus teretifolius,dry,capsule,dry,,,,,,
Thysanotus thyrsoideus,dry,capsule,fleshy,aril,,,,,
Thysanotus triandrus,dry,capsule,fleshy,aril,,,,,
Thysanotus tuberosus,dry,capsule,fleshy,aril,,,,,
Thysanotus vernalis,dry,capsule,dry,,,,,,
Thysanotus virgatus,dry,capsule,dry,,,,,,
Thysanotus wangariensis,dry,capsule,fleshy,aril,,,,,
Tiliacora australiana,fleshy,drupe,fleshy,,,,,,`1
Tinospora esiangkara,fleshy,drupe,fleshy,,,,,,`12-7
Tinospora smilacina,fleshy,drupe,fleshy,,,,,,
Tinospora tinosporoides,fleshy,drupe,fleshy,,,,,,
Toechima daemelianum,dry,capsule,fleshy,aril,,,,,
Toechima dasyrrhache,dry,capsule,fleshy,aril,,,,,
Toechima erythrocarpum,dry,capsule,fleshy,aril,,,,,
Toechima monticola,dry,capsule,fleshy,aril,,,,,
Toechima pterocarpum,dry,capsule,fleshy,aril,,,,,
Toechima tenax,dry,capsule,fleshy,aril,,,,,
Trema orientalis,fleshy,drupe,fleshy,,,,,,
Trema tomentosa,fleshy,drupe,fleshy,,,,,,
Tribonanthes australis,dry,capsule,dry,,,,,,
Tribonanthes brachypetala,dry,capsule,dry,,,,,,
Tribonanthes longipetala,dry,capsule,dry,,,,,,
Tribonanthes purpurea,dry,capsule,dry,,,,,,
Tribonanthes violacea,dry,capsule,dry,,,,,,
Tricoryne anceps,dry,schizocarp,dry,,,,,,
Tricoryne corynothecoides,dry,schizocarp,dry,,,,,,`6-2
Tricoryne elatior,dry,capsule,fleshy,fruit separates into fleshy nutlets,,,,,`1-12
Tricoryne humilis,dry,schizocarp,dry,,,,,,`9-1
Tricoryne muricata,dry,schizocarp,dry,,,,,,`9-11
Tricoryne simplex,dry,schizocarp,dry,,,,,,`9-12
Tricoryne tenella,dry,schizocarp,dry,,,,,,`11-1
Trimenia moorei,fleshy,berry,fleshy,,,,,,`6-10
Tripladenia cunninghamii,dry,capsule,dry,strophiole on seed,,,,,`10-1
Tripterococcus brunonis,dry,schizocarp,dry,,,,,,
Triunia erythrocarpa,fleshy,drupe,fleshy,,,,,,`9-10
Triunia montana,fleshy,drupe,fleshy,,,,,,
Triunia robusta,fleshy,drupe,fleshy,,,,,,
Triunia youngiana,fleshy,drupe,fleshy,,,,,,`9-1
Urtica incisa,dry,achene,dry,,,,,,
Uvaria concava,fleshy,berry,fleshy,,,,,,`11-2
Uvaria holtzei,fleshy,berry,fleshy,,,,,,`10-2
Uvaria rufa,fleshy,berry,fleshy,,,,,,`11-2
Velleia arguta,dry,capsule,dry,seed winged,,,,,`7-1
Velleia connata,dry,capsule,dry,seed winged,,,,,`1-12
Velleia cycnopotamica,dry,capsule,dry,seed winged,,,,,`8-10
Velleia daviesii,dry,capsule,dry,seed winged,,,,,`8-12
Velleia discophora,dry,capsule,dry,seed winged,,,,,`9-2
Velleia exigua,dry,capsule,dry,seed wing obsolete,,,,,
Velleia foliosa,dry,capsule,dry,,,,,,`10-12
Velleia glabrata,dry,capsule,dry,seed winged,,,,,`7-2
Velleia hispida,dry,capsule,dry,,,,,,`7-11
Velleia lyrata,dry,capsule,dry,,,,,,`8-4
Velleia macrocalyx,dry,capsule,dry,,,,,,`6-9
Velleia macrophylla,dry,capsule,dry,,,,,,`11-1
Velleia montana,dry,capsule,dry,,,,,,`11-2
Velleia panduriformis,dry,capsule,dry,seed winged,,,,,`4-9
Velleia paradoxa,dry,capsule,dry,seed winged,,,,,`8-2
Velleia parvisepta,dry,capsule,dry,,,,,,`9-1
Velleia perfoliata,dry,capsule,dry,,,,,,`9-12
Velleia pubescens,dry,capsule,dry,,,,,,
Velleia rosea,dry,capsule,dry,seed winged,,,,,`5-10
Velleia spathulata,dry,capsule,dry,,,,,,`1-12
Velleia trinervis,dry,capsule,dry,,,,,,`8-12
Verreauxia reinwardtii,dry,nut,dry,,,,,,`10-2
Verreauxia verreauxii,dry,nut,dry,,,,,,`12-3
Verreauxia villosa,dry,nut,dry,,,,,,`10-1
Viscum articulatum,fleshy,berry,fleshy,,,,,,
Viscum bancroftii,fleshy,berry,fleshy,,,,,,
Viscum ovalifolium,fleshy,berry,fleshy,,,,,,
Viscum whitei,fleshy,berry,fleshy,,,,,,
Wikstroemia indica,fleshy,drupe,fleshy,,,,,,`9-2
Wilkiea angustifolia,fleshy,drupe,fleshy,,,,,,`11-5
