SPECIES,growth form,plant longevity,extreme min height (m),min height (m),max height (m),extreme max height (m),flowering start (month),flowering finish (month),leaf type (compound/simple),leaf longevity (evergreen/deciduous)
Synaphea damopsis,shrub,perennial assumed,,,,,SEP,NOV,,
Synaphea decorticans,shrub,perennial assumed,,,0.6,,SEP,OCT,,
Synaphea decumbens,shrub,perennial assumed,,,,,SEP,OCT,,
Synaphea diabolica,shrub,perennial assumed,,0.2,0.6,,,,,
Synaphea divaricata,shrub,perennial assumed,,0.15,0.3,,JUN,OCT,,
Synaphea drummondii,shrub,perennial assumed,,,,,JULY,SEP,,
Synaphea endothrix,shrub,perennial assumed,,,0.6,,AUG,SEP,,
Synaphea favosa,shrub,perennial assumed,,0.05,0.4,,SEP,NOV,,
Synaphea flabelliformis,shrub,perennial assumed,,0.15,0.4,,JUL,OCT,,
Synaphea flexuosa,shrub,perennial assumed,,,0.2,,SEP,OCT,,
Synaphea floribunda,shrub,perennial assumed,,0.1,0.3,0.6,MAY,NOV,,
Synaphea gracillima,shrub,perennial assumed,,0.3,0.6,1,JUL,NOV,,
Synaphea grandis,shrub,perennial assumed,,,0.3,,OCT,NOV,,
Synaphea hians,shrub,perennial assumed,,0.15,0.6,,JUL,NOV,,
Synaphea incurva,shrub,perennial assumed,,,,,SEP,NOV,,
Synaphea interioris,shrub,perennial assumed,,0.2,0.5,,JUL,OCT,,
Synaphea intricata,shrub,perennial assumed,,,0.7,,SEP,OCT,,
Synaphea lesueurensis,shrub,perennial assumed,,0.25,0.6,,AUG,OCT,,
Synaphea macrophylla,shrub,perennial assumed,,,,,OCT,OCT,,
Synaphea media,shrub,perennial assumed,,0.25,0.6,,AUG,OCT,,
Synaphea nexosa,shrub,perennial assumed,,,1,,OCT,NOV,,
Synaphea obtusata,shrub,perennial assumed,,0.1,0.6,,JUL,NOV,,
Synaphea odocoileops,shrub,perennial assumed,,0.2,0.5,,AUG,OCT,,
Synaphea oligantha,shrub,perennial assumed,,0.15,0.45,,JUL,OCT,,
Synaphea otiostigma,shrub,perennial assumed,,,,,OCT,NOV,,
Synaphea oulopha,shrub,perennial assumed,,,0.2,,JUL,OCT,,
Synaphea pandurata,shrub,perennial assumed,,0.2,0.55,,,,,
Synaphea panhesya,shrub,perennial assumed,,0.3,0.6,,AUG,SEP,,
Synaphea parviflora,shrub,perennial assumed,,0.2,0.6,,JUL,OCT,,
Synaphea petiolaris,shrub,perennial assumed,,0.1,0.6,,JUN,JAN,,
Synaphea pinnata,shrub,perennial assumed,,0.15,0.5,,AUG,NOV,,
Synaphea platyphylla,shrub,perennial assumed,,,,,SEP,OCT,,
Synaphea polymorpha,shrub,perennial assumed,,0.15,0.7,,AUG,NOV,,
Synaphea polypodioides,shrub,perennial assumed,,0.35,0.4,,,,,
Synaphea preissii,shrub,perennial assumed,,0.15,0.4,,JUL,NOV,,
Synaphea quartzitica,shrub,perennial assumed,,,,,JUL,AUG,,
Synaphea rangiferops,shrub,perennial assumed,,,0.3,,JUL,SEP,,
Synaphea recurva,shrub,perennial assumed,,0.5,1,,JUL,SEP,,
Synaphea reticulata,shrub,perennial assumed,,0.1,0.45,,JUL,OCT,,
Synaphea sparsiflora,shrub,perennial assumed,,,0.6,,AUG,SEP,,
Synaphea spinulosa,shrub,perennial assumed,,0.2,1.2,,JUN,DEC,,
Synaphea stenoloba,shrub,perennial assumed,,0.3,0.45,,AUG,OCT,,
Synaphea tamminensis,shrub,perennial assumed,,,,,AUG,SEP,,
Synaphea trinacriformis,shrub,perennial assumed,,0.15,0.3,,,,,
Synaphea tripartita,shrub,perennial assumed,,,,,JUL,OCT,,
Synaphea whicherensis,shrub,perennial assumed,,0.15,0.4,,OCT,NOV,,
Synaphea xela,shrub,perennial assumed,,,0.4,,,,,
Synaptantha scleranthoides,herb,annual,,0.01,0.1,,MAR,AUG,,
Synaptantha tillaeacea,herb,annual/perennial,,0.01,0.1,,MAR,SEP,,
Syringodium isoetifolium,herb,perennial,,,,,APR,NOV,,
Syzygium angophoroides,tree,perennial assumed,,6,35,,7,11,,
Syzygium eucalyptoides,shrub/tree,perennial assumed,,2,18,,5,11,,
Syzygium forte,tree,perennial assumed,,9,25,,9,1,,
Syzygium nervosum,tree,perennial assumed,,3,20,,9,11,,
Syzygium suborbiculare,shrub,perennial assumed,,4,15,20,6,11,,
Tabernaemontana orientalis,shrub/tree,perennial,,1,5,,FEB,MAY,,
Tabernaemontana orientalis,shrub/tree,perennial assumed,,1,5,,FEB,MAY,,
Tacca leontopetaloides,herb,perennial,,0.2,1,1.5,JAN,APR,,
Tacca maculata,herb,perennial,,,2,,DEC,MAY,,
Tadehagi robustum,shrub,perennial assumed,,,1.5,,JAN,MAR,,
Taplinia saxatilis,herb,annual,,0.06,0.3,,AUG,SEP,,
Taraxacum cygnorum,herb,,,,0.15,,,,,
Taraxis grossa,herb,perennial,,0.2,2.5,,,,,
Tarenna dallachiana,tree,perennial assumed,,2,8,,,,,
Tarenna pentamera,shrub/tree,perennial assumed,,1.5,8,,JAN,AUG,,
Taxandria angustifolia,shrub,perennial assumed,,,3.5,,1,7,,
Taxandria callistachys,shrub,perennial assumed,,,2.5,,3,9,,
Taxandria conspicua,shrub,perennial assumed,,,2.5,,2,9,,
Taxandria floribunda,shrub,perennial assumed,,,2,,10,12,,
Taxandria fragrans,shrub,perennial assumed,,,2,,2,5,,
Taxandria inundata,shrub,perennial assumed,,,2,,1,6,,
Taxandria juniperina,shrub/tree,perennial assumed,,,27,,2,5,,
Taxandria linearifolia,shrub,perennial assumed,,,5,,3,12,,
Taxandria marginata,shrub,perennial assumed,,,2,3,2,8,,
Taxandria parviceps,shrub,perennial assumed,,,3,4,7,10,,
Taxandria spathulata,shrub,perennial assumed,,,2,,9,10,,
Templetonia aculeata,shrub,perennial assumed,,0.2,0.5,,AUG,SEP,,
Templetonia battii,shrub,perennial assumed,,0.2,1.4,,,,,
Templetonia drummondii,shrub,perennial assumed,,0.1,0.4,0.6,AUG,SEP,,
Templetonia egena,shrub,perennial assumed,0.5,1,3,,JUL,NOV,,
Templetonia hookeri,shrub,perennial assumed,0.5,1,3,,JAN,OCT,,
Templetonia neglecta,shrub,perennial assumed,,0.3,1,,JUN,SEP,,
Templetonia retusa,shrub,perennial assumed,,0.3,4,,APR,NOV,,
Templetonia smithiana,shrub,perennial assumed,,,3,,,,,
Templetonia sulcata,shrub,perennial assumed,,0.3,3.2,,MAY,SEP,leafless,
Tephrosia andrewii,shrub,perennial assumed,,,0.8,,APR,OCT,,
Tephrosia arenicola,shrub,perennial assumed,,0.3,0.6,0.9,APR,MAY,,
Tephrosia brachycarpa,herb/shrub,perennial,,,0.1,,APR,APR,,
Tephrosia brachyodon,herb/shrub,perennial,,0.2,0.6,1,MAR,JUL,,
Tephrosia clementii,herb,annual,,0.1,0.25,,JAN,MAR,,
Tephrosia conspicua,shrub,perennial assumed,,,0.3,,MAR,OCT,,
Tephrosia coriacea,shrub,perennial assumed,,0.4,0.6,1.2,JAN,MAY,,
Tephrosia crocea,herb/shrub,,,,0.5,,JAN,SEP,,
Tephrosia flammea,shrub,perennial assumed,,0.3,1,1.5,MAR,SEP,,
Tephrosia forrestiana,shrub,perennial assumed,,0.5,1.5,,APR,SEP,,
Tephrosia laxa,shrub,perennial assumed,,0.3,1,,JAN,SEP,,
Tephrosia leptoclada,herb,,,0.2,0.6,,JAN,NOV,,
Tephrosia macrocarpa,shrub,perennial assumed,,,3,,JUL,AUG,,
Tephrosia oblongata,shrub,perennial assumed,,0.7,3,5,JAN,APR,,
Tephrosia phaeosperma,shrub,perennial assumed,0.3,0.6,2,,JAN,SEP,,
Tephrosia polyzyga,herb/shrub,perennial,,,,,FEB,FEB,,
Tephrosia procera,shrub,perennial assumed,,,5,,JAN,MAR,,
Tephrosia remotiflora,shrub,perennial assumed,,0.15,0.6,,FEB,SEP,,
Tephrosia rosea,shrub,perennial assumed,,0.2,2,,JAN,DEC,,
Tephrosia simplicifolia,herb,perennial,,,0.4,,MAY,AUG,,
Tephrosia spechtii,shrub,perennial assumed,,0.3,2,,MAR,MAR,,
Tephrosia sphaerospora,herb/shrub,,,0.2,1,,JUL,JUL,,
Tephrosia stipuligera,herb/shrub,perennial,,0.3,0.5,0.9,MAY,OCT,,
Tephrosia supina,herb,,,0.15,0.3,0.5,JAN,SEP,,
Tephrosia uniovulata,shrub,perennial assumed,,0.1,1.3,,APR,OCT,,
Tephrosia virens,shrub,perennial assumed,0.3,0.6,2.5,,JAN,OCT,,
Terminalia arostrata,tree,perennial assumed,,4.5,12,,JUL,NOV,,semi-deciduous
Terminalia bursarina,tree,perennial assumed,,,8,,JUN,SEP,,
Terminalia canescens,shrub/tree,perennial assumed,,1,10,,JAN,DEC,,
Terminalia carpentariae,shrub/tree,perennial assumed,,,10,,OCT,NOV,,
Terminalia cunninghamii,shrub/tree,perennial assumed,,1.5,8,,JAN,OCT,,deciduous
Terminalia ferdinandiana,shrub/tree,perennial assumed,,,14,,OCT,FEB,,
Terminalia fitzgeraldii,tree,perennial assumed,,3,10,15,JUL,DEC,,
Terminalia grandiflora,tree,perennial assumed,,2,15,,MAR,NOV,,semi-deciduous
Terminalia hadleyana,shrub/tree,perennial assumed,,2,15,,OCT,DEC,,
Terminalia latipes,shrub/tree,perennial assumed,,3,10,,OCT,FEB,,deciduous
Terminalia microcarpa,tree,perennial assumed,,12,30,,SEP,OCT,,deciduous
Terminalia petiolaris,tree,perennial assumed,,4,14,,FEB,DEC,,deciduous
Terminalia platyphylla,tree,perennial assumed,,5,10,,JAN,OCT,,semi-deciduous
Terminalia platyptera,tree,perennial assumed,,5,15,,OCT,OCT,,deciduous
Terminalia supranitifolia,shrub/tree,perennial assumed,,1.5,3,,MAY,DEC,,
Terminalia volucris (Terminalia volucris Benth. ),shrub/tree,perennial assumed,,,20,,JUN,DEC,,deciduous
Tersonia cyathiflora,herb/shrub,annual/biennial,,0.15,0.6,,JUN,DEC,,
Tetragonia coronata,herb,annual,,,,,JULY,JULY,,
Tetragonia cristata,herb,annual,,0.015,0.6,,JULY,SEPT,,
Tetragonia diptera,herb,perennial,,0.05,0.1,,JULY,AUG,,
Tetragonia eremaea,herb,annual,,0.03,0.2,,AUG,OCT,,
Tetragonia implexicoma,herb/shrub,perennial,,0.1,0.2,,"FEB, MAY","MARCH, DEC,",,
Tetragonia moorei,herb,annual,,0.03,0.3,,AUG,AUG,,
Tetrapora glomerata,shrub,perennial assumed,,,1,,,,,
Tetrapora tenuiramea,shrub,perennial assumed,,,,,,,,
Tetrapora verrucosa,shrub,perennial assumed,,,,,,,,
Tetraria australiensis,graminoid,perennial,,,1,,NOV,DEC,,
Tetraria capillaris,graminoid,perennial,,0.15,0.7,1.5,JAN,DEC,,
Tetraria microcarpa,graminoid,perennial,,0.12,0.3,,JUL,OCT,,
Tetraria octandra,graminoid,perennial,,0.15,1.2,,MAY,NOV,,
Tetratheca angulata,shrub,perennial assumed,,0.2,0.3,,,,,
Tetratheca aphylla,shrub,perennial assumed,,,0.6,,SEP,OCT,,
Tetratheca applanata,shrub,perennial assumed,,0.1,0.35,,,,,
Tetratheca chapmanii,shrub,perennial assumed,,,0.4,,JUL,OCT,,
Tetratheca confertifolia,shrub,perennial assumed,0.04,0.1,0.3,,AUG,DEC,,
Tetratheca deltoidea,shrub,perennial assumed,,,,,SEP,OCT,,
Tetratheca efoliata,shrub,perennial assumed,,0.1,0.3,0.4,JUL,DEC,,
Tetratheca erubescens,shrub,perennial assumed,,,0.5,,,,,
Tetratheca exasperata,shrub,perennial assumed,,0.1,0.35,,,,,
Tetratheca fasciculata,shrub,perennial assumed,,,0.2,,,,,
Tetratheca filiformis,shrub,perennial assumed,,,0.4,,OCT,JAN,,
Tetratheca fordiana,shrub,perennial assumed,,0.3,0.4,,,,,
Tetratheca harperi,shrub,perennial assumed,,0.2,0.4,,MAY,NOV,leafless,
Tetratheca hirsuta,shrub,perennial assumed,,0.1,0.9,,JUL,DEC,,
Tetratheca hispidissima,shrub,perennial assumed,,0.3,0.8,,SEP,DEC,,
Tetratheca nephelioides,shrub,perennial assumed,,,0.3,,SEP,SEP,,
Tetratheca nuda,shrub,perennial assumed,,0.1,0.4,,AUG,NOV,leafless,
Tetratheca parvifolia,shrub,perennial assumed,,0.2,0.3,,OCT,OCT,,
Tetratheca paucifolia,shrub,perennial assumed,,0.1,0.45,,SEP,SEP,leafless,
Tetratheca paynterae,shrub,perennial assumed,,0.1,0.5,,APR,NOV,leafless,
Tetratheca phoenix,shrub,perennial assumed,,,0.25,,,,,
Tetratheca pilata,shrub,perennial assumed,,0.2,0.3,,,,,
Tetratheca pilifera,shrub,perennial assumed,,0.1,0.3,,AUG,OCT,,
Tetratheca pubescens,shrub,perennial assumed,,,0.6,,SEP,NOV,,
Tetratheca remota,shrub,perennial assumed,,,0.4,,NOV,NOV,,
Tetratheca retrorsa,shrub,perennial assumed,,,1.5,,SEP,OCT,,
Tetratheca setigera,shrub,perennial assumed,,0.2,0.8,,AUG,DEC,,
Tetratheca similis,shrub,perennial assumed,,,0.3,,AUG,SEP,,
Tetratheca virgata,shrub,perennial assumed,,0.1,0.45,,SEP,NOV,,
Teucrium eremaeum,herb/shrub,,,0.2,0.45,,SEP,NOV,,
Teucrium fililobum,herb/shrub,perennial,,0.15,0.45,0.75,JUL,OCT,,
Teucrium grandiusculum,herb/shrub,perennial,,,0.8,,JUN,SEP,,
Teucrium integrifolium,herb,perennial,,0.15,0.6,,,,,
Teucrium myriocladum,shrub,perennial assumed,,0.1,0.3,,MAY,JAN,,
Teucrium pilbaranum,shrub,perennial assumed,,,0.2,,MAY,SEP,,
Teucrium racemosum,herb,perennial,,0.3,0.6,0.9,MAY,DEC,,
Teucrium sessiliflorum,herb,perennial,,0.05,0.3,,SEP,DEC,,
Thalassia hemprichii,herb,perennial,,,,,JUL,AUG,,
Thalassodendron ciliatum,herb,perennial,,,,,,,,
Thalassodendron pachyrhizum,herb,perennial,,,,,JUL,JUL,,
Thecanthes concreta,herb,annual,,0.2,1.2,,JAN,JUN,,
Thecanthes punicea,herb,annual,,0.2,0.6,,JAN,DEC,,
Thecanthes sanguinea,herb,annual,,0.1,0.3,,FEB,AUG,,
Thelymitra antennifera,herb,perennial,,0.1,0.25,,JUL,OCT,,
Thelymitra apiculata,herb,perennial,,0.2,0.35,,MAY,JUL,,
Thelymitra benthamiana,herb,perennial,,0.25,0.4,,SEP,NOV,,
Thelymitra campanulata,herb,perennial,,0.2,0.5,,SEP,OCT,,
Thelymitra canaliculata,herb,perennial,,0.2,0.75,,NOV,DEC,,
Thelymitra cornicina,herb,perennial,,0.2,0.5,,SEP,OCT,,
Thelymitra crinita,herb,perennial,,,0.7,,SEP,NOV,,
Thelymitra cucullata,herb,perennial,,0.2,0.4,,OCT,NOV,,
Thelymitra dedmaniarum,herb,perennial,,,0.8,,NOV,JAN,,
Thelymitra flexuosa,herb,perennial,,0.2,0.35,,AUG,OCT,,
Thelymitra frenchii,herb,,,,,,OCT,OCT,,
Thelymitra fuscolutea,herb,perennial,,0.2,0.3,,NOV,JAN,,
Thelymitra graminea,herb,perennial,,0.15,0.25,,SEP,OCT,,
Thelymitra granitora,herb,perennial,,0.07,0.2,,SEP,OCT,,
Thelymitra latiloba,herb,,,,0.6,,SEP,NOV,,
Thelymitra macrophylla,herb,perennial,,0.3,0.64,,AUG,NOV,,
Thelymitra maculata,herb,perennial,,,0.15,,AUG,SEP,,
Thelymitra magnifica,herb,perennial,,,,,,,,
Thelymitra mucida,herb,perennial,,0.3,0.5,,SEP,NOV,,
Thelymitra occidentalis,herb,,,,0.4,,SEP,NOV,,
Thelymitra paludosa,herb,perennial,,,0.75,,OCT,NOV,,
Thelymitra petrophila,herb,perennial,,,0.3,,SEP,OCT,,
Thelymitra psammophila,herb,perennial,,0.15,0.25,,SEP,OCT,,
Thelymitra pulcherrima,herb,perennial,,,0.15,,,,,
Thelymitra sargentii,herb,perennial,,0.3,0.5,,SEP,NOV,,
Thelymitra speciosa,herb,perennial,,,,,JUL,AUG,,
Thelymitra spiralis,herb,perennial,,0.1,0.3,,JUL,SEP,,
Thelymitra stellata,herb,perennial,,0.15,0.25,,OCT,NOV,,
Thelymitra tigrina,herb,perennial,,0.15,0.7,,NOV,JAN,,
Thelymitra uliginosa,herb,perennial,,,0.25,,AUG,AUG,,
Thelymitra variegata,herb,perennial,,0.1,0.35,,JUN,SEP,,
Thelymitra villosa,herb,perennial,,0.4,0.6,,SEP,NOV,,
Thelymitra vulgaris,herb,perennial,,,0.35,,SEP,DEC,,
Thelymitra xanthotricha,herb,,,,,,,,,
Thelymitra yorkensis,herb,perennial,,,0.45,,NOV,NOV,,
Thespesia populneoides,shrub/tree,perennial assumed,,1.5,5,8,FEB,AUG,,
Thespesia thespesioides,shrub,perennial assumed,,1,4,,APR,OCT,,
Thespidium basiflorum,herb,perennial,,,0.2,,MAY,AUG,,
Thinicola incana,shrub,perennial assumed,,0.5,3,,JUN,SEP,,
Thiseltonia gracillima,herb,annual,,0.1,0.23,,AUG,NOV,,
Thomasia angustifolia,shrub,perennial assumed,,0.1,0.7,1.5,AUG,NOV,,
Thomasia brachystachys,shrub,perennial assumed,,,1.5,,,,,
Thomasia cognata,shrub,perennial assumed,,0.1,0.7,,AUG,NOV,,
Thomasia dielsii,shrub,perennial assumed,,,0.4,,NOV,DEC,,
Thomasia discolor,shrub,perennial assumed,,0.45,2,,SEP,DEC,,
Thomasia foliosa,shrub,perennial assumed,,0.2,1,2,MAY,NOV,,
Thomasia gardneri,shrub,perennial assumed,,,0.5,,SEP,SEP,,
Thomasia glabripetala,shrub,perennial assumed,,,1.5,,SEP,OCT,,
Thomasia glutinosa,shrub,perennial assumed,,0.1,0.8,1.5,SEP,DEC,,
Thomasia grandiflora,shrub,perennial assumed,,0.15,1,,JUL,NOV,,
Thomasia laxiflora,shrub,perennial assumed,,0.25,0.45,,OCT,NOV,,
Thomasia macrocalyx,shrub,perennial assumed,,0.3,1,,MAY,DEC,,
Thomasia macrocarpa,shrub,perennial assumed,,0.6,2,,AUG,NOV,,
Thomasia microphylla,shrub,perennial assumed,,0.15,0.6,,AUG,NOV,,
Thomasia montana,shrub,perennial assumed,,0.5,1,,SEP,OCT,,
Thomasia multiflora,shrub,perennial assumed,,0.3,1,,SEP,OCT,,
Thomasia paniculata,shrub,perennial assumed,,0.5,2,3,SEP,MAR,,
Thomasia pauciflora,shrub,perennial assumed,,0.2,1.5,,JUL,JAN,,
Thomasia petalocalyx,shrub,perennial assumed,,0.25,1.2,,AUG,JAN,,
Thomasia purpurea,shrub,perennial assumed,,0.3,1.2,2,APR,DEC,,
Thomasia pygmaea,shrub,perennial assumed,,0.05,0.3,,AUG,OCT,,
Thomasia quercifolia,shrub,perennial assumed,,,1,,,,,
Thomasia rhynchocarpa,shrub,perennial assumed,0.1,0.3,1.2,2,APR,DEC,,
Thomasia rugosa,shrub,perennial assumed,,0.6,1,,AUG,DEC,,
Thomasia rulingioides,shrub,perennial assumed,,0.15,0.45,,MAY,OCT,,
Thomasia sarotes,shrub,perennial assumed,,0.25,1.1,,AUG,DEC,,
Thomasia solanacea,shrub,perennial assumed,,0.5,0.8,,NOV,JAN,,
Thomasia stelligera,shrub,perennial assumed,,0.2,0.6,,AUG,OCT,,
Thomasia tenuivestita,shrub,perennial assumed,,0.6,2.5,,JUL,OCT,,
Thomasia tremandroides,shrub,perennial assumed,,0.1,0.6,,AUG,NOV,,
Thomasia triloba,shrub,perennial assumed,,0.4,1,,OCT,NOV,,
Thomasia triphylla,shrub,perennial assumed,,0.3,1.2,,JUL,NOV,,
Thryptomene australis,shrub,perennial assumed,,0.8,3.5,,7,11,,
Thryptomene baeckeacea,shrub,perennial assumed,,,,,,,,
Thryptomene biseriata,shrub,perennial assumed,,0.3,1.5,,10,12,,
Thryptomene costata,shrub,perennial assumed,0.5,1,3,,5,11,,
Thryptomene cuspidata,shrub,perennial assumed,,0.6,2.2,,7,11,,
Thryptomene decussata,shrub,perennial assumed,,0.6,3,,7,11,,
Thryptomene denticulata,shrub,perennial assumed,,0.4,1.5,,5,11,,
Thryptomene duplicata,shrub,perennial assumed,,,0.8,,12,12,,
Thryptomene elliottii,shrub,perennial assumed,,0.3,1.5,,4,10,,
Thryptomene eremaea,shrub,perennial assumed,,0.5,1.5,,7,9,,
Thryptomene hyporhytis,shrub,perennial assumed,,0.2,0.7,,6,10,,
Thryptomene johnsonii,shrub,perennial assumed,,,2,,9,10,,
Thryptomene kochii,shrub,perennial assumed,0.3,0.6,3,,5,10,,
Thryptomene mucronulata,shrub,perennial assumed,0.3,1,3,4,7,12,,
Thryptomene naviculata,shrub,perennial assumed,,,1.5,,5,9,,
Thryptomene nealensis,shrub,perennial assumed,,,0.3,,10,10,,
Thryptomene racemulosa,shrub,perennial assumed,,0.3,1.5,,7,10,,
Thryptomene salina,shrub,perennial assumed,,,1.1,,10,10,,
Thryptomene saxicola,shrub,perennial assumed,,0.3,1.5,,2,11,,
Thryptomene stenophylla,shrub,perennial assumed,,0.3,1.2,,6,8,,
Thryptomene striata,shrub,perennial assumed,,0.5,1,,9,9,,
Thryptomene strongylophylla,shrub,perennial assumed,,0.4,1,,5,11,,
Thryptomene urceolaris,shrub,perennial assumed,,0.3,1.3,3,7,10,,
Thryptomene wittweri,shrub,perennial assumed,,0.5,1.5,2.1,4,8,,
Thunbergia arnhemica,climber/herb,perennial,,,,,JAN,AUG,,
Thysanotus acerosifolius,herb,perennial,,,0.3,,DEC,DEC,,
Thysanotus anceps,herb,perennial,,,0.4,,OCT,DEC,,
Thysanotus arbuscula,herb,perennial,,0.2,0.5,1,SEP,JAN,,
Thysanotus arenarius,herb,perennial,,0.2,0.7,,MAY,DEC,,
Thysanotus asper,herb,perennial,,0.1,0.4,,OCT,JAN,,
Thysanotus banksii,herb,perennial,,0.2,0.7,,JAN,MAY,,
Thysanotus baueri,herb,perennial,,,0.2,,OCT,OCT,,
Thysanotus brachiatus,herb,perennial,,,0.3,,NOV,DEC,,
Thysanotus brachyantherus,herb,perennial,,0.1,0.4,,OCT,DEC,,
Thysanotus brevifolius,herb,perennial,,,0.25,,NOV,NOV,,
Thysanotus chinensis,herb,perennial,,0.1,0.4,,APR,OCT,,
Thysanotus cymosus,herb,perennial,,,0.3,,SEP,OCT,,
Thysanotus dichotomus,herb,perennial,,0.25,1,1.5,SEP,JAN,,
Thysanotus exiliflorus,herb,perennial,,,0.2,,AUG,OCT,,
Thysanotus fastigiatus,herb,perennial,,0.1,0.4,,NOV,DEC,,
Thysanotus formosus,herb,perennial,,,0.3,,NOV,DEC,,
Thysanotus gageoides,herb,perennial,,,0.2,,OCT,NOV,,
Thysanotus glaucifolius,herb,perennial,,,0.15,,OCT,JAN,,
Thysanotus glaucus,herb,perennial,,0.1,0.1,,OCT,MAR,,
Thysanotus gracilis,herb,perennial,,0.15,0.7,,NOV,MAR,,
Thysanotus isantherus,herb,perennial,,,0.15,,NOV,DEC,,
Thysanotus lavanduliflorus,herb,perennial,,,0.25,,NOV,DEC,,
Thysanotus manglesianus,herb,perennial,,0.2,2,,AUG,NOV,leafless,
Thysanotus multiflorus,herb,perennial,,0.1,0.5,0.8,AUG,JAN,,
Thysanotus nudicaulis,herb,perennial,,0.15,0.5,,NOV,DEC,,
Thysanotus parviflorus,herb,perennial,,0.1,0.3,,OCT,NOV,,
Thysanotus patersonii,herb,perennial,,0.15,0.5,,JUL,NOV,,
Thysanotus pauciflorus,herb,perennial,,0.06,0.1,,SEP,JAN,,
Thysanotus pseudojunceus,herb,perennial,,0.15,0.5,0.8,NOV,JAN,,
Thysanotus pyramidalis,herb,perennial,,,0.3,,AUG,OCT,,
Thysanotus ramulosus,herb,perennial,,0.08,0.2,,SEP,SEP,leafless,
Thysanotus rectantherus,herb,perennial,,,0.3,,SEP,NOV,,
Thysanotus sabulosus,herb,perennial,,,0.2,,OCT,DEC,,
Thysanotus scaber,herb,perennial,,,0.4,,OCT,NOV,,
Thysanotus sparteus,herb,perennial,,0.2,1,,OCT,FEB,leafless,
Thysanotus speckii,herb,perennial,,0.05,0.2,,JUL,SEP,,
Thysanotus spiniger,herb,perennial,,,0.4,,AUG,JAN,,
Thysanotus tenellus,herb,perennial,,0.1,0.3,,SEP,NOV,,
Thysanotus tenuis,herb,perennial,,,0.2,,SEP,OCT,,
Thysanotus teretifolius,herb,perennial,,0.15,0.3,,SEP,NOV,,
Thysanotus thyrsoideus,herb,perennial,,0.15,0.35,,SEP,NOV,,
Thysanotus triandrus,herb,perennial,,,0.4,,SEP,DEC,,
Thysanotus tuberosus (Thysanotus banksii R.Br.),herb,perennial,,0.2,0.7,,JAN,MAY,,
Thysanotus vernalis,herb,perennial,,,0.3,,SEP,OCT,,
Tietkensia corrickiae,herb,annual,,,,,JUL,SEP,,
Timonius timon,shrub/tree,perennial assumed,,1.5,15,,MAY,NOV,,
Tinospora esiangkara,climber,,,,2,,JUL,JUL,,
Tinospora smilacina,climber,,,,,,,,,
Trachymene anisocarpa,herb,biennial/perennial,,0.2,1.5,,MAY,DEC,,
Trachymene bialata,herb,annual,,0.2,1.2,,MAY,NOV,,
Trachymene ceratocarpa,herb,annual,,0.02,0.1,,AUG,NOV,,
Trachymene coerulea,herb,biennial/perennial,,0.1,2,,OCT,MAR,,
Trachymene cyanopetala,herb,annual,,0.015,0.15,,AUG,NOV,,
Trachymene dendrothrix,herb,annual,,0.5,2.5,,APR,AUG,,
Trachymene didiscoides,herb,annual/biennial/perennial,,0.5,2.5,,JAN,DEC,,
Trachymene dusenii,herb,perennial,,0.6,1,,MAY,JUL,,
Trachymene elachocarpa,herb,annual,,,0.05,,JUL,SEP,,
Trachymene glaucifolia,herb,annual,,,1,,AUG,SEP,,
Trachymene grandis,herb,annual,,0.2,2.5,,OCT,FEB,,
Trachymene microcephala,herb,annual/perennial,,0.3,1,,MAY,OCT,,
Trachymene oleracea,herb,annual/biennial,0.15,0.3,1.5,,MAR,OCT,,
Trachymene ornata,herb,annual,,0.03,0.2,,JUL,OCT,,
Trachymene pilbarensis,herb,annual,,0.1,0.7,,JUL,OCT,,
Trachymene pilosa,herb,annual,,0.02,0.3,0.4,AUG,NOV,,
Trachymene pyrophila,herb,annual,,0.1,0.5,,NOV,MAR,,
Trachymene villosa,herb,annual,,,1,,JUL,JUL,,
Trema tomentosa,shrub/tree,perennial assumed,0.5,1,5,,OCT,APR,,
Tremandra diffusa,shrub,perennial assumed,,0.05,0.3,,SEP,JAN,,
Tremandra stelligera,shrub,perennial assumed,,0.1,1.5,2,JAN,DEC,,
Tremulina cracens,herb,perennial,,0.4,0.6,,DEC,JAN,,
Tremulina tremula,herb,perennial,,0.3,1.5,,JAN,NOV,,
Trianthema kimberleyi,herb,annual,,,,,MAR,MAR,,
Tribonanthes australis,herb,perennial,,0.15,0.4,,AUG,NOV,,
Tribonanthes brachypetala,herb,perennial,,0.2,0.4,,JUL,AUG,,
Tribonanthes longipetala,herb,perennial,,0.05,0.32,,JUL,SEP,,
Tribonanthes minor,herb,annual,,,0.05,,,,,
Tribonanthes purpurea,herb,perennial,,0.03,0.04,,AUG,AUG,,
Tribonanthes violacea,herb,perennial,,0.05,0.2,,JUL,OCT,,
Tribulopis angustifolia,herb,annual/perennial,,0.07,0.2,,JAN,OCT,,
Tribulopis bicolor,herb,annual,,,,,JAN,JUN,,
Tribulopis pentandra,herb,annual,,0.025,0.5,,JAN,APR,,
Tribulopis sessilis,herb,annual,,,,,JAN,MAY,,
Tribulus adelacanthus,herb,perennial,,0.01,0.014,,,,,
Tribulus astrocarpus,herb,annual,,0.01,0.1,,FEB,SEP,,
Tribulus cistoides,herb,perennial,,0.05,0.3,,JAN,DEC,,
