sample,tree,taxon,date_time,locality,locality_edited,longitude (deg),latitude (deg),collector,longitude_gda94,latitude_gda94,elevation (m),height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes,max_height_m,notes
VER(typical)_MT Abrupt Stop 2_2_3_fruit,VER(typical)_MT Abrupt Stop 2_2_fruit,Eucalyptus verrucata,NA,MT Abrupt Stop 2,MTA2,142.3564,-37.5925,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,3,12.5,11.1,NA,NA,NA,NA,NA,NA,
ARE_S25_1_3_fruit,ARE_S25_1_fruit,Eucalyptus arenacea,NA,S25,S25,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,1.8,7.5,8.5,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MGAPbottom_1_5_fruit,WIL_MGAPbottom_1_fruit,Eucalyptus falciformis,NA,MGAPbottom,MGAPbottom,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,1.3,5.4,7.9,NA,NA,NA,NA,NA,NA,
VER(typical)_MT Abrupt Stop 2_3_1_fruit,VER(typical)_MT Abrupt Stop 2_3_fruit,Eucalyptus verrucata,NA,MT Abrupt Stop 2,MTA2,142.3564,-37.5925,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,2.9,12,8.2,NA,NA,NA,NA,NA,NA,
ARE_S25_1_4_fruit,ARE_S25_1_fruit,Eucalyptus arenacea,NA,S25,S25,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,1.9,7.8,7.3,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
RAD_Rosea Ldg_1_1_fruit,RAD_Rosea Ldg_1_fruit,Eucalyptus radiata subsp. radiata,NA,Rosea Ldg,Rosea Ldg,142.518972,-37.148174,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1.2,4.9,6.2,NA,NA,NA,NA,NA,NA,
WIL_STOP1_1_3_fruit,WIL_STOP1_1_fruit,Eucalyptus falciformis,NA,STOP1,STOP1,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1.3,5.3,6.5,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
VIC_VICA_4_3_fruit,VIC_VICA_4_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,3.1,12.6,8,NA,NA,NA,NA,NA,NA,
VIC_VICA_4_4_fruit,VIC_VICA_4_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,3.1,12.6,8.1,NA,NA,NA,NA,NA,NA,
VIC_VICA_4_1_fruit,VIC_VICA_4_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,3,12.1,8,NA,NA,NA,NA,NA,NA,
VIC_VICA_4_2_fruit,VIC_VICA_4_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,3.1,12.5,8.1,NA,NA,NA,NA,NA,NA,
MEL_Black Range_1_5_fruit,MEL_Black Range_1_fruit,Eucalyptus melliodora,NA,Black Range,Black Range,142.736294,-37.14129,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.8,3.2,5.5,NA,NA,NA,NA,NA,NA,
GON_Q7_1_2_fruit,GON_Q7_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,Q7,Q7,142.42393,-37.44278,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2.5,9.9,9.9,NA,NA,NA,NA,NA,NA,
MEL_Black Range_1_4_fruit,MEL_Black Range_1_fruit,Eucalyptus melliodora,NA,Black Range,Black Range,142.736294,-37.14129,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.8,3.1,5.9,NA,NA,NA,NA,NA,NA,
WIL_MGAPbottom_1_4_fruit,WIL_MGAPbottom_1_fruit,Eucalyptus falciformis,NA,MGAPbottom,MGAPbottom,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,1.4,5.3,7.3,NA,NA,NA,NA,NA,NA,
WIL_MGAPbottom_1_2_fruit,WIL_MGAPbottom_1_fruit,Eucalyptus falciformis,NA,MGAPbottom,MGAPbottom,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,1.4,5.3,7.8,NA,NA,NA,NA,NA,NA,
ARE_GOR_1_4_fruit,ARE_GOR_1_fruit,Eucalyptus arenacea,NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,2.1,7.9,7.9,NA,NA,NA,NA,NA,NA,
PAU_MT. WIL_5_4_fruit,PAU_MT. WIL_5_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,2.1,7.9,8.1,NA,NA,NA,NA,NA,NA,
ARE_GOR_1_5_fruit,ARE_GOR_1_fruit,Eucalyptus arenacea,NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,2,7.5,8.2,NA,NA,NA,NA,NA,NA,
PAU_MT. WIL_5_5_fruit,PAU_MT. WIL_5_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,1.9,7.1,9,NA,NA,NA,NA,NA,NA,
ARE_S25_1_5_fruit,ARE_S25_1_fruit,Eucalyptus arenacea,NA,S25,S25,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,2.1,7.8,7.1,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
PAU_MT. WIL_2_5_fruit,PAU_MT. WIL_2_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,1.7,6.3,6.1,NA,NA,NA,NA,NA,NA,
PAU_MT. WIL_5_1_fruit,PAU_MT. WIL_5_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,2.2,8.1,9.1,NA,NA,NA,NA,NA,NA,
PAU_MT. WIL_1_1_fruit,PAU_MT. WIL_1_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1.9,6.9,9.9,NA,NA,NA,NA,NA,NA,
PAU_MT. WIL_5_3_fruit,PAU_MT. WIL_5_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,2.1,7.6,10.2,NA,NA,NA,NA,NA,NA,
WIL_HUM10_2_5_fruit,WIL_HUM10_2_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1.5,5.2,6.1,NA,NA,NA,NA,NA,NA,
GON_Q7_1_3_fruit,GON_Q7_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,Q7,Q7,142.42393,-37.44278,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,2.9,9.9,8,NA,NA,NA,NA,NA,NA,
PAU_MT. WIL_5_2_fruit,PAU_MT. WIL_5_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,2.1,7.1,8.7,NA,NA,NA,NA,NA,NA,
WIL_HUM10_2_2_fruit,WIL_HUM10_2_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1.9,6.1,8.1,NA,NA,NA,NA,NA,NA,
WIL_A2 Mt. Abrupt_1_5_fruit,WIL_A2 Mt. Abrupt_1_fruit,Eucalyptus falciformis,NA,A2 Mt. Abrupt,A2,142.3599,-37.5903,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,1.8,5.7,9.1,NA,NA,NA,NA,NA,NA,
WIL_HUM10_1_2_fruit,WIL_HUM10_1_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,1.6,4.9,4.9,NA,NA,NA,NA,NA,NA,
WIL_HUM10_2_4_fruit,WIL_HUM10_2_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,1.8,5.3,6.4,NA,NA,NA,NA,NA,NA,
WIL_MGAPbottom_1_3_fruit,WIL_MGAPbottom_1_fruit,Eucalyptus falciformis,NA,MGAPbottom,MGAPbottom,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1.8,5.3,8.2,NA,NA,NA,NA,NA,NA,
WIL_HUM10_2_1_fruit,WIL_HUM10_2_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1.8,5,6.9,NA,NA,NA,NA,NA,NA,
WIL_HUM10_2_3_fruit,WIL_HUM10_2_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1.9,5.1,8.7,NA,NA,NA,NA,NA,NA,
ALA_GORmid_1_seed,NA,Eucalyptus alaticaulis,NA,GORmid,GGOR4,142.4266,-36.9254,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,3.9,5,NA,ALA,NA,
ALA_GORmid_2_seed,NA,Eucalyptus alaticaulis,NA,GORmid,GGOR4,142.4266,-36.9254,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,4.4,5,NA,ALA,NA,
ALA_GORmid_3_seed,NA,Eucalyptus alaticaulis,NA,GORmid,GGOR4,142.4266,-36.9254,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.5,5,NA,ALA,NA,
ALA_xr_1_seed,NA,Eucalyptus alaticaulis,NA,xr,xr,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,4.4,5,NA,ALA,NA,generic Grampians lat/lon
ALA_xr_2_seed,NA,Eucalyptus alaticaulis,NA,xr,xr,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.5,5,NA,ALA,NA,generic Grampians lat/lon
ALA_xr_3_seed,NA,Eucalyptus alaticaulis,NA,xr,xr,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,4.7,5,NA,ALA,NA,generic Grampians lat/lon
ARE_S25_1_seed,NA,Eucalyptus arenacea,NA,S25,S25,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,5.5,5,NA,ARE,NA,generic Grampians lat/lon
ARE_S25_2_seed,NA,Eucalyptus arenacea,NA,S25,S25,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,3.9,5,NA,ARE,NA,generic Grampians lat/lon
ARE_S25_3_seed,NA,Eucalyptus arenacea,NA,S25,S25,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,5.4,5,NA,ARE,NA,generic Grampians lat/lon
ARE_MTHOL_1_seed,NA,Eucalyptus arenacea,NA,MTHOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,10.1,5,NA,ARE,NA,
ARE_MTHOL_2_seed,NA,Eucalyptus arenacea,NA,MTHOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,9.3,5,NA,ARE,NA,
ARE_MTHOL_3_seed,NA,Eucalyptus arenacea,NA,MTHOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74,8.7,5,NA,ARE,NA,
ARE_GOR1_1_seed,NA,Eucalyptus arenacea,NA,GOR1,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,12.2,5,NA,ARE,NA,
ARE_GOR1_2_seed,NA,Eucalyptus arenacea,NA,GOR1,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,9.6,5,NA,ARE,NA,
ARE_GOR1_3_seed,NA,Eucalyptus arenacea,NA,GOR1,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,10.3,5,NA,ARE,NA,
ARE_MTDIFF_1_seed,NA,Eucalyptus arenacea,NA,MTDIFF,MT DIF,142.435565,-37.017898,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,12.8,5,NA,ARE,NA,
ARE_MTDIFF_2_seed,NA,Eucalyptus arenacea,NA,MTDIFF,MT DIF,142.435565,-37.017898,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,12,5,NA,ARE,NA,
ARE_MTDIFF_3_seed,NA,Eucalyptus arenacea,NA,MTDIFF,MT DIF,142.435565,-37.017898,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,12.3,5,NA,ARE,NA,
ARO_X2_1_seed,NA,Eucalyptus aromaphloia,NA,X2,X2,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,2.8,5,NA,ARO,NA,generic Grampians lat/lon
ARO_X2_2_seed,NA,Eucalyptus aromaphloia,NA,X2,X2,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.5,5,NA,ARO,NA,generic Grampians lat/lon
ARO_X2_3_seed,NA,Eucalyptus aromaphloia,NA,X2,X2,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,2.9,5,NA,ARO,NA,generic Grampians lat/lon
ARO_eastWil_1_seed,NA,Eucalyptus aromaphloia,NA,eastWil,GMTW1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,3.1,5,NA,ARO,NA,
ARO_eastWil_2_seed,NA,Eucalyptus aromaphloia,NA,eastWil,GMTW1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,3.2,5,NA,ARO,NA,
ARO_eastWil_3_seed,NA,Eucalyptus aromaphloia,NA,eastWil,GMTW1,142.5191,-37.3285,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,2.1,5,NA,ARO,NA,
BAX_THACK_1_seed,NA,Eucalyptus baxteri,NA,THACK,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,14.6,5,NA,BAX,NA,
BAX_THACK_2_seed,NA,Eucalyptus baxteri,NA,THACK,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,7.9,5,NA,BAX,NA,
BAX_THACK_3_seed,NA,Eucalyptus baxteri,NA,THACK,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,12.7,5,NA,BAX,NA,
BAX_SITE 21_1_seed,NA,Eucalyptus baxteri,NA,SITE 21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,11.1,5,NA,BAX,NA,
BAX_SITE 21_2_seed,NA,Eucalyptus baxteri,NA,SITE 21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,9.4,5,NA,BAX,NA,
BAX_SITE 21_3_seed,NA,Eucalyptus baxteri,NA,SITE 21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,11.3,5,NA,BAX,NA,
BAX_GLENELG_1_seed,NA,Eucalyptus baxteri,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,11.5,5,NA,BAX,NA,
BAX_GLENELG_2_seed,NA,Eucalyptus baxteri,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,8.2,5,NA,BAX,NA,
BAX_GLENELG_3_seed,NA,Eucalyptus baxteri,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,8.4,5,NA,BAX,NA,
BAX_STOP3_1_seed,NA,Eucalyptus baxteri,NA,STOP3,STOP3,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,9.7,5,NA,BAX,NA,generic Grampians lat/lon
BAX_STOP3_2_seed,NA,Eucalyptus baxteri,NA,STOP3,STOP3,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,6.9,5,NA,BAX,NA,generic Grampians lat/lon
BAX_STOP3_3_seed,NA,Eucalyptus baxteri,NA,STOP3,STOP3,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,8.4,5,NA,BAX,NA,generic Grampians lat/lon
VER_MGAP_1_seed,NA,Eucalyptus verrucata,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,12.1,5,NA,BAX/VER,NA,
VER_MGAP_2_seed,NA,Eucalyptus verrucata,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,12.6,5,NA,BAX/VER,NA,
VER_MGAP_3_seed,NA,Eucalyptus verrucata,NA,MGAP,MGAP,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,12.9,5,NA,BAX/VER,NA,
CAM_DC1_1_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.9,5,NA,CAM,NA,
CAM_DC1_2_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.8,5,NA,CAM,NA,
CAM_DC1_3_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.5,5,NA,CAM,NA,
CAM_GLENELG_1_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,1.9,5,NA,CAM,NA,
CAM_GLENELG_2_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1.8,5,NA,CAM,NA,
CAM_GLENELG_3_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1.4,5,NA,CAM,NA,
CAM_GLENELG_4_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.5,5,NA,CAM,NA,
CAM_GLENELG_5_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1.4,5,NA,CAM,NA,
CAM_GLENELG_6_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1.5,5,NA,CAM,NA,
CAM_GLENELG_7_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,3.1,10,NA,CAM,NA,
CAM_GLENELG_8_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,3.5,10,NA,CAM,NA,
CAM_GLENELG_9_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,GLENELG,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,3.7,10,NA,CAM,NA,
CAM_ZEROT1_1_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,ZEROT1,ZEROT1,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,4,5,NA,GON,NA,
CAM_ZEROT1_2_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,ZEROT1,ZEROT1,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,3.4,5,NA,GON,NA,
CAM_ZEROT1_3_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,ZEROT1,ZEROT1,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,3,5,NA,GON,NA,
CAM_MTHOL_1_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,MTHOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,5.4,5,NA,GON,NA,
CAM_MTHOL_2_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,MTHOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,3.5,5,NA,GON,NA,
CAM_MTHOL_3_seed,NA,Eucalyptus camaldulensis subsp. camaldulensis,NA,MTHOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,4,5,NA,GON,NA,
GON_ZERO10_1_seed,NA,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,ZERO10,ZERO10,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,NA,GON-ALA,NA,
GON_ZERO10_2_seed,NA,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,ZERO10,ZERO10,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.5,5,NA,GON-ALA,NA,
GON_ZERO10_3_seed,NA,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,ZERO10,ZERO10,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,5.4,5,NA,GON-ALA,NA,
LEU_COPR_1_seed,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),NA,COPR,COPR,142.4123,-36.9254,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,3.2,5,NA,LEU,NA,
LEU_COPR_2_seed,NA,Eucalyptus leucoxylon subsp. (leucoxylon|pruinosa),NA,COPR,COPR,142.4123,-36.9254,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,3.4,5,NA,LEU,NA,
