Genus_Species,family,Photosynthetic.pathway (confirmed using data from literature or TERN stable isotope analysis),Photosyntehtic.pathway (inferred from lineage),Photosynthetic pathway (combined),Source,Justification for inference based on lineage,Notes 
Swainsona_campylantha,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_flavicarinata,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_formosa,Fabaceae,C3,,C3,TRY,,
Swainsona_kingii,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_laxa,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_oligophylla,Fabaceae,C3,,C3,TERN SIA,,
Swainsona_oroboides,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_phacoides,Fabaceae,C3,,C3,TRY,,
Swainsona_stipularis,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_tenuis,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Swainsona_thompsoniana,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Synaphea_spinulosa,Proteaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Syncarpia_glomulifera,Myrtaceae,C3,,C3,TRY,,
Syzygium_angophoroides,Myrtaceae,C3,,C3,TRY,,
Syzygium_suborbiculare,Myrtaceae,C3,,C3,TRY,,
Tacca_leontopetaloides,Taccaceae,C3,,C3,TRY,,
Taraxacum_sect_taraxacum,Asteraceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tasmannia_xerophila,Winteraceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Taxandria_parviceps,Myrtaceae,C3,,C3,TERN SIA,,
Tecticornia_disarticulata,Chenopodiaceae,C3,,C3,TERN SIA,,
Tecticornia_halocnemoides,Chenopodiaceae,C3,,C3,TERN SIA,,
Tecticornia_indica,Chenopodiaceae,C4,,C4,TERN SIA,,
Tecticornia_lylei,Chenopodiaceae,C3,,C3,TERN SIA,,
Tecticornia_pergranulata,Chenopodiaceae,C3,,C3,TERN SIA,,
Tecticornia_tenuis,Chenopodiaceae,C3,,C3,Carolin et al. 1982,,
Tecticornia_triandra,Chenopodiaceae,C3,,C3,Carolin et al. 1982,,
Telopea_speciosissima,Proteaceae,C3,,C3,TRY,,
Templetonia_aculeata,Fabaceae,C3,,C3,TRY,,
Templetonia_ceracea,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Templetonia_egena,Fabaceae,C3,,C3,TRY,,
Templetonia_rossii,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_coriacea,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_delestangii,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_filipes,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_lasiochlaena,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_leptoclada,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_porrecta,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_procera_cowie,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_remotiflora,Fabaceae,C3,,C3,TRY,,
Tephrosia_rosea,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_sphaerospora,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_subpectinata,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tephrosia_supina,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Terminalia_aridicola,Combretaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Terminalia_bursarina,Combretaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Terminalia_canescens,Combretaceae,C3,,C3,TRY,,
Terminalia_carpentariae,Combretaceae,C3,,C3,TRY,,
Terminalia_ferdinandiana,Combretaceae,C3,,C3,TRY,,
Terminalia_grandiflora,Combretaceae,C3,,C3,TRY,,
Terminalia_kumpaja,Combretaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Terminalia_latipes,Combretaceae,C3,,C3,TRY,,
Terminalia_platyphylla,Combretaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,,
Terminalia_platyptera,Combretaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Terminalia_pterocarya,Combretaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Terminalia_subacroptera,Combretaceae,C3,,C3,TERN SIA,,
Terminalia_volucris,Combretaceae,C3,,C3,TERN SIA,,
Tetragonia_eremaea,Aizoaceae,C3,,C3,TERN SIA,,
Tetragonia_implexicoma,Aizoaceae,C3,,C3,TERN SIA,,
Tetrapora_preissiana,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Tetrarrhena_juncea,Poaceae,C3,,C3,TRY,,
Teucrium_racemosum,Lamiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Teucrium_sessiliflorum,Lamiaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Thaumastochloa_brassii,Poaceae,C4,,C4,TERN SIA,,
Thaumastochloa_major,Poaceae,C4,,C4,TERN SIA,,
Thaumastochloa_pubescens,Poaceae,C4,,C4,TERN SIA,,
Thaumastochloa_striata,Poaceae,C4,,C4,TERN SIA,,
Thelymitra_antennifera,Orchidaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards; Winter et al 1983,C3 has been found in this genera; No evidence of a C4 species in this lineage,
Thelymitra_cyanea,Orchidaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards; Winter et al 1983,C3 has been found in this genera; No evidence of a C4 species in this lineage,
Themeda_avenacea,Poaceae,C4,,C4,TRY,,
Themeda_quadrivalvis,Poaceae,C4,,C4,TRY,,
Themeda_triandra,Poaceae,C4,,C4,TRY,,
Thomasia_petalocalyx,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Threlkeldia_diffusa,Chenopodiaceae,C3,,C3,TERN SIA,,
Thryptomene_kochii,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Thyridolepis_mitchelliana,Poaceae,C3,,C3,TRY,,Also found in Pate et al 1998
Thyridolepis_xerophila,Poaceae,C3,,C3,TRY,,
Thysanotus_baueri,Asparagaceae,C3,,C3,TRY,,
Thysanotus_patersonii,Asparagaceae,C3,,C3,TRY,,
Tinospora_smilacina,Menispermaceae,C3,,C3,TRY,,
Trachymene_glaucifolia,Araliaceae,C3,,C3,TRY,,
Trachymene_humilis,Araliaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Trachymene_oleracea,Araliaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Trachymene_ornata,Araliaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Trachymene_pilosa,Araliaceae,C3,,C3,TRY,,
Trachymene_rotundifolia,Araliaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Tragus_australianus,Poaceae,C4,,C4,TRY,,
Trianthema_rhynchocalyptrum,Aizoaceae,C4,,C4,Bohley et al. 2015,,
Trianthema_triquetrum,Aizoaceae,C4,,C4,TERN SIA,,
Tribulopis_angustifolia,Zygophyllaceae,C3,,C3,TERN SIA,,
Tribulopis_pentandra,Zygophyllaceae,C3,,C3,TERN SIA,,
Tribulus_astrocarpus,Zygophyllaceae,C3,,C3,TERN SIA,,
Tribulus_eichlerianus,Zygophyllaceae,C4,,C4,TRY,,
Tribulus_hystrix,Zygophyllaceae,C4,,C4,TRY,,
Tribulus_minutus,Zygophyllaceae,C4,,C4,TERN SIA,,
Trichanthodium_skirrophorum,Asteraceae,C3,,C3,TERN SIA,,
Trichodesma_zeylanicum,Boraginaceae,C3,,C3,TRY,,
Tricostularia_neesii,Cyperaceae,U,C3,C3,Bruhl and Wilson 2007,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Trifolium_angustifolium,Fabaceae,C3,,C3,TRY,,
Trifolium_campestre,Fabaceae,C3,,C3,TRY,,
Trifolium_repens,Fabaceae,C3,,C3,TRY,,
Trifolium_striatum,Fabaceae,C3,,C3,TRY,,
Trifolium_subterraneum,Fabaceae,C3,,C3,TRY,,
Trigonella_suavissima,Fabaceae,C3,,C3,TRY,,
Triodia_angusta,Poaceae,C4,,C4,TERN SIA,,
Triodia_basedowii,Poaceae,C4,,C4,TERN SIA,,
Triodia_bitextura,Poaceae,C4,,C4,TERN SIA,,
Triodia_brizoides,Poaceae,C4,,C4,TERN SIA,,
Triodia_caelestialis,Poaceae,C4,,C4,TERN SIA,,
Triodia_danthonioides,Poaceae,U,C4,C4,Photosynthetic Pathway of other species in genus; Osborne et al 2014,Photosynthetic Pathway of other species in genus ,
Triodia_epactia,Poaceae,U,C4,C4,Photosynthetic Pathway of other species in genus; Osborne et al 2014,Photosynthetic Pathway of other species in genus ,
Triodia_irritans,Poaceae,C4,,C4,TRY,,
Triodia_longiceps,Poaceae,C4,,C4,TRY,,
Triodia_melvillei,Poaceae,C4,,C4,TERN SIA,,
Triodia_pungens,Poaceae,C4,,C4,TRY,,
Triodia_rigidissima,Poaceae,U,C4,C4,Photosynthetic Pathway of other species in genus; Osborne et al 2014,Photosynthetic Pathway of other species in genus ,
Triodia_scariosa,Poaceae,C4,,C4,TRY,,
Triodia_schinzii,Poaceae,C4,,C4,TERN SIA,,
Triodia_tomentosa,Poaceae,U,C4,C4,Photosynthetic Pathway of other species in genus; Osborne et al 2014,Photosynthetic Pathway of other species in genus ,
Triodia_wiseana,Poaceae,C4,,C4,TERN SIA,,
Tripogonella_loliiformis,Poaceae,C4,,C4,TERN SIA,,
Triraphis_mollis,Poaceae,C4,,C4,TRY,,
Trisetum_spicatum,Poaceae,C3,,C3,TRY,,
Triumfetta_breviaculeata,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Triumfetta_incana,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Triumfetta_longipedunculata,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Triumfetta_plumigera,Malvaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Typha_domingensis,Typhaceae,C3,,C3,TRY,,
Ulex_europaeus,Fabaceae,C3-CAM,,C3-CAM,TRY,,
Uranthoecium_truncatum,Poaceae,C4,,C4,TRY,,
Uraria_lagopodioides,Fabaceae,C3,,C3,TRY,,
Urochloa_holosericea,Poaceae,C4,,C4,TERN SIA,,
Urochloa_piligera,Poaceae,C4,,C4,TERN SIA,,
Urochloa_ramosa,Poaceae,C4,,C4,TERN SIA,,
Urochloa_subquadripara,Poaceae,U,C4,C4,Photosynthetic Pathway of other species in genus; Osborne et al 2014,Photosynthetic Pathway of other species in genus ,
Ursinia_anthemoides,Asteraceae,C3,,C3,TERN SIA,,
Vachellia_farnesiana,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Vachellia_pachyphloia,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Vachellia_pallidifolia,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Vachellia_suberosa,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Vachellia_sutherlandii,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Vachellia_valida,Fabaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,
Velleia_montana,Goodeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Velleia_trinervis,Goodeniaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Ventilago_viminalis,Rhamnaceae,C3,,C3,TRY,,Also found in Pate et al 1998
Verbena_officinalis,Verbenaceae,C3,,C3,TRY,,
Veronica_calycina,Plantaginaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Veronica_derwentiana,Plantaginaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Veronica_subtilis,Plantaginaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Verticordia_chrysantha,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_eriocephala,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_helmsii,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_inclusa,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_monadelpha,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_picta,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_pritzelii,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_roei,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Verticordia_verticillata,Myrtaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,
Vigna_lanceolata,Fabaceae,C3,,C3,TRY,,
Vigna_vexillata,Fabaceae,C3,,C3,TRY,,
Viola_betonicifolia,Violaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Viola_sieberiana,Violaceae,C3,,C3,TRY,,
Viola_silicestris,Violaceae,U,C3,C3,Sage 2016 (and references therein); Watson and Dallwitz 1992 onwards,No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,
Vittadinia_cervicularis,Asteraceae,C3,,C3,TERN SIA,,
Vittadinia_condyloides,Asteraceae,C3,,C3,TERN SIA,,
Vittadinia_cuneata,Asteraceae,C3,,C3,TERN SIA,,
Vittadinia_dissecta,Asteraceae,C3,,C3,TERN SIA,,
Vittadinia_eremaea,Asteraceae,C3,,C3,TERN SIA,,
