Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data,time_to_flowering_min,time_to_flowering_max,time_to_flowering_mean,peak_flowering_min,peak_flowering_max,peak_flowering_mean,time_to_fruiting_min,time_to_fruiting_max,time_to_fruiting_mean
Oxylobium arborescens,2948,NA,NA,NA,Podolobium arborescens,Fabaceae: Faboideae,D,S,S,Mortality 75% (100),NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,>1 seedling per adult,NA,NA,Oct-Dec,Oct-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,1,1,-,-,-,-,-,-,-,Q V T,W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,II-100,100,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxylobium arborescens (Gibraltar Range),2948,NA,NA,n,Not in PlantNET,Fabaceae: Faboideae,D,S,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,V-134,NA,VI,2,1,4,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,4,NA,NA,NA,NA,NA,NA
Oxylobium arborescens (Tall form),2948,NA,NA,n,Not in PlantNET,Fabaceae: Faboideae,D,S,S,NA,NA,soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,II-134,NA,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxylobium ellipticum,2950,NA,NA,NA,NA,Fabaceae: Faboideae,D,S,S/R,Resprouter and seeder in subalpine treeless plain (120),basal / rhizome,persistent soil,NA,NA,209-212 sd/g,NA,hard seed coat,heat,NA,NA,NA,"T (58, 77) I (9)",NA,spring-early summer,Sep-Dec,NA,5?,NA,NA,NA,NA,50?,NA,NA,NA,NA,NA,-,-,1,1,1,1,-,-,1,-,-,-,-,Q V T,OF W,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,Vb-58; IVb-77; VIII&IX-120,9; 58; 77; 93b,VST,3,3,5,NA,50,NA,>80,1,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxylobium pulteneae,2953,NA,NA,NA,NA,Fabaceae: Faboideae,D,S,R,NA,NA,a-persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,-,1,-,-,1,-,-,-,-,-,-,DSF swamp F,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,IX-66,NA,VSI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus adnatus,8705,NA,NA,c,Helichrysum adnatum,Asteraceae,D,S,Sr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,Sep-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,-,-,-,-,-,-,V,SF W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8CE,VIII-74; IX-100; VIII-R41; II-134,NA,D,4,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus alpinus,10157,NA,NA,NA,NA,Asteraceae,D,S,R,NA,basal,NA,NA,wide,NA,NA,NA,NA,NA,NA,NA,T,NA,summer-autumn,Dec-May,NA,5?,NA,NA,NA,NA,50?,NA,NA,NA,NA,NA,-,-,-,-,-,1,-,-,-,-,-,-,-,V,Bog H,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,V-58,9; 58,VDT,3,3,5,NA,50,NA,>50,1,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus argophyllus,9404,NA,NA,NA,Helichrysum argophyllum,Asteraceae,D,S,S,NA,NA,transient,wind,wide,NA,NA,NA,none,NA,NA,NA,NA,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,1,1,1,1,1,-,-,-,-,-,-,V T SA,W RF,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8CE,III-38d,1; 38; 93a,D,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus conditus,9610,NA,NA,NA,NA,Asteraceae,D,S,S,NA,NA,transient,NA,wide,NA,NA,NA,NA,NA,NA,NA,I,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,-,-,1,-,-,-,-,-,-,-,V,SF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,III-R35,R35,DI,2,2,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus cuneifolius,9611,NA,NA,NA,Helichrysum cuneifolium,Asteraceae,D,S,S,Post-fire abundance increase (M),NA,transient,NA,wide,NA,NA,NA,NA,NA,NA,substantial,NA,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,-,-,-,-,-,-,-,-,-,-,V,SF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8M,III-38a,38; M,D,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus diosmifolius,8557,NA,NA,c,Helichrysum diosmifolium,Asteraceae,D,S,S/R,"Most killed by high intensity fire; Some resprouting after low intensity fire (1), Variable (39); II&IV (134)",root suckers,persistent soil,a-wind,NA,NA,NA,NA,none,NA,NA,<1 seedling per adult,NA,NA,late winter-spring,Aug-Nov,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,1,1,-,-,-,-,-,-,-,Q,H RF margins,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,9BN 8BX,IV-38a; VIII&IX-39; II-62; IX-100; II&IV-134,1; 93a; 100;138,G,1,4,NA,NA,NA,NA,NA,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus ferrugineus,8885,NA,NA,NA,NA,Asteraceae,D,S,S,NA,NA,NA,NA,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,summer-autumn,Dec-May,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,1,-,-,-,-,-,-,-,V T SA,S,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8WA,NA,48; 93a,D,4,4,2,NA,NA,NA,NA,2,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus hookeri,10156,NA,NA,NA,Helichrysum hookeri,Asteraceae,D,S,Rs,NA,basal,NA,wind,wide,NA,NA,NA,NA,NA,NA,NA,"T (58) / I (61, 77)",NA,summer-autumn,Dec-May,NA,2 (58) / short (61),NA,NA,NA,NA,50? (58) / still present in 51 yo site (61),NA,NA,NA,NA,NA,-,-,-,-,-,1,-,-,-,-,-,-,-,V,H,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,V-58; VIII-61; IX-61b; V-77,9; 58; 61b; 77,VDT,3,3,2,NA,50,NA,>50,3,3,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus obcordatus,9999,NA,NA,c,subsp. unspecified,Asteraceae,D,S,Sr,NA,basal buds,transient,NA,wide,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-early summer,Sep-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,-,-,-,-,-,Q V T,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,III-38c; II & V-134,38,D,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus obcordatus subsp. major,8706,NA,NA,NA,NA,Asteraceae,D,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-early summer,Sep-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,1,1,-,1,1,-,-,1,-,-,-,Q V,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,VIII-74; II&IX-100,NA,D,4,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus obcordatus subsp. obcordatus,8915,NA,NA,NA,Helichrysum obcordatum,Asteraceae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-early summer,Sep-Dec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,1,-,-,-,-,-,V T,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2E,NA,NA,G,1,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus rufescens,8665,NA,NA,c,NA,Asteraceae,D,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring,Sep-Nov,NA,5,NA,7,10,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,1,1,-,-,-,-,Q,RF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIII-35; II-134,35,D,4,4,5,7,NA,NA,NA,2,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus secundiflorus,9968,NA,NA,NA,NA,Asteraceae,D,S,R,NA,basal,NA,NA,wide,NA,NA,NA,NA,NA,NA,NA,T,NA,Dec-Feb,Dec-Feb,NA,5?,NA,NA,NA,NA,50?,NA,NA,NA,NA,NA,-,-,-,-,-,1,-,-,-,-,-,-,-,V,montane-OF subalpine-OF,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,V-58,9; 58,VDT,3,3,5,NA,50,NA,>50,1,1,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus sp. 'Basket swamp',n/a,NA,NA,n,Not in PlantNET,Asteraceae,D,S,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,V-134,NA,VT,3,3,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus tuckeri,8916,NA,NA,NA,Helichrysum tuckeri,Asteraceae,D,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-summer,Sep-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,1,-,1,1,-,-,-,Mallee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8CE,NA,NA,D,4,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ozothamnus vagans,8664,E1,NA,NA,NA,Asteraceae,D,S,S,NA,NA,persistent soil,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-autumn,Sep-May,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,RF RF-margins,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,II-89,89,G,1,4,2,NA,NA,NA,NA,1,4,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pachymitus cardaminoides,1836,NA,NA,NA,NA,Brassicaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,1,1,-,1,1,1,V SA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8C,NA,NA,A,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeria scandens,3915,NA,NA,n,NA,Monimiaceae,D,C,R,NA,stem buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winter,Jun-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,-,-,-,-,-,-,-,-,-,Q,RF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VI-134,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandanus tectorius var. australianus,9349,P,NA,NA,NA,Pandanceae,D,S,S,"killed by crown fire, resprouts after partail burn (96)",NA,persistent soil,vertebrate,NA,NA,NA,NA,NA,NA,NA,NA,seedlings shade intolerant,NA,all year,all year,NA,5,NA,NA,NA,NA,>30,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,II-96,96,DI,2,2,5,NA,30,NA,>40,1,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandorea pandorana subsp. pandorana,10485,NA,NA,NA,NA,Bignoniaceae,D,C,S/R,Variable (39),NA,persistent soil,a-wind,NA,NA,NA,NA,NA,NA,NA,rare (M),shade tolerant,NA,Jun-Dec,Jun-Dec,NA,5-Jan,"0.6 (1), 10-40 % with fruit at 4 months (105)",NA,NA,NA,50-100?,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,1,Q V SA WA NT,RF SF W,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2F 9M 9BX 8PL,VIII&IX-39; V-105,1; 96; 105; M,GT,1,3,1,5,50,100,110,3,1,1,3,1,2,0.3,NA,0.6,NA,NA,NA,NA,NA,NA
Panicum decompositum,6395,NA,NA,NA,Panicum decompositum var. tenuius,Poaceae,M,H,R,NA,NA,NA,NA,NA,1424-1470 sd/g,NA,NA,smoke,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,-,1,-,1,1,1,1,1,1,1,Q V SA WA NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9PL,NA,93b; 110,VI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panicum obseptum,5060,NA,NA,NA,NA,Poaceae,M,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,warmer months,Nov-Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,-,-,-,-,-,-,Q V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,8CE,NA,NA,G,1,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panicum queenslandicum var. queenslandicum,9331,NA,NA,n,NA,Poaceae,M,H,S,80% mortality in semi arid conditions (133),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,1,1,1,1,1,-,-,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIII-133,NA,GI,1,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panicum simile,5066,NA,NA,NA,Panicum effusum var. simile,Poaceae,M,H,R,NA,basal,persistent soil,NA,NA,NA,NA,NA,smoke,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,<10% with flowers at 4 months,NA,NA,NA,present & flowering at 20-25 yo sites,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,-,-,-,1,-,-,Q V,W S,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,9BW 5SA,IXb-6; V-8; IX-39; V-105,6; 9; 105; 110,UG,4,4,1,NA,25,NA,>35,1,4,1,3,3,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA
Papaver aculeatum,4635,NA,*,NA,NA,Papaveraceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8C,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papaver hybridum,4638,NA,*,NA,NA,Papaveraceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8C,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papillilabium beckleri,4477,P,NA,NA,NA,Orchidaceae,M,H,S,Recolonises from wind-borne seed (74),NA,transient,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Nov,Sep-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,-,-,-,-,-,-,-,-,-,-,Q,RF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,III-74,74,D,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parentucellia latifolia,5992,NA,*,NA,NA,Scrophulariaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8P,NA,P,E,5,5,NA,NA,NA,NA,NA,5,4,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parentucellia viscosa,5993,NA,*,NA,NA,Scrophulariaceae,D,H,S,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3WJ,NA,NA,E,5,5,NA,NA,NA,NA,NA,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parietaria debilis,6231,NA,NA,NA,NA,Urticaceae,D,H,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,1,NA,NA,NA,NA,annual,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,Q V T SA WA NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8C,VIII-38d,38,A,5,5,NA,NA,NA,NA,NA,5,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parsonsia brownii,1177,NA,NA,NA,NA,Apocynaceae,D,C,S/R,NA,NA,NA,wind,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,-,-,-,-,-,-,V T,RF WSF,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9M,VIII-74,1; 74,G,1,4,NA,NA,NA,NA,NA,3,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parsonsia dorrigoensis,9505,V,NA,NA,NA,Apocynaceae,D,C,R,NA,basal,persistent soil,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,summer,Dec-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,-,-,-,-,-,-,-,-,RF,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IX-74?; Vb-R36,74,VG,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parsonsia eucalyptophylla,1178,NA,NA,NA,NA,Apocynaceae,D,C,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spring-autumn,Sep-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,1,1,1,1,1,1,1,Q,W S,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,9CN,NA,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parsonsia lanceolata,1181,NA,NA,NA,NA,Apocynaceae,D,C,R,NA,NA,persistent soil,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer-autumn,Dec-May,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,-,-,1,1,-,1,-,-,-,Q,W RF,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,IXb-49,1,VG,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parsonsia straminea,1185,NA,NA,NA,NA,Apocynaceae,D,C,R,NA,root suckers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a few seedlings present at 4 yo site,NA,most of year,all year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,-,-,1,-,-,-,-,-,Q,RF SF,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,IV-105,105,VT,3,3,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalidium constrictum,5077,NA,NA,n,Not in Flora or PlantNet,Poaceae,M,H,R,80% survival in semi arid vegetation (133),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,-,-,1,1,1,1,1,1,1,Q V WA SA NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IX-133,NA,V,4,4,NA,NA,NA,NA,NA,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalidium grandispiculatum,9600,V,NA,NA,Not in Flora or PlantNet,Poaceae,M,H,R,NA,rhizome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,Q,WSF,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IV-R36,NA,V,4,4,NA,NA,NA,NA,NA,1,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paspalum dilatatum,5086,NA,*,n,NA,Poaceae,M,H,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer-autumn,Dec-May,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,Q V T WA SA,exotic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,138,E,5,5,1,NA,NA,NA,NA,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA
Paspalum quadrifarium,5092,NA,*,n,NA,Poaceae,M,H,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mostly spring to autumn but inflorescences present most of the year,Sep-May,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,exotic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,138,E,5,5,1,NA,NA,NA,NA,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA
Paspalum urvillei,5093,NA,*,n,NA,Poaceae,M,H,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,summer,Dec-Feb,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,Q V,exotic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,127,E,5,5,1,NA,NA,NA,NA,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA
