species,herbarium voucher,native to,voucher location,lat,long,alt,leaf type,stomatal distribution,habitat,woodiness,habit,Guard cell length,Total vein density (mm/mm2),leaf mass per unit area gm-2,total stomatal density (mm-2),adaxial stomatal density (mm-2),abaxial stomatal density (mm-2),dense hairs covering the stomata,tightly revolute leaves (1=linear leaves with revolute margins appressed to either midrib or other margin,deep longitudinal grooves etc (n=none;g=grooves;(g) grooves but stomata not restricted to grooves),Banksia-type pits,hakea-type pits,telopea-type papillae,lamina thickness (microns),epidermal width (microns),palisade width (microns),epidermal cell density,stomatal index,leaf area (cm2),adult leaf type,juvenile leaf type,leaf form,adaxial hypodermis,adaxial cuticle thickness (microns),ad papillae5,ad trichomes,ab hypo,ab cut thick,bundle sheath extensions,lignified margins,sclereids at vein endings,sclereids protruding from bundle sheaths,bundle sheaths 1= large parenchyma-like cells; 3=bundles sheaths surrounded by sclereids; 4= bundles embedded in a lignified core,crystals in mesophyll,hypodermal structures (0=no specialised structure; 1 = lignified adaxial hypodermis; 2 = lignified abaxial hypodermis; 3 = hypodermis of extension of bundle sheath extensions; 4=Orites milliganii upper type; 5 = Orites milliganii lower type; 6 = ideosclereids extending under adaxial hypodermis),compound midribs,ideosclereids (0=absent; 1=ordinary; 2= branched; 3=asterosclereids; 4=osteosclereids;5=dense clusters of sclereids),clade,group,veg type,"stomatal distribution (amphistomatic, hypostomatic or unevenly amphistomatic [=""functionally hypostomatic"")",site_name,leaf_lamina_division,leaf_compoundness,leaf_margin,leaf_shape
Hakea laevipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea lasianthoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea lasiocarpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea laurina,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,amphistomatic,0,6,0,0,0,6,0,0,0,0,2,0,0,0,0,B2,petiolaris,open,amphi,NA,NA,NA,NA,NA
Hakea lehmanniana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea longiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea loranthifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,undulata,open,amphi,NA,NA,NA,NA,NA
Hakea lorea,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,lorea,open,terete,NA,NA,NA,NA,NA
Hakea maconochieana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea macraeana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1,sericea,open,terete,NA,NA,NA,NA,NA
Hakea macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea macrorrhyncha,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea marginata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea megadenia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,terete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,rostrata,open,terete,NA,,NA,NA,terete
Hakea megalosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea meisneriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea neurophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,undulata,open,amphi,NA,NA,NA,NA,NA
Hakea newbeyana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea nitida,NA,NA,NA,NA,NA,NA,NA,NA,open,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,"simple,entire",NA,amphistomatic,0,12,0,0,0,?,0,0,0,0,3,0,0,0,2,NA,NA,open,amphi,open,entire,simple,entire,NA
Hakea obliqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,obliqua,open,terete,NA,NA,NA,NA,NA
Hakea obtusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea ochroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1,sericea,open,terete,NA,NA,NA,NA,NA
Hakea oldfieldii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea oleifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea orthorrhyncha,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,platysperma,open,terete,NA,NA,NA,NA,NA
Hakea pachyphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea pandanicarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,ceratophylla,open,amphi,NA,NA,NA,NA,NA
Hakea pedunculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea pendens,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea persiehana,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,pedunculata,open,terete,NA,NA,NA,NA,NA
Hakea platysperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,platysperma,open,terete,NA,NA,NA,NA,NA
Hakea plurinervia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,undulata,open,amphi,NA,NA,NA,NA,NA
Hakea polyanthema,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea preissii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea pritzelii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea propinqua,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea psilorrhyncha,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea pulvinifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea purpurea,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea pycnoneura,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea recurva,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea repullulans,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea rhombales,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea rigida,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea ruscifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea scoparia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea smilacifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea spathulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea standleyensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea stenophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea subsulcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea tephrosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1,sericea,open,terete,NA,NA,NA,NA,NA
Hakea trifurcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea trineura,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B1,trineura,open,amphi,NA,NA,NA,NA,NA
Hakea tuberculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea varia,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea verrucosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1,verrucosa,open,terete,NA,NA,NA,NA,NA
Hakea victoria,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Hakea vittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon alcicornis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon anethifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple, lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,lobed,simple,lobed,NA
Isopogon asper,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon attenuatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon axillaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amphistomatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon buxifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon crithmifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon dawsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,NA,NA,NA,NA,NA
Isopogon dubius,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, lobed",NA,amphistomatic,0,20,0,0,0,24,0,0,0,0,2,1,0,0,0,NA,NA,open,amphi,NA,lobed,simple,lobed,NA
Isopogon fletcheri,NSW934489,NA,"Cultivated, Blue Mountains Botanic Garden Mt Tomah, Bed WH 220 (ex Perrys Lookdown, Blue Mountains National Park)",NA,NA,NA,NA,amphistomatic,NA,woody,perennial,41.32006667,2.838987664,215,198.5281938,89.91741795,108.6107759,n,n,n,0,0,0,594.25,46.99448066,28.984,NA,NA,12,"simple,lobed",NA,amphistomatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,NA,lobed,simple,lobed,NA
Isopogon gardneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon heterophyllus,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon inconspicuus,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon linearis,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon longifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
Isopogon mnoraifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,NA,NA,NA,NA,NA
