Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
ONAGRACEAE,Ludwigia peploides,89 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 49 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia perennis,100 % germination (seeds sown: 100),,germination medium: 1% agar,germination conditions: light 12/12; 26/11°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia perennis,61 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 56 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia perennis,74 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 98 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia perennis,89 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 70 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. Northwest Tasmania (A.Visom 216),60 % germination (seeds sown: 30),,germination medium: 1% agar,germination conditions: light 10/14; 15°C; 84 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. Northwest Tasmania (A.Visom 216),83 % germination (seeds sown: 30),,germination medium: 1% agar,germination conditions: light 10/14; 5°C; 77 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. Northwest Tasmania (A.Visom 216),85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 10/14; 5°C; 63 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. Northwest Tasmania (A.Visom 216),89 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 10/14; 15°C; 77 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. osbornii,100 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 42 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. osbornii,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. osbornii,50 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. osbornii,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. tetragona,100 % germination (seeds sown: 18),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 15°C; 70 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia collina subsp. tetragona,72 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 70 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia scabra,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia scabra,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 5°C; 14 days,,"RBG Kew, Wakehurst Place."
OROBANCHACEAE,Euphrasia scabra,65 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 84 days,,"RBG Kew, Wakehurst Place."
PHILYDRACEAE,Helmholtzia glaberrima,71 % germination (seeds sown: 17),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 30/20°C (Therm 8/16); 70 days,,"RBG Kew, Wakehurst Place."
PHILYDRACEAE,Helmholtzia glaberrima,94 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 30/20°C (Therm 8/16); 70 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Elacholoma prostrata,80 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 112 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Glossostigma diandrum,75 % germination (seeds sown: 20),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 15°C; 84 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium aithocheilum,55 % germination (seeds sown: 22),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium aithocheilum,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium foecundum,100 % germination (seeds sown: 39),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium foecundum,100 % germination (seeds sown: 41),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium foecundum,83 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 70 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium maritimum,89 % germination (seeds sown: 19),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 20°C; 77 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium sp. Marla (W.R.Barker 3535),100 % germination (seeds sown: 43),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 84 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium sp. Marla (W.R.Barker 3535),100 % germination (seeds sown: 43),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 20°C; 84 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium sp. Marla (W.R.Barker 3535),83 % germination (seeds sown: 54),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 119 days,,"RBG Kew, Wakehurst Place."
PHRYMACEAE,Peplidium sp. Marla (W.R.Barker 3535),94 % germination (seeds sown: 54),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Phyllanthus erwinii,100 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 63 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Phyllanthus erwinii,94 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Phyllanthus maderaspatensis,100 % germination (seeds sown: 20),pre-sowing treatments: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 70 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Phyllanthus maderaspatensis,67 % germination (seeds sown: 18),pre-sowing treatments: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 84 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Phyllanthus maderaspatensis,83 % germination (seeds sown: 18),pre-sowing treatments: sterilisation (immersed seeds in 10% domestos for 5 minutes),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 84 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,100 % germination (seeds sown: 20),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,100 % germination (seeds sown: 20),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,50 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,55 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,55 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 98 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,70 % germination (seeds sown: 20),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 20°C; 98 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,,"RBG Kew, Wakehurst Place."
PHYLLANTHACEAE,Poranthera triandra,90 % germination (seeds sown: 20),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 15°C; 98 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Dissiliaria baloghioides,64 % germination (seeds sown: 25),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Dissiliaria baloghioides,72 % germination (seeds sown: 25),,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 35 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Dissiliaria baloghioides,80 % germination (seeds sown: 25),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Petalostigma banksii,68 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 112 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Petalostigma pachyphyllum,60 % germination (seeds sown: 20),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 20°C; 84 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Petalostigma pachyphyllum,79 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 98 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Petalostigma pubescens,80 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 140 days,,"RBG Kew, Wakehurst Place."
PICRODENDRACEAE,Petalostigma quadriloculare,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 84 days,,"RBG Kew, Wakehurst Place."
PIPERACEAE,Peperomia bellendenkerensis,50 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 126 days,,"RBG Kew, Wakehurst Place."
PIPERACEAE,Peperomia blanda var. floribunda,70 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 91 days,,"RBG Kew, Wakehurst Place."
PIPERACEAE,Peperomia blanda var. floribunda,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Auranticarpa rhombifolia,69 % germination (seeds sown: 51),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 119 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Billardiera cymosa,58 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 77 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Bursaria incana,92 % germination (seeds sown: 12),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 49 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Bursaria incana,93 % germination (seeds sown: 14),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Bursaria incana,93 % germination (seeds sown: 15),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Bursaria spinosa subsp. spinosa,65 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Marianthus bignoniaceus,75 % germination (seeds sown: 16),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 25/10°C (Therm 8/16); 91 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Pittosporum angustifolium,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 77 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Pittosporum angustifolium,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 91 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Pittosporum angustifolium,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Pittosporum ferrugineum,55 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 98 days,,"RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Pittosporum ferrugineum,60 % germination (seeds sown: 15),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 98 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Bacopa monnieri,88 % germination (seeds sown: 52),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 12/12; 30/20°C (Therm 12/12); 70 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Bacopa monnieri,92 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 12/12; 30/20°C (Therm 12/12); 70 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola pedunculata,89 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 49 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,100 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,72 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,89 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Gratiola peruviana,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago cunninghamii,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago cunninghamii,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 77 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago debilis,75 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago debilis,80 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 98 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago drummondii,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago drummondii,65 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 196 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago drummondii,74 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago drummondii,80 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 196 days,,"RBG Kew, Wakehurst Place."
PLANTAGINACEAE,Plantago drummondii,80 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
