speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample,ternPrimaryGeneticBarcodeAdditionalSample,plantMaterialTypeAdditionalSample,latitudeAdditionalSample,longitudeOfAdditionalSample,dateSurveyedAdditionalSample,facilityYear,species_name,taxon_name,old_pathway,photosyntheticPathway_combined2
Urochloa_subquadripara,Urochloa,subquadripara,Poaceae,NA,C4,NA,C4,TERN SIA,Photosynthetic Pathway of other species in genus,NA,-14.7,NA,NA,NSA  07169,leaves,NSABHC0024-57100,-31.346791670000002,142.1485167,22/04/2014,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Urochloa subquadripara,Urochloa subquadripara,c4,NA
Urodon_dasyphyllus,Urodon,dasyphyllus,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urodon dasyphyllus,Urodon dasyphyllus,NA,C3
Urospermum_picroides,Urospermum,picroides,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-29.31,NA,NA,SAT003583,leaves & stem,SATKAN0003,-35.46094167,138.6040389,3/11/2014,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2023,Urospermum picroides,Urospermum picroides,NA,C3
Ursinia_anthemoides,Ursinia,anthemoides,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-32.55,NA,NA,WAA013092,leaves,WAAJAF0003-58514,-34.40362778,117.687625,12/10/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Ursinia anthemoides,Ursinia anthemoides,c3,NA
Urtica_bovista,Urtica,bovista,Urticaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urtica bovista,NA,NA,C3
Urtica_incisa,Urtica,incisa,Urticaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urtica incisa,Urtica incisa,NA,C3
Urtica_urens,Urtica,urens,Urticaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urtica urens,Urtica urens,NA,C3
Utricularia_caerulea,Utricularia,caerulea,Lentibulariaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utricularia caerulea,Utricularia caerulea,NA,C3
Utricularia_chrysantha,Utricularia,chrysantha,Lentibulariaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utricularia chrysantha,Utricularia chrysantha,NA,C3
Utricularia_uliginosa,Utricularia,uliginosa,Lentibulariaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Utricularia uliginosa,Utricularia uliginosa,NA,C3
Vachellia_farnesiana,Vachellia,farnesiana,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vachellia farnesiana,Vachellia farnesiana,c3,NA
Vachellia_pachyphloia,Vachellia,pachyphloia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vachellia pachyphloia,Vachellia pachyphloia,c3,NA
Vachellia_pallidifolia,Vachellia,pallidifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vachellia pallidifolia,Vachellia pallidifolia,c3,NA
Vachellia_suberosa,Vachellia,suberosa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vachellia suberosa,Vachellia suberosa,c3,NA
Vachellia_sutherlandii,Vachellia,sutherlandii,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vachellia sutherlandii,Vachellia sutherlandii,c3,NA
Vachellia_valida,Vachellia,valida,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Tree; Acacia; No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vachellia valida,Vachellia valida,c3,NA
Vandasina_retusa,Vandasina,retusa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vandasina retusa,Vandasina retusa,NA,C3
Velleia_arguta,Velleia,arguta,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia arguta,Goodenia arguta,NA,C3
Velleia_connata,Velleia,connata,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia connata,Goodenia connata,NA,C3
Velleia_cycnopotamica,Velleia,cycnopotamica,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia cycnopotamica,Goodenia cycnopotamica,NA,C3
Velleia_glabrata,Velleia,glabrata,Goodeniaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia glabrata,Goodenia glabrata,NA,C3
Velleia_hispida,Velleia,hispida,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia hispida,Goodenia capillosa,NA,C3
Velleia_montana,Velleia,montana,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia montana,Goodenia montana,c3,NA
Velleia_rosea,Velleia,rosea,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia rosea,Goodenia rosea,NA,C3
Velleia_trinervis,Velleia,trinervis,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,Pate et al 1998 found example in genera that was C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Velleia trinervis,Goodenia trinervis,c3,NA
Ventilago_viminalis,Ventilago,viminalis,Rhamnaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ventilago viminalis,Ventilago viminalis,c3,NA
Verbascum_virgatum,Verbascum,virgatum,Scrophulariaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbascum virgatum,Verbascum virgatum,NA,C3
Verbena_bonariensis,Verbena,bonariensis,Verbenaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbena bonariensis,Verbena bonariensis,NA,C3
Verbena_halei,Verbena,halei,Verbenaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbena halei,Verbena gaudichaudii,NA,C3
Verbena_incompta,Verbena,incompta,Verbenaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbena incompta,Verbena incompta,NA,C3
Verbena_officinalis,Verbena,officinalis,Verbenaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbena officinalis,Verbena officinalis,c3,NA
Verbena_supina,Verbena,supina,Verbenaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbena supina,Verbena supina,NA,C3
Verbesina_encelioides,Verbesina,encelioides,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verbesina encelioides,Verbesina encelioides,NA,C3
Veronica_calycina,Veronica,calycina,Plantaginaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica calycina,Veronica calycina,c3,NA
Veronica_decorosa,Veronica,decorosa,Plantaginaceae,NA,U,C3,C3,"Kattge et al., 2020; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica decorosa,Veronica decorosa,NA,C3
Veronica_derwentiana,Veronica,derwentiana,Plantaginaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica derwentiana,Veronica derwentiana,c3,NA
Veronica_gracilis,Veronica,gracilis,Plantaginaceae,NA,U,C3,C3,"Kattge et al., 2020; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica gracilis,Veronica gracilis,NA,C3
Veronica_hillebrandii,Veronica,hillebrandii,Plantaginaceae,NA,U,C3,C3,"Kattge et al., 2020; Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica hillebrandii,Veronica hillebrandii,NA,C3
Veronica_plebeia,Veronica,plebeia,Plantaginaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica plebeia,Veronica plebeia,NA,C3
Veronica_subtilis,Veronica,subtilis,Plantaginaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Veronica subtilis,Veronica subtilis,c3,NA
Verreauxia_dyeri,Verreauxia,dyeri,Goodeniaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verreauxia dyeri,Goodenia etheira,NA,C3
Verticordia,Verticordia,NA,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia,NA,NA,C3
Verticordia_acerosa,Verticordia,acerosa,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia acerosa,Verticordia acerosa,NA,C3
Verticordia_chrysantha,Verticordia,chrysantha,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia chrysantha,Verticordia chrysantha,c3,NA
Verticordia_endlicheriana,Verticordia,endlicheriana,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia endlicheriana,Verticordia endlicheriana,NA,C3
Verticordia_eriocephala,Verticordia,eriocephala,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia eriocephala,Verticordia eriocephala,c3,NA
Verticordia_grandiflora,Verticordia,grandiflora,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia grandiflora,Verticordia grandiflora,NA,C3
Verticordia_helmsii,Verticordia,helmsii,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia helmsii,Verticordia helmsii,c3,NA
Verticordia_inclusa,Verticordia,inclusa,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia inclusa,Verticordia inclusa,c3,NA
Verticordia_monadelpha,Verticordia,monadelpha,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia monadelpha,Verticordia monadelpha,c3,NA
Verticordia_nitens,Verticordia,nitens,Myrtaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia nitens,Verticordia nitens,NA,C3
Verticordia_picta,Verticordia,picta,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia picta,Verticordia picta,c3,NA
Verticordia_pritzelii,Verticordia,pritzelii,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia pritzelii,Verticordia pritzelii,c3,NA
Verticordia_rennieana,Verticordia,rennieana,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia rennieana,Verticordia rennieana,NA,C3
Verticordia_roei,Verticordia,roei,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia roei,Verticordia roei,c3,NA
Verticordia_subulata,Verticordia,subulata,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia subulata,Verticordia subulata,NA,C3
Verticordia_verticillata,Verticordia,verticillata,Myrtaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Verticordia verticillata,Verticordia verticillata,c3,NA
Viburnum_tinus,Viburnum,tinus,Viburnaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viburnum tinus,Viburnum tinus,NA,C3
Vicia_monantha,Vicia,monantha,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vicia monantha,Vicia monantha,NA,C3
Vicia_sativa,Vicia,sativa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vicia sativa,Vicia sativa,NA,C3
Vigna_lanceolata,Vigna,lanceolata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vigna lanceolata,Vigna lanceolata,c3,NA
Vigna_radiata,Vigna,radiata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vigna radiata,Vigna radiata,NA,C3
Vigna_vexillata,Vigna,vexillata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vigna vexillata,Vigna vexillata,c3,NA
Viola_arvensis,Viola,arvensis,Violaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola arvensis,Viola arvensis,NA,C3
Viola_auritella,Viola,auritella,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola auritella,NA,NA,C3
Viola_betonicifolia,Viola,betonicifolia,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola betonicifolia,Viola betonicifolia,c3,NA
Viola_cleistogamoides,Viola,cleistogamoides,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola cleistogamoides,Viola cleistogamoides,NA,C3
Viola_eminens,Viola,eminens,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola eminens,Viola eminens,NA,C3
Viola_hederacea,Viola,hederacea,Violaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola hederacea,Viola hederacea,NA,C3
Viola_sieberiana,Viola,sieberiana,Violaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola sieberiana,Viola sieberiana,c3,NA
Viola_silicestris,Viola,silicestris,Violaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Viola silicestris,Viola silicestris,c3,NA
Vittadinia_arida,Vittadinia,arida,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vittadinia arida,Vittadinia arida,c3,NA
Vittadinia_blackii,Vittadinia,blackii,Asteraceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices (TERN SIA); Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vittadinia blackii,Vittadinia blackii,NA,C3
Vittadinia_cervicularis,Vittadinia,cervicularis,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-26.83,NA,NA,SAS000234,leaves,SASMDD0006-53713,-33.97274167,140.7272611,25/09/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Vittadinia cervicularis,Vittadinia cervicularis,c3,NA
Vittadinia_condyloides,Vittadinia,condyloides,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.21,NA,NA,NSA01245,leaves,NSABHC0008-53603,-31.88592167,141.52881,31/08/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Vittadinia condyloides,Vittadinia condyloides,c3,NA
Vittadinia_cuneata,Vittadinia,cuneata,Asteraceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vittadinia cuneata,Vittadinia cuneata,c3,NA
Vittadinia_dissecta,Vittadinia,dissecta,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.81,NA,NA,NSA 010198,leaves,NSAMDD0002-56952,-34.20481667,142.6025889,28/05/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Vittadinia dissecta,Vittadinia dissecta,c3,NA
Vittadinia_eremaea,Vittadinia,eremaea,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-25.91,NA,NA,NSA01048,leaves & stem,NSABHC0007-53602,-31.90113361,141.7644319,2/8/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Vittadinia eremaea,Vittadinia eremaea,c3,NA
Vittadinia_gracilis,Vittadinia,gracilis,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-27.78,NA,NA,SAA  004691,leaves,SAAGAW0002-56993,-32.98011944,137.2442722,18/02/2015,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Vittadinia gracilis,Vittadinia gracilis,c3,NA
